gene_id,Satrom-mRNA-12hT_CTTGTA_L002_001
LOC102631806,0
LOC102631893,0
LOC102631912,3037
LOC102631924,0
LOC102631930,8
LOC102631940,0
LOC102631943,0
LOC102631952,4
LOC102631971,0
LOC102631977,0
LOC102631979,4
LOC102631982,0
LOC102631983,0
LOC102631992,0
LOC102631993,0
LOC102631995,0
LOC102632006,0
LOC102632016,0
LOC102632031,27
LOC102632050,0
LOC102632053,0
LOC102632063,0
LOC102632079,13
LOC102632096,7
LOC102632102,0
LOC102632113,0
LOC102632142,2
LOC102632156,0
LOC102632180,0
LOC102632213,0
LOC102632224,0
LOC102632231,0
LOC102632256,0
LOC102632278,0
LOC102632285,14
LOC102632291,2
LOC102632292,4
LOC102632302,0
LOC102632305,0
LOC102632319,0
LOC102632357,10
LOC102632367,0
LOC102632382,1
LOC102632383,2
LOC102632388,2
LOC102632402,0
LOC102632415,1
LOC102632416,78
LOC102632442,0
LOC102632463,0
LOC102632465,6
LOC102632476,2
LOC102632493,0
LOC102632504,0
LOC102632538,0
LOC102632541,14
LOC102632560,0
LOC102632594,0
LOC102632599,0
LOC102632622,0
LOC102632636,0
LOC102632661,0
LOC102632664,0
LOC102632678,2
LOC102632682,0
LOC102632690,0
LOC102632711,0
LOC102632714,1
LOC102632739,154
LOC102632761,0
LOC102632770,23
LOC102632778,48
LOC102632821,28
LOC102632883,0
LOC102632885,29
LOC102632901,4
LOC102632907,1
LOC102632931,0
LOC102632952,0
LOC102632957,0
LOC102632990,0
LOC102633000,2
LOC102633008,0
LOC102633032,0
LOC102633047,65
LOC102633050,0
LOC102633054,0
LOC102633076,0
LOC102633086,28
LOC102633149,0
LOC102633151,0
LOC102633156,0
LOC102633165,0
LOC102633176,0
LOC102633187,0
LOC102633190,49
LOC102633201,5
LOC102633210,40
LOC102633225,0
LOC102633230,0
LOC102633232,0
LOC102633239,0
LOC102633254,0
LOC102633266,0
LOC102633274,2
LOC102633277,0
LOC102633308,0
LOC102633312,0
LOC102633321,0
LOC102633322,0
LOC102633332,5
LOC102633345,8
LOC102633357,0
LOC102633363,1
LOC102633366,2
LOC102633425,0
LOC102633452,2
LOC102633456,4
LOC102633469,0
LOC102633472,4
LOC102633493,0
LOC102633497,0
LOC102633523,0
LOC102633541,0
LOC102633548,73
LOC102633553,0
LOC102633576,0
LOC102633584,0
LOC102633588,0
LOC102633596,7
LOC102633605,4
LOC102633627,6
LOC102633643,0
LOC102633655,0
LOC102633666,44
LOC102633671,2
LOC102633673,34
LOC102633677,0
LOC102633705,0
LOC102633724,0
LOC102633746,2
LOC102633753,0
LOC102633777,0
LOC102633783,4
LOC102633784,0
LOC102633786,59
LOC102633794,3
LOC102633800,0
LOC102633809,0
LOC102633813,2
LOC102633817,24
LOC102633833,2
LOC102633880,5
LOC102633881,0
LOC102633883,4
LOC102633890,0
LOC102633893,0
LOC102633907,0
LOC102633930,8
LOC102633938,0
LOC102633954,0
LOC102633973,23
LOC102634010,0
LOC102634018,0
LOC102634026,0
LOC102634042,2
LOC102634048,0
LOC102634058,0
LOC102634065,0
LOC102634072,0
LOC102634078,148
LOC102634082,0
LOC102634085,0
LOC102634090,0
LOC102634097,13
LOC102634098,0
LOC102634100,9
LOC102634128,0
LOC102634132,0
LOC102634135,0
LOC102634154,28
LOC102634168,0
LOC102634217,0
LOC102634226,0
LOC102634233,3
LOC102634259,0
LOC102634268,0
LOC102634284,0
LOC102634296,0
LOC102634300,7
LOC102634304,0
LOC102634312,0
LOC102634314,0
LOC102634324,0
LOC102634333,431
LOC102634340,0
LOC102634348,0
LOC102634349,0
LOC102634350,0
LOC102634388,0
LOC102634389,2
LOC102634401,0
LOC102634429,0
LOC102634439,0
LOC102634459,3
LOC102634462,4
LOC102634481,0
LOC102634483,2
LOC102634486,2
LOC102634495,0
LOC102634499,0
LOC102634502,0
LOC102634525,0
LOC102634529,0
LOC102634532,0
LOC102634533,14
LOC102634581,134
LOC102634584,0
LOC102634585,13
LOC102634683,190
LOC102634703,0
LOC102634709,30
LOC102634716,21
LOC102634730,0
LOC102634733,1
LOC102634745,1
LOC102634805,3
LOC102634812,0
LOC102634827,0
LOC102634835,9
LOC102634841,19
LOC102634852,0
LOC102634854,3
LOC102634861,0
LOC102634872,0
LOC102634873,0
LOC102634887,0
LOC102634900,0
LOC102634904,6
LOC102634918,1
LOC102634924,0
LOC102634956,17
LOC102634968,0
LOC102634999,9
LOC102635036,0
LOC102635048,13
LOC102635067,0
LOC102635075,13
LOC102635089,0
LOC102635122,4
LOC102635127,64
LOC102635133,15
LOC102635138,54
LOC102635150,0
LOC102635154,11
LOC102635161,0
LOC102635164,1
LOC102635165,0
LOC102635169,2
LOC102635198,1
LOC102635200,0
LOC102635219,0
LOC102635245,0
LOC102635252,0
LOC102635261,0
LOC102635273,15
LOC102635282,42
LOC102635322,0
LOC102635339,0
LOC102635341,27
LOC102635349,0
LOC102635386,4
LOC102635389,0
LOC102635394,16
LOC102635398,0
LOC102635400,3
LOC102635409,0
LOC102635410,0
LOC102635411,0
LOC102635423,0
LOC102635430,0
LOC102635439,0
LOC102635450,0
LOC102635467,0
LOC102635469,2
LOC102635492,0
LOC102635502,0
LOC102635514,0
LOC102635521,10
LOC102635527,2
LOC102635529,0
LOC102635554,0
LOC102635566,1
LOC102635572,0
LOC102635638,17
LOC102635658,0
LOC102635659,0
LOC102635660,0
LOC102635661,1
LOC102635682,1
LOC102635705,0
LOC102635707,0
LOC102635713,0
LOC102635714,6
LOC102635720,0
LOC102635732,0
LOC102635760,0
LOC102635781,86
LOC102635783,0
LOC102635786,4
LOC102635801,0
LOC102635833,0
LOC102635844,48
LOC102635863,0
LOC102635871,3
LOC102635879,1
LOC102635893,18
LOC102635903,0
LOC102635912,36
LOC102635931,0
LOC102635948,52
LOC102635960,0
LOC102635990,2
LOC102635992,0
LOC102635997,5
LOC102636011,25
LOC102636016,0
LOC102636024,0
LOC102636026,0
LOC102636028,0
LOC102636037,4
LOC102636041,0
LOC102636048,47
LOC102636055,5
LOC102636060,0
LOC102636101,38
LOC102636110,0
LOC102636124,2
LOC102636129,0
LOC102636142,0
LOC102636156,0
LOC102636158,4
LOC102636160,1
LOC102636183,0
LOC102636203,0
LOC102636231,0
LOC102636233,0
LOC102636254,0
LOC102636255,24
LOC102636261,0
LOC102636284,0
LOC102636299,23
LOC102636300,1
LOC102636309,9
LOC102636313,0
LOC102636317,8
LOC102636338,25
LOC102636340,0
LOC102636349,0
LOC102636352,0
LOC102636357,1
LOC102636360,10
LOC102636367,0
LOC102636379,0
LOC102636380,0
LOC102636393,6
LOC102636406,0
LOC102636414,0
LOC102636417,82
LOC102636462,6
LOC102636463,35
LOC102636478,5
LOC102636514,6
LOC102636530,0
LOC102636551,0
LOC102636558,12
LOC102636563,0
LOC102636566,2
LOC102636581,0
LOC102636584,0
LOC102636590,0
LOC102636631,0
LOC102636664,0
LOC102636666,0
LOC102636700,2
LOC102636707,0
LOC102636733,6
LOC102636734,29
LOC102636741,0
LOC102636776,0
LOC102636777,0
LOC102636784,0
LOC102636792,0
LOC102636795,2
LOC102636808,0
LOC102636815,53
LOC102636828,0
LOC102636841,0
LOC102636852,0
LOC102636873,7
LOC102636894,17
LOC102636896,0
LOC102636900,2
LOC102636907,8
LOC102636908,0
LOC102636948,0
LOC102636949,0
LOC102636988,0
LOC102636989,0
LOC102637001,0
LOC102637012,0
LOC102637021,0
LOC102637048,2
LOC102637049,5
LOC102637070,0
LOC102637094,0
LOC102637097,0
LOC102637099,0
LOC102637129,13
LOC102637163,0
LOC102637181,1
LOC102637192,0
LOC102637200,2
LOC102637219,14
LOC102637234,0
LOC102637269,1
LOC102637278,0
LOC102637283,3
LOC102637286,0
LOC102637288,0
LOC102637312,0
LOC102637316,0
LOC102637322,0
LOC102637336,0
LOC102637354,3
LOC102637366,0
LOC102637390,0
LOC102637393,5
LOC102637409,2
LOC102637411,0
LOC102637412,0
LOC102637417,0
LOC102637418,0
LOC102637419,0
LOC102637469,0
LOC102637483,2
LOC102637484,0
LOC102637488,6
LOC102637491,0
LOC102637495,0
LOC102637515,0
LOC102637532,7
LOC102637542,2
LOC102637566,3
LOC102637572,22
LOC102637577,0
LOC102637578,0
LOC102637606,0
LOC102637615,0
LOC102637637,0
LOC102637646,0
LOC102637691,0
LOC102637711,0
LOC102637719,4
LOC102637720,6
LOC102637742,0
LOC102637743,1
LOC102637749,0
LOC102637755,2
LOC102637763,5
LOC102637775,9
LOC102637781,500
LOC102637792,5
LOC102637806,0
LOC102637808,0
LOC102637811,0
LOC102637814,0
LOC102637815,10
LOC102637827,0
LOC102637838,0
LOC102637839,0
LOC102637854,0
LOC102637863,0
LOC102637873,14
LOC102637878,14
LOC102637882,0
LOC102637912,0
LOC102637921,0
LOC102637947,0
LOC102637953,6
LOC102637959,0
LOC102637966,27
LOC102637985,9
LOC102638002,0
LOC102638003,4
LOC102638008,0
LOC102638047,735
LOC102638055,3
LOC102638083,0
LOC102638085,2
LOC102638089,0
LOC102638110,0
LOC102638116,0
LOC102638150,105
LOC102638167,8
LOC102638183,0
LOC102638184,3
LOC102638190,0
LOC102638195,6
LOC102638199,0
LOC102638201,0
LOC102638254,0
LOC102638255,5
LOC102638263,0
LOC102638268,2
LOC102638276,0
LOC102638295,3
LOC102638322,28
LOC102638335,0
LOC102638344,13
LOC102638359,7
LOC102638361,19
LOC102638388,0
LOC102638389,16
LOC102638412,6
LOC102638435,39
LOC102638439,0
LOC102638442,0
LOC102638448,17
LOC102638454,0
LOC102638465,0
LOC102638466,4
LOC102638515,0
LOC102638521,6
LOC102638555,53
LOC102638590,2
LOC102638599,1
LOC102638624,0
LOC102638662,0
LOC102638670,0
LOC102638671,0
LOC102638674,0
LOC102638694,8
LOC102638700,2
LOC102638745,0
LOC102638754,52
LOC102638761,0
LOC102638773,0
LOC102638775,1
LOC102638785,0
LOC102638797,0
LOC102638848,2
LOC102638850,57
LOC102638878,0
LOC102638884,0
LOC102638885,0
LOC102638888,10
LOC102638890,0
LOC102638891,1
LOC102638903,0
LOC102638905,0
LOC102638913,0
LOC102638935,6
LOC102638940,268
LOC102638945,0
LOC102638962,6
LOC102638974,0
LOC102638985,0
LOC102638993,0
LOC102638999,0
LOC102639013,0
LOC102639021,0
LOC102639025,0
LOC102639037,0
LOC102639040,0
LOC102639044,29
LOC102639054,0
LOC102639067,1
LOC102639076,0
LOC102639091,0
LOC102639104,0
LOC102639109,0
LOC102639117,0
LOC102639127,48
LOC102639143,2
LOC102639145,1
LOC102639147,0
LOC102639163,0
LOC102639170,458
LOC102639172,0
LOC102639173,9
LOC102639182,123
LOC102639184,0
LOC102639187,0
LOC102639191,0
LOC102639204,0
LOC102639208,0
LOC102639245,0
LOC102639266,0
LOC102639315,0
LOC102639321,13
LOC102639337,0
LOC102639356,0
LOC102639376,0
LOC102639385,0
LOC102639412,334
LOC102639428,4
LOC102639429,0
LOC102639433,0
LOC102639451,0
LOC102639452,0
LOC102639453,0
LOC102639456,0
LOC102639470,0
LOC102639505,0
LOC102639511,1556
LOC102639518,3
LOC102639543,2
LOC102639549,8
LOC102639567,0
LOC102639568,2
LOC102639584,2
LOC102639598,11
LOC102639603,0
LOC102639621,6
LOC102639645,0
LOC102639653,0
LOC102639672,0
LOC102639683,58
LOC102639688,5
LOC102639699,2
LOC102639700,0
LOC102639713,27
LOC102639719,1
LOC102639731,0
LOC102639758,0
LOC102639762,0
LOC102639794,0
LOC102639798,5
LOC102639811,0
LOC102639814,1
LOC102639847,0
LOC102639870,0
LOC102639882,0
LOC102639888,5
LOC102639894,0
LOC102639912,32
LOC102639915,0
LOC102639950,0
LOC102639958,0
LOC102639974,3
LOC102639979,14
LOC102639982,44
LOC102639987,0
LOC102640007,6
LOC102640024,3
LOC102640027,0
LOC102640035,0
LOC102640040,1
LOC102640042,0
LOC102640059,0
LOC102640067,20
LOC102640098,1
LOC102640103,0
LOC102640121,0
LOC102640133,334
LOC102640139,0
LOC102640140,0
LOC102640169,0
LOC102640171,4
LOC102640172,2
LOC102640199,19
LOC102640218,0
LOC102640226,93
LOC102640241,3
LOC102640250,4
LOC102640277,0
LOC102640292,0
LOC102640295,0
LOC102640301,48
LOC102640308,0
LOC102640315,200
LOC102640325,6
LOC102640327,0
LOC102640328,0
LOC102640344,3
LOC102640359,18
LOC102640391,0
LOC102640399,0
LOC102640437,0
LOC102640451,11
LOC102640468,0
LOC102640469,0
LOC102640480,0
LOC102640490,165
LOC102640500,0
LOC102640520,25
LOC102640526,6
LOC102640562,0
LOC102640573,0
LOC102640575,0
LOC102640586,0
LOC102640619,0
LOC102640624,9
LOC102640673,781
LOC102640679,1
LOC102640693,0
LOC102640696,0
LOC102640715,38
LOC102640738,0
LOC102640754,0
LOC102640771,14
LOC102640772,24
LOC102640775,0
LOC102640779,0
LOC102640786,0
LOC102640811,21
LOC102640838,0
LOC102640864,0
LOC102640882,0
LOC102640919,0
LOC102640921,0
LOC102640923,0
LOC102640933,0
LOC102640946,1
LOC102640955,0
LOC102640957,0
LOC102640977,0
LOC102640985,0
LOC102641004,0
LOC102641006,0
LOC102641007,0
LOC102641008,0
LOC102641009,0
LOC102641016,0
LOC102641018,318
LOC102641026,0
LOC102641027,0
LOC102641028,0
LOC102641029,0
LOC102641031,7
LOC102641033,0
LOC102641034,0
LOC102641036,0
LOC102641037,0
LOC102641038,0
LOC102641039,0
LOC102641047,0
LOC102641048,0
LOC102641050,0
LOC102641052,6
LOC102641053,0
LOC102641054,0
LOC102641055,1
LOC102641057,0
LOC102641062,0
LOC102641063,0
LOC102641064,4
LOC102641065,0
LOC102641066,0
LOC102641067,0
LOC102641068,1
LOC102641069,0
LOC102641070,0
LOC102641074,5
LOC102641077,0
LOC102641078,0
LOC102641079,0
LOC102641081,0
LOC102641083,0
LOC102641086,0
LOC102641089,0
LOC102641091,0
LOC102641092,0
LOC102641095,0
LOC102641098,0
LOC102641100,0
LOC102641101,0
LOC102641102,0
LOC102641103,0
LOC102641104,0
LOC102641105,0
LOC102641118,0
LOC102641120,0
LOC102641146,0
LOC102641152,30
LOC102641157,0
LOC102641163,0
LOC102641173,0
LOC102641179,0
LOC102641188,0
LOC102641202,0
LOC102641233,0
LOC102641236,0
LOC102641244,0
LOC102641247,4
LOC102641256,0
LOC102641270,0
LOC102641286,0
LOC102641287,12
LOC102641305,0
LOC102641308,0
LOC102641335,1
LOC102641346,0
LOC102641351,0
LOC102641355,4
LOC102641363,0
LOC102641369,2
LOC102641372,15
LOC102641385,0
LOC102641396,8
LOC102641406,82
LOC102641408,0
LOC102641430,0
LOC102641432,3
LOC102641463,0
LOC102641467,0
LOC102641476,71
LOC102641483,2
LOC102641498,0
LOC102641509,0
LOC102641516,52
LOC102641523,0
LOC102641529,0
LOC102641539,0
LOC102641552,0
LOC102641557,0
LOC102641609,16
LOC102641610,0
LOC102641617,0
LOC102641621,0
LOC102641625,0
LOC102641637,0
LOC102641642,0
LOC102641661,3
LOC102641700,0
LOC102641704,0
LOC102641725,0
LOC102641740,0
LOC102641749,0
LOC102641752,13
LOC102641779,2
LOC102641783,0
LOC102641800,0
LOC102641825,0
LOC102641829,0
LOC102641836,0
LOC102641841,0
LOC102641855,0
LOC102641859,10
LOC102641860,0
LOC102641876,0
LOC102641901,0
LOC102641929,0
LOC102641931,0
LOC102641941,0
LOC102641964,0
LOC102641966,2
LOC102641989,0
LOC102641995,0
LOC102642011,50
LOC102642034,0
LOC102642038,0
LOC102642041,0
LOC102642065,6
LOC102642066,0
LOC102642067,0
LOC102642146,0
LOC102642160,0
LOC102642162,0
LOC102642194,0
LOC102642196,0
LOC102642202,0
LOC102642210,0
LOC102642215,0
LOC102642244,0
LOC102642281,0
LOC102642297,2
LOC102642321,13
LOC102642339,0
LOC102642358,0
LOC102642374,0
LOC102642381,0
LOC102642386,0
LOC102642389,0
LOC102642392,0
LOC102642414,0
LOC102642435,12
LOC102642443,0
LOC102642451,12
LOC102642459,0
LOC102642489,0
LOC102642508,0
LOC102642544,0
LOC102642556,9
LOC102642578,8
LOC102642581,0
LOC102642605,35
LOC102642612,41
LOC102642616,0
LOC102642625,1
LOC102642633,0
LOC102642641,0
LOC102642644,4
LOC102642652,4
LOC102642675,0
LOC102642677,2
LOC102642702,0
LOC102642720,0
LOC102642726,2
LOC102642737,0
LOC102642755,0
LOC102642770,0
LOC102642773,0
LOC102642778,231
LOC102642783,0
LOC102642791,7
LOC102642793,0
LOC102642800,0
LOC102642815,21
LOC102642832,109
LOC102642841,0
LOC102642842,163
LOC102642845,0
LOC102642877,28
LOC102642880,0
LOC102642900,0
LOC102642924,0
LOC102642952,0
LOC102642962,0
LOC102642976,0
LOC102642986,0
LOC102642990,4
LOC102643016,2
LOC102643040,2
LOC102643046,12
LOC102643051,0
LOC102643069,2
LOC102643076,0
LOC102643088,0
LOC102643091,0
LOC102643121,0
LOC102643127,0
LOC102643128,0
LOC102643147,0
LOC102643175,0
LOC102643187,0
LOC102643210,27
LOC102643244,3
LOC102643247,478
LOC102643289,0
LOC103752591,0
LOC105242387,6
LOC105242388,4
LOC105242389,169
LOC105242390,1
LOC105242391,12
LOC105242392,0
LOC105242393,0
LOC105242394,0
LOC105242395,0
LOC105242396,0
LOC105242397,0
LOC105242398,0
LOC105242399,0
LOC105242400,0
LOC105242401,0
LOC105242402,0
LOC105242403,0
LOC105242404,10
LOC105242405,0
LOC105242406,0
LOC105242407,0
LOC105242408,0
LOC105242409,0
LOC105242410,0
LOC105242411,0
LOC105242412,0
LOC105242413,0
LOC105242414,0
LOC105242415,0
LOC105242416,2
LOC105242417,19
LOC105242418,0
LOC105242419,0
LOC105242420,0
LOC105242421,0
LOC105242422,0
LOC105242423,0
LOC105242424,0
LOC105242425,0
LOC105242426,0
LOC105242427,0
LOC105242428,0
LOC105242429,7
LOC105242430,0
LOC105242431,5
LOC105242432,12
LOC105242433,0
LOC105242434,0
LOC105242435,0
LOC105242436,2
LOC105242437,0
LOC105242438,0
LOC105242439,0
LOC105242440,2
LOC105242441,0
LOC105242442,0
LOC105242443,0
LOC105242444,0
LOC105242445,0
LOC105242446,0
LOC105242447,0
LOC105242448,0
LOC105242449,0
LOC105242450,0
LOC105242451,2
LOC105242452,0
LOC105242453,79
LOC105242454,0
LOC105242455,0
LOC105242467,0
LOC105242506,0
LOC105242517,0
LOC105242528,10
LOC105242530,0
LOC105242531,0
LOC105242534,0
LOC105242535,0
LOC105242537,4
LOC105242538,4
LOC105242540,0
LOC105242541,0
LOC105242542,0
LOC105242543,57
LOC105242544,0
LOC105242545,0
LOC105242546,70
LOC105242547,0
LOC105242548,0
LOC105242549,0
LOC105242550,0
LOC105242552,0
LOC105242553,2
LOC105242554,6
LOC105242555,0
LOC105242556,0
LOC105242557,64
LOC105242558,0
LOC105242559,2
LOC105242560,4
LOC105242561,0
LOC105242562,2
LOC105242563,0
LOC105242564,4
LOC105242566,0
LOC105242567,0
LOC105242569,0
LOC105242570,0
LOC105242571,4
LOC105242572,34
LOC105242573,0
LOC105242574,0
LOC105242575,0
LOC105242576,0
LOC105242577,0
LOC105242578,10
LOC105242580,0
LOC105242581,0
LOC105242582,0
LOC105242583,0
LOC105242584,0
LOC105242585,0
LOC105242586,0
LOC105242587,227
LOC105242589,0
LOC105242590,0
LOC105242591,0
LOC105242592,0
LOC105242593,0
LOC105242594,0
LOC105242595,0
LOC105242596,6
LOC105242597,0
LOC105242598,0
LOC105242599,0
LOC105242600,0
LOC105242601,5
LOC105242602,0
LOC105242603,0
LOC105242604,0
LOC105242605,5
LOC105242606,0
LOC105242607,0
LOC105242608,0
LOC105242609,0
LOC105242610,0
LOC105242611,0
LOC105242612,0
LOC105242613,0
LOC105242615,0
LOC105242616,3
LOC105242618,0
LOC105242619,4
LOC105242620,6
LOC105242621,0
LOC105242622,0
LOC105242623,0
LOC105242624,4
LOC105242625,0
LOC105242626,0
LOC105242627,0
LOC105242628,0
LOC105242629,0
LOC105242630,0
LOC105242631,0
LOC105242632,0
LOC105242633,4
LOC105242634,0
LOC105242635,2
LOC105242636,0
LOC105242637,0
LOC105242638,0
LOC105242639,0
LOC105242640,0
LOC105242642,0
LOC105242643,0
LOC105242644,0
LOC105242646,0
LOC105242647,0
LOC105242648,24
LOC105242649,0
LOC105242651,0
LOC105242652,0
LOC105242653,0
LOC105242654,0
LOC105242655,0
LOC105242656,0
LOC105242657,3
LOC105242658,20
LOC105242659,0
LOC105242660,0
LOC105242661,0
LOC105242662,0
LOC105242663,0
LOC105242664,0
LOC105242665,0
LOC105242666,0
LOC105242667,0
LOC105242668,2
LOC105242670,0
LOC105242671,0
LOC105242673,0
LOC105242674,0
LOC105242675,0
LOC105242676,0
LOC105242677,0
LOC105242678,0
LOC105242679,2
LOC105242680,35
LOC105242681,0
LOC105242682,0
LOC105242683,0
LOC105242685,19
LOC105242686,0
LOC105242687,0
LOC105242688,0
LOC105242690,0
LOC105242691,0
LOC105242692,0
LOC105242693,0
LOC105242694,0
LOC105242696,0
LOC105242698,4
LOC105242699,0
LOC105242700,0
LOC105242701,0
LOC105242703,0
LOC105242704,17
LOC105242705,0
LOC105242706,21
LOC105242708,0
LOC105242709,11
LOC105242710,4
LOC105242711,0
LOC105242712,0
LOC105242713,0
LOC105242714,2
LOC105242715,3
LOC105242716,9
LOC105242717,0
LOC105242719,0
LOC105242720,0
LOC105242721,0
LOC105242722,0
LOC105242725,0
LOC105242726,0
LOC105242727,0
LOC105242728,0
LOC105242729,40
LOC105242731,0
LOC105242732,0
LOC105242735,6
LOC105242736,6
LOC105242737,0
LOC105242738,13
LOC105242740,22
LOC105242741,0
LOC105242742,4
LOC105242743,0
LOC105242744,0
LOC105242745,0
LOC105242748,0
LOC105242749,2
LOC105242750,43
LOC105242751,0
LOC105242752,0
LOC105242753,5
LOC105242754,0
LOC105242755,0
LOC105242756,7
LOC105242758,0
LOC105242759,0
LOC105242760,0
LOC105242761,0
LOC105242762,0
LOC105242763,6
LOC105242765,8
LOC105242766,15
LOC105242768,0
LOC105242769,4
LOC105242770,0
LOC105242771,0
LOC105242773,0
LOC105242774,0
LOC105242776,0
LOC105242778,0
LOC105242780,0
LOC105242781,0
LOC105242784,0
LOC105242785,11
LOC105242790,0
LOC105242792,0
LOC105242793,0
LOC105242794,3
LOC105242795,9
LOC105242797,0
LOC105242798,0
LOC105242799,0
LOC105242801,0
LOC105242802,0
LOC105242803,0
LOC105242804,0
LOC105242805,0
LOC105242806,16
LOC105242808,0
LOC105242809,0
LOC105242810,0
LOC105242811,0
LOC105242812,0
LOC105242813,0
LOC105242814,0
LOC105242815,10
LOC105242816,1
LOC105242817,0
LOC105242818,0
LOC105242821,13
LOC105242822,1
LOC105242823,0
LOC105242825,0
LOC105242826,0
LOC105242828,0
LOC105242829,0
LOC105242830,2
LOC105242831,0
LOC105242833,0
LOC105242836,28
LOC105242837,2
LOC105242838,0
LOC105242840,0
LOC105242841,113
LOC105242842,10
LOC105242843,2
LOC105242844,5
LOC105242845,0
LOC105242846,0
LOC105242847,0
LOC105242848,0
LOC105242850,6
LOC105242851,1
LOC105242854,35
LOC105242855,0
LOC105242856,0
LOC105242858,0
LOC105242860,0
LOC105242861,0
LOC105242862,3
LOC105242863,1
LOC105242864,4
LOC105242865,0
LOC105242868,4
LOC105242869,0
LOC105242870,8
LOC105242871,0
LOC105242873,0
LOC105242874,8
LOC105242875,2
LOC105242876,0
LOC105242877,15
LOC105242878,0
LOC105242879,3
LOC105242880,0
LOC105242881,2
LOC105242884,0
LOC105242885,8
LOC105242886,5
LOC105242887,2
LOC105242888,18
LOC105242889,16
LOC105242890,53
LOC105242891,22
LOC105242892,0
LOC105242893,0
LOC105242894,0
LOC105242895,0
LOC105242896,0
LOC105242897,0
LOC105242898,0
LOC105242900,60
LOC105242901,3
LOC105242904,3
LOC105242905,11
LOC105242906,0
LOC105242907,0
LOC105242908,0
LOC105242909,0
LOC105242910,2
LOC105242911,0
LOC105242912,0
LOC105242913,0
LOC105242914,0
LOC105242916,0
LOC105242917,0
LOC105242918,0
LOC105242920,0
LOC105242922,0
LOC105242923,0
LOC105242925,0
LOC105242926,2
LOC105242928,2
LOC105242929,0
LOC105242930,0
LOC105242931,1
LOC105242932,5
LOC105242933,9
LOC105242934,7
LOC105242935,0
LOC105242936,2
LOC105242937,0
LOC105242938,0
LOC105242939,0
LOC105242940,2
LOC105242941,0
LOC105242942,0
LOC105242943,0
LOC105242944,0
LOC105242945,0
LOC105242946,0
LOC105242947,0
LOC105242948,0
LOC105242949,0
LOC105242952,0
LOC105242956,0
LOC105242958,0
LOC105242959,0
LOC105242960,0
LOC105242962,1
LOC105242963,20
LOC105242964,0
LOC105242965,0
LOC105242966,47
LOC105242967,0
LOC105242968,0
LOC105242969,0
LOC105242970,0
LOC105242971,0
LOC105242972,0
LOC105242973,0
LOC105242975,0
LOC105242976,0
LOC105242978,0
LOC105242979,3
LOC105242980,1
LOC105242981,0
LOC105242982,7
LOC105242983,0
LOC105242985,1
LOC105242986,0
LOC105242987,0
LOC105242990,0
LOC105242991,0
LOC105242994,0
LOC105242997,0
LOC105243000,0
LOC105243001,2
LOC105243002,0
LOC105243003,0
LOC105243004,0
LOC105243005,6
LOC105243006,0
LOC105243007,0
LOC105243008,0
LOC105243010,7
LOC105243011,6
LOC105243012,2
LOC105243016,2
LOC105243018,6
LOC105243022,0
LOC105243023,0
LOC105243024,0
LOC105243025,0
LOC105243026,0
LOC105243027,0
LOC105243028,3
LOC105243029,0
LOC105243030,0
LOC105243031,0
LOC105243036,6
LOC105243037,0
LOC105243038,0
LOC105243040,0
LOC105243041,0
LOC105243042,0
LOC105243043,0
LOC105243044,0
LOC105243045,1
LOC105243046,0
LOC105243048,0
LOC105243049,0
LOC105243050,0
LOC105243052,0
LOC105243053,1
LOC105243054,0
LOC105243055,0
LOC105243056,1
LOC105243057,0
LOC105243058,3
LOC105243059,0
LOC105243060,0
LOC105243062,2
LOC105243063,0
LOC105243064,0
LOC105243065,0
LOC105243066,0
LOC105243067,0
LOC105243068,0
LOC105243070,0
LOC105243071,0
LOC105243072,0
LOC105243074,0
LOC105243075,0
LOC105243076,0
LOC105243077,0
LOC105243078,0
LOC105243080,0
LOC105243081,2
LOC105243082,11
LOC105243083,0
LOC105243084,0
LOC105243086,0
LOC105243087,3
LOC105243088,0
LOC105243089,0
LOC105243090,0
LOC105243092,0
LOC105243094,0
LOC105243095,0
LOC105243096,0
LOC105243098,0
LOC105243100,0
LOC105243101,0
LOC105243109,0
LOC105243110,3
LOC105243112,0
LOC105243113,0
LOC105243114,0
LOC105243115,0
LOC105243116,0
LOC105243117,0
LOC105243118,0
LOC105243119,0
LOC105243120,0
LOC105243121,0
LOC105243122,7
LOC105243123,0
LOC105243124,0
LOC105243125,0
LOC105243127,0
LOC105243128,3
LOC105243129,0
LOC105243130,0
LOC105243132,0
LOC105243134,0
LOC105243135,0
LOC105243136,0
LOC105243137,0
LOC105243138,0
LOC105243139,0
LOC105243140,4
LOC105243141,0
LOC105243143,3
LOC105243144,0
LOC105243145,2
LOC105243146,0
LOC105243147,0
LOC105243149,0
LOC105243150,0
LOC105243151,3
LOC105243152,22
LOC105243153,0
LOC105243154,0
LOC105243155,0
LOC105243156,0
LOC105243158,0
LOC105243160,0
LOC105243162,0
LOC105243163,0
LOC105243165,0
LOC105243166,0
LOC105243167,8
LOC105243169,0
LOC105243170,0
LOC105243171,0
LOC105243172,0
LOC105243173,2
LOC105243174,0
LOC105243175,0
LOC105243177,0
LOC105243178,2
LOC105243179,6
LOC105243181,0
LOC105243182,0
LOC105243183,133
LOC105243184,0
LOC105243185,13
LOC105243186,0
LOC105243187,0
LOC105243188,0
LOC105243189,0
LOC105243190,0
LOC105243191,0
