gene_id,Satrom-mRNA-2hT_ACAGTG_L004_001
Mir6946,1
Mir6947,0
Mir6948,6
Mir6949,1
Mir695,6
Mir6950,0
Mir6951,1
Mir6952,0
Mir6953,0
Mir6954,0
Mir6955,1
Mir6956,0
Mir6957,0
Mir6958,0
Mir6959,0
Mir6960,2
Mir6961,0
Mir6962,0
Mir6963,0
Mir6964,2
Mir6965,0
Mir6966,0
Mir6967-1,0
Mir6967-2,0
Mir6968,0
Mir6969,0
Mir697,12
Mir6970,0
Mir6971,0
Mir6972,0
Mir6973a,0
Mir6973b,0
Mir6974,0
Mir6975,0
Mir6976,1
Mir6977,0
Mir6978,0
Mir6979,1
Mir698,0
Mir6980,0
Mir6981,0
Mir6982,0
Mir6983,0
Mir6984,2
Mir6985,0
Mir6986,1
Mir6987,0
Mir6988,0
Mir6989,0
Mir6990,2
Mir6991,0
Mir6992,1
Mir6993,0
Mir6994,0
Mir6995,0
Mir6996,0
Mir6997,0
Mir6998,3
Mir6999,1
Mir7-1,44
Mir7-2,0
Mir700,0
Mir7000,0
Mir7001,3
Mir7002,0
Mir7003,0
Mir7004,0
Mir7005,0
Mir7006,0
Mir7007,0
Mir7008,0
Mir7009,0
Mir701,0
Mir7010,0
Mir7011,18
Mir7012,0
Mir7013,2
Mir7014,1
Mir7015,0
Mir7016,0
Mir7017,1
Mir7018,0
Mir7019,0
Mir702,0
Mir7020,0
Mir7021,0
Mir7022,0
Mir7023,0
Mir7024,0
Mir7025,0
Mir7026,3
Mir7027,3
Mir7028,0
Mir7029,0
Mir703,633
Mir7030,3
Mir7031,1
Mir7032,0
Mir7033,0
Mir7034,0
Mir7035,0
Mir7036,13
Mir7036b,3
Mir7037,0
Mir7038,1
Mir7039,0
Mir704,1
Mir7040,0
Mir7041,0
Mir7042,1
Mir7043,0
Mir7044,0
Mir7045,0
Mir7046,0
Mir7047,0
Mir7048,0
Mir7049,0
Mir705,0
Mir7050,0
Mir7051,2
Mir7052,3
Mir7053,0
Mir7054,2
Mir7055,0
Mir7056,0
Mir7057,0
Mir7058,0
Mir7059,1
Mir706,0
Mir7060,5
Mir7061,0
Mir7062,0
Mir7063,2
Mir7064,0
Mir7065,0
Mir7066,0
Mir7067,0
Mir7068,0
Mir7069,0
Mir707,0
Mir7070,0
Mir7071,0
Mir7072,0
Mir7073,0
Mir7074,1
Mir7075,0
Mir7076,1
Mir7077,0
Mir7078,1
Mir7079,25
Mir708,0
Mir7080,0
Mir7081,0
Mir7082,0
Mir7083,0
Mir7084,0
Mir7085,2
Mir7086,0
Mir7087,2
Mir7088,0
Mir7089,4
Mir709,2
Mir7090,0
Mir7091,0
Mir7092,0
Mir7093,0
Mir7094-1,0
Mir7094-2,0
Mir710,0
Mir711,0
Mir7115,0
Mir7116,2
Mir7117,0
Mir7118,0
Mir7119,0
Mir713,0
Mir717,0
Mir718,0
Mir719,0
Mir721,0
Mir7210,0
Mir7211,2
Mir7212,0
Mir7213,0
Mir7214,0
Mir7215,0
Mir7216,0
Mir7217,0
Mir7218,0
Mir7219,0
Mir7220,0
Mir7221,0
Mir7222,0
Mir7223,0
Mir7224,0
Mir7225,0
Mir7226,0
Mir7227,0
Mir7228,0
Mir7229,0
Mir7230,0
Mir7231,1
Mir7232,0
Mir7233,0
Mir7234,0
Mir7235,0
Mir7236,0
Mir7237,0
Mir7238,0
Mir7239,0
Mir7240,0
Mir7241,0
Mir7242,0
Mir7243,0
Mir741,0
Mir742,0
Mir743,0
Mir743b,0
Mir744,0
Mir7578,0
Mir758,0
Mir759,0
Mir760,0
Mir761,0
Mir762,0
Mir763,0
Mir764,0
Mir7646,0
Mir7647,4
Mir7648,0
Mir7649,0
Mir7651,2
Mir7652,49
Mir7653,0
Mir7654,0
Mir7655,0
Mir7656,0
Mir7657,0
Mir7658,0
Mir7659,0
Mir7660,1
Mir7661,0
Mir7662,0
Mir7663,0
Mir7664,5
Mir7665,0
Mir7666,0
Mir7667,0
Mir7668,0
Mir7669,0
Mir767,0
Mir7670,0
Mir7671,0
Mir7672,0
Mir7673,0
Mir7674,6
Mir7675,0
Mir7676-1,0
Mir7676-2,0
Mir7677,0
Mir7678,0
Mir7679,0
Mir7680,0
Mir7681,0
Mir7682,3
Mir7683,0
Mir7684,0
Mir7685,1
Mir7686,1
Mir7687,0
Mir7688,3
Mir7689,0
Mir770,0
Mir7b,0
Mir7j,0
Mir7k,0
Mir802,0
Mir804,0
Mir8090,0
Mir8091,0
Mir8092,0
Mir8093,0
Mir8094,0
Mir8095,1
Mir8096,1
Mir8097,0
Mir8098,0
Mir8099-1,0
Mir8099-2,0
Mir8100,0
Mir8101,0
Mir8102,4
Mir8103,0
Mir8104,0
Mir8105,2
Mir8106,0
Mir8107,0
Mir8108,0
Mir8109,0
Mir8110,0
Mir8111,0
Mir8112,0
Mir8113,0
Mir8114,0
Mir8115,0
Mir8116,3
Mir8117,0
Mir8118,4
Mir8119,0
Mir8120,0
Mir871,0
Mir872,0
Mir873a,0
Mir873b,0
Mir874,0
Mir875,2
Mir876,0
Mir877,0
Mir878,0
Mir879,0
Mir880,0
Mir881,0
Mir882,0
Mir883a,0
Mir883b,0
Mir9-1,0
Mir9-2,17
Mir9-3,0
Mir92-1,0
Mir92-2,0
Mir92b,0
Mir93,26
Mir935,0
Mir96,0
Mir9768,0
Mir9769,9
Mir98,0
Mir99a,0
Mir99ahg,0
Mir99b,0
Mira,0
Mirc35hg,49
Mirg,0
Mirlet7a-1,4
Mirlet7a-2,0
Mirlet7b,0
Mirlet7bhg,0
Mirlet7c-1,0
Mirlet7c-2,0
Mirlet7d,54
Mirlet7e,0
Mirlet7f-1,25
Mirlet7f-2,0
Mirlet7g,4
Mirlet7i,3
Mis12,381
Mis18a,1305
Mis18bp1,2155
Misp,0
Mitd1,228
Mitf,574
Mixl1,0
Mki67,35549
Mkks,739
Mkl1,959
Mkl2,2579
Mkln1,5387
Mkln1os,42
Mknk1,1727
Mknk2,8742
Mkrn1,2623
Mkrn2,1829
Mkrn2os,0
Mkrn3,0
Mks1,256
Mkx,0
Mlana,0
Mlc1,3
Mlec,22894
Mlf1,0
Mlf2,5991
Mlh1,1489
Mlh3,1477
Mlip,0
Mlkl,7
Mllt1,5985
Mllt10,2819
Mllt11,515
Mllt3,2288
Mllt4,0
Mllt6,16489
Mlph,1
Mlst8,1433
Mlx,1111
Mlxip,6141
Mlxipl,0
Mlycd,995
Mmaa,169
Mmab,512
Mmachc,2023
Mmadhc,4903
Mmd,2561
Mmd2,0
Mme,0
Mmel1,44
Mmgt1,3810
Mmgt2,1528
Mmp10,1025
Mmp11,2
Mmp12,29
Mmp13,9
Mmp14,5
Mmp15,89
Mmp16,0
Mmp17,6
Mmp19,63
Mmp1a,7
Mmp1b,0
Mmp2,0
Mmp20,0
Mmp21,4
Mmp23,42
Mmp24,3
Mmp25,0
Mmp27,0
Mmp28,0
Mmp3,50
Mmp7,0
Mmp8,16
Mmp9,6
Mmrn1,0
Mmrn2,12
Mms19,2406
Mms22l,2560
Mn1,0
Mnat1,3518
Mnd1,382
Mnd1-ps,7
Mnda,39
Mndal,1137
Mns1,1334
Mnt,1980
Mnx1,0
Moap1,5
Mob1a,16609
Mob1b,3690
Mob2,1227
Mob3a,2972
Mob3b,1511
Mob3c,845
Mob4,2917
Mobp,0
Mocos,0
Mocs1,476
Mocs2,643
Mocs3,334
Mog,0
Mogat1,0
Mogat2,0
Mogs,7076
Mok,199
Mon1a,763
Mon1b,2609
Mon2,3992
Morc1,0
Morc2a,8156
Morc2b,0
Morc3,1858
Morc4,0
Morf4l1,11785
Morf4l2,16698
Morn1,336
Morn2,176
Morn3,14
Morn4,6
Morn5,3
Mos,0
Mospd1,660
Mospd2,955
Mospd3,319
Mospd4,6
Mov10,2012
Mov10l1,0
Moxd1,0
Moxd2,0
Mpc1,734
Mpc1-ps,452
Mpc2,1169
Mpdu1,2479
Mpdz,0
Mpeg1,27945
Mpg,1341
Mphosph10,13887
Mphosph6,2969
Mphosph8,3691
Mphosph9,1241
Mpi,1286
Mpl,0
Mplkip,622
Mpnd,2391
Mpo,3
Mpp1,1744
Mpp2,270
Mpp3,30
Mpp4,9
Mpp5,2975
Mpp6,6523
Mpp7,0
Mppe1,455
Mpped1,22
Mpped2,0
Mprip,5092
Mpst,816
Mptx1,0
Mptx2,0
Mpv17,1047
Mpv17l,125
Mpv17l2,897
Mpz,18
Mpzl1,1192
Mpzl2,413
Mpzl3,218
Mr1,510
Mrap,0
Mrap2,0
Mras,0
Mrc1,5
Mrc2,0
Mre11a,3071
Mreg,22971
Mrfap1,17142
Mrgbp,1748
Mrgpra1,0
Mrgpra18-ps,0
Mrgpra2a,0
Mrgpra2b,0
Mrgpra3,0
Mrgpra4,2
Mrgpra6,0
Mrgpra9,0
Mrgprb1,0
Mrgprb12-ps,0
Mrgprb13,0
Mrgprb2,0
Mrgprb3,0
Mrgprb4,0
Mrgprb5,0
Mrgprb8,0
Mrgprc1-ps,0
Mrgprc3-ps,0
Mrgprc4-ps,0
Mrgprd,0
Mrgpre,767
Mrgprf,2
Mrgprg,0
Mrgprh,0
Mrgprx1,0
Mrgprx2,0
Mrgprx3-ps,0
Mri1,1286
Mrm1,321
Mro,7
Mroh1,1352
Mroh2a,1
Mroh2b,0
Mroh3,0
Mroh4,0
Mroh5,0
Mroh6,40
Mroh7,29
Mroh8,19
Mroh9,0
Mrpl1,2088
Mrpl10,2556
Mrpl11,1918
Mrpl12,6826
Mrpl13,4617
Mrpl14,712
Mrpl15,5285
Mrpl16,2874
Mrpl17,3070
Mrpl18,3144
Mrpl19,5358
Mrpl2,2762
Mrpl20,2189
Mrpl21,2302
Mrpl22,307
Mrpl23,290
Mrpl23-ps1,302
Mrpl24,2125
Mrpl27,1197
Mrpl28,2792
Mrpl3,5094
Mrpl30,2018
Mrpl32,1985
Mrpl33,1529
Mrpl34,1180
Mrpl35,2379
Mrpl36,1608
Mrpl37,3590
Mrpl38,2317
Mrpl39,5025
Mrpl4,2522
Mrpl40,0
Mrpl41,1262
Mrpl42,2863
Mrpl43,2899
Mrpl44,2427
Mrpl45,2993
Mrpl46,2602
Mrpl47,1541
Mrpl48,2603
Mrpl48-ps,18
Mrpl49,1777
Mrpl50,5403
Mrpl51,2393
Mrpl52,2066
Mrpl53,1277
Mrpl54,955
Mrpl55,850
Mrpl57,2558
Mrpl9,5644
Mrps10,1657
Mrps11,1241
Mrps12,920
Mrps14,3144
Mrps15,2308
Mrps16,2817
Mrps17,2150
Mrps18a,1723
Mrps18b,9
Mrps18c,1488
Mrps2,7460
Mrps21,1231
Mrps22,1666
Mrps23,0
Mrps24,1345
Mrps25,1116
Mrps26,2490
Mrps27,1746
Mrps28,1214
Mrps30,3406
Mrps31,1672
Mrps33,686
Mrps34,1855
Mrps35,1047
Mrps36,599
Mrps36-ps1,5
Mrps36-ps2,1
Mrps5,4723
Mrps6,1065
Mrps7,6346
Mrps9,2868
Mrrf,1368
Mrs2,2148
Mrto4,5562
Mrvi1,14
Ms4a1,20333
Ms4a10,0
Ms4a12,0
Ms4a13,0
Ms4a14,29
Ms4a15,4
Ms4a18,0
Ms4a2,0
Ms4a3,0
Ms4a4a,398
Ms4a4b,9
Ms4a4c,864
Ms4a4d,0
Ms4a5,0
Ms4a6b,53
Ms4a6c,6774
Ms4a6d,49
Ms4a7,252
Ms4a8a,0
Msantd1,45
Msantd2,820
Msantd3,0
Msantd4,2199
Msc,0
Msgn1,0
Msh2,5603
Msh3,2203
Msh4,22
Msh5,0
Msh6,12329
Msi1,1442
Msi2,3263
Msl1,4641
Msl2,9507
Msl3,3382
Msl3l2,2
Msln,0
Mslnl,13
Msmb,0
Msmo1,3030
Msmp,0
Msn,30027
Msr1,2
Msra,366
Msrb1,971
Msrb2,6
Msrb3,26
Mss51,78
Mst1,103
Mst1r,6
Mstn,0
Msto1,2504
Msx1,0
Msx1os,0
Msx2,0
Msx3,0
Mt1,0
Mt2,959
Mt3,18
Mt4,0
Mta1,174
Mta2,17980
Mta3,2358
Mtag2,2
Mtap,0
Mtap7d3,2
Mtbp,3854
Mtch1,3617
Mtch2,4411
Mtcl1,4
Mtcp1,317
Mtdh,35243
Mterf1a,183
Mterf1b,98
Mterf2,485
Mterf3,1391
Mterf4,1468
Mtf1,1119
Mtf2,5943
Mtfmt,1301
Mtfp1,1193
Mtfr1,4539
Mtfr1l,3462
Mtfr2,810
Mtg1,1044
Mtg2,1084
Mthfd1,8401
Mthfd1l,8855
Mthfd2,13578
Mthfd2l,0
Mthfr,220
Mthfs,320
Mthfsd,1115
Mthfsl,346
Mtif2,3726
Mtif3,575
Mtl5,0
Mtm1,133
Mtmr1,1906
Mtmr10,891
Mtmr11,29
Mtmr12,4208
Mtmr14,3562
Mtmr2,6090
Mtmr3,8108
Mtmr4,0
Mtmr6,2298
Mtmr7,32
Mtmr9,5863
Mtnr1a,0
Mtnr1b,0
Mto1,683
Mtor,775
Mtpap,3632
Mtpn,19256
Mtr,3930
Mtrf1,1060
Mtrf1l,657
Mtrr,1675
Mtss1,3414
Mtss1l,3014
Mttp,2187
Mturn,96
Mtus1,5
Mtus2,1
Mtx1,2478
Mtx2,4577
Mtx3,2198
Muc1,51
Muc13,8
Muc15,0
Muc16,0
Muc19,7
Muc2,2
Muc20,30
Muc3,8
Muc4,46
Muc5ac,1
Muc5b,12
Muc6,5
Mucl1,0
Mug-ps1,1
Mug1,0
Mug2,0
Mug4-ps,0
Mul1,2744
Mum1,2157
Mum1l1,2
Mup-ps12,0
Mup-ps16,0
Mup-ps17,0
Mup-ps18,0
Mup-ps19,0
Mup-ps2,0
Mup-ps21,0
Mup-ps23,0
Mup-ps8,0
Mup-ps9,0
Mup1,0
Mup10,0
Mup11,0
Mup12,0
Mup13,0
Mup14,0
Mup15,0
Mup16,0
Mup17,0
Mup19,0
Mup2,0
Mup20,0
Mup21,0
Mup3,0
Mup4,0
Mup5,0
Mup6,0
Mup7,0
Mup8,0
Mup9,0
Murc,56
Mus81,622
Musk,0
Mustn1,5
Mut,2702
Mutyh,218
Mvb12a,1801
Mvb12b,698
Mvd,983
Mvk,373
Mvp,2527
Mx1,9
Mx2,11
Mxd1,288
Mxd3,70
Mxd4,2605
Mxi1,2022
Mxra7,9
Mxra8,947
Myadm,21
Myadml2,16
Myb,4029
Mybbp1a,57125
Mybl1,298
Mybl2,6450
Mybpc1,0
Mybpc2,916
Mybpc3,9
Mybph,21
Mybphl,1
Myc,44492
Mycbp,1042
Mycbp2,30792
Mycbpap,333
Mycl,121
Mycn,0
Mycs,0
Myct1,0
Myd88,3862
Mydgf,2916
Myef2,0
Myeov2,1212
Myf5,0
Myf6,0
Myg1,3639
Myh1,0
Myh10,372
Myh11,4
Myh13,22
Myh14,575
Myh15,0
Myh2,14
Myh3,55
Myh4,0
Myh6,11
Myh7,3
Myh7b,10
Myh8,0
Myh9,30430
Myl1,0
Myl10,0
Myl12a,5737
Myl12b,3134
Myl2,2
Myl3,3
Myl4,931
Myl6,3145
Myl6b,108
Myl7,0
Myl9,0
Mylf-ps,0
Mylip,0
Mylk,5
Mylk2,35
Mylk3,0
Mylk4,4
Mylpf,74
Mynn,1901
Myo10,639
Myo15,19
Myo15b,65
Myo16,0
Myo18a,2697
Myo18b,1149
Myo19,1689
Myo1a,7
Myo1b,0
Myo1c,4315
Myo1d,1447
Myo1e,31090
Myo1f,1803
Myo1g,12836
Myo1h,28
Myo3a,2
Myo3b,11
Myo5a,20922
Myo5b,9
Myo5c,226
Myo6,3320
Myo7a,3287
Myo7b,24
Myo9a,1811
Myo9b,6310
Myoc,0
Myocd,2
Myod1,0
Myof,2069
Myog,2
Myom1,232
Myom2,3
Myom3,40
Myot,0
Myoz1,1280
Myoz2,0
Myoz3,2
Mypn,153
Mypop,175
Mypopos,85
Myrf,5
Myrfl,13
Myrip,0
Mysm1,3419
Myt1,1
Myt1l,1
Myzap,170
Mzb1,15795
Mzf1,27
Mzt1,6037
Mzt2,1321
n-R5s100,0
n-R5s103,0
n-R5s104,0
n-R5s105,0
n-R5s108,0
n-R5s110,0
n-R5s111,0
n-R5s113,0
n-R5s117,0
n-R5s121,0
n-R5s122,0
n-R5s123,0
n-R5s124,0
n-R5s128,0
n-R5s133,0
n-R5s134,0
n-R5s136,0
n-R5s138,0
n-R5s139,0
n-R5s141,0
n-R5s142,0
n-R5s143,0
n-R5s144,0
n-R5s146,0
n-R5s149,0
n-Ta10,0
n-Ta11,0
n-Ta12,0
n-Ta13,0
n-Ta14,0
n-Ta15,0
n-Ta16,0
n-Ta17,0
n-Ta18,0
n-Ta19,0
n-Ta21,0
n-Ta22,0
n-Ta23,0
n-Ta24,0
n-Ta25,0
n-Ta26,0
n-Ta27,0
n-Ta28,0
n-Ta29,0
n-Ta30,0
n-Ta31,0
n-Ta32,0
n-Ta33,0
n-Ta34,0
n-Ta35,0
n-Ta36,0
n-Ta37,0
n-Ta38,0
n-Ta39,0
n-Ta40,0
n-Ta7,0
n-Ta8,0
n-Ta9,0
n-Tc1,0
n-Tc10,0
n-Tc11,0
n-Tc12,0
n-Tc13,0
n-Tc14,0
n-Tc15,0
n-Tc16,0
n-Tc17,0
n-Tc18,0
n-Tc19,0
n-Tc2,0
n-Tc20,0
n-Tc21,0
n-Tc22,0
n-Tc23,0
n-Tc24,0
n-Tc25,0
n-Tc26,0
n-Tc27,0
n-Tc28,0
n-Tc29,0
n-Tc3,0
n-Tc30,0
n-Tc31,0
n-Tc32,0
n-Tc33,0
n-Tc34,0
n-Tc35,0
n-Tc36,0
n-Tc37,0
n-Tc38,0
n-Tc39,0
n-Tc4,0
n-Tc40,1
n-Tc41,0
n-Tc42,0
n-Tc43,0
n-Tc44,0
n-Tc45,0
n-Tc46,0
n-Tc47,0
n-Tc48,0
n-Tc49,0
n-Tc5,0
n-Tc50,0
n-Tc51,0
n-Tc52,2
n-Tc53,0
n-Tc54,0
n-Tc55,0
n-Tc56,0
n-Tc57,0
n-Tc6,0
n-Tc7,0
n-Tc8,0
n-Tc9,0
n-Td14,0
n-Td15,0
n-Td16,0
n-Td2,2
n-Td3,0
n-Td4,0
n-Td5,0
n-Td6,0
n-Td7,0
n-Td8,2
n-Td9,0
n-Te10,0
n-Te11,0
n-Te12,0
n-Te13,0
n-Te14,1
n-Te15,0
n-Te16,1
n-Te18,8
n-Te19,0
n-Te20,0
n-Te21,0
n-Te3,0
n-Te4,2
n-Te5,0
n-Te6,0
n-Te7,0
n-Te8,0
n-Te9,0
n-Tf2,0
n-Tf3,0
n-Tf4,0
n-Tf5,0
n-Tf6,0
n-Tf7,0
n-Tg1,0
n-Tg10,0
n-Tg11,0
n-Tg12,0
n-Tg13,0
n-Tg14,0
n-Tg15,0
n-Tg16,0
n-Tg17,0
n-Tg18,0
n-Tg19,0
n-Tg20,0
n-Tg21,0
n-Tg22,0
n-Tg23,0
n-Tg24,0
n-Tg25,0
n-Tg26,0
n-Tg27,3
n-Tg28,0
n-Tg29,0
n-Tg3,0
n-Tg4,0
n-Tg5,0
n-Tg6,0
n-Tg7,0
n-Tg8,0
n-Tg9,0
n-Th1,0
n-Th11,0
n-Th2,0
n-Th3,0
n-Th4,0
n-Th5,0
n-Th6,0
n-Th7,0
n-Th8,1
n-Th9,0
n-Ti1,2
n-Ti13,4
n-Ti15,0
n-Ti16,1
n-Ti17,0
n-Ti2,0
n-Ti3,0
n-Ti4,0
n-Ti5,0
n-Ti6,0
n-Ti7,0
n-Ti8,0
n-Ti9,0
n-Tk10,0
n-Tk11,0
n-Tk12,0
n-Tk13,0
n-Tk14,0
n-Tk15,0
n-Tk16,0
n-Tk17,0
n-Tk18,0
n-Tk19,0
n-Tk21,0
n-Tk24,0
n-Tk25,0
n-Tk26,0
n-Tk27,0
n-Tk28,0
n-Tk29,0
n-Tk30,0
n-Tk4,0
n-Tk5,0
n-Tk6,0
n-Tk7,0
n-Tk8,0
n-Tk9,0
n-Tl10,0
n-Tl12,0
n-Tl13,0
n-Tl14,0
n-Tl15,0
n-Tl16,0
n-Tl17,0
n-Tl18,0
n-Tl19,0
n-Tl20,0
n-Tl21,0
n-Tl22,0
n-Tl25,0
n-Tl26,9
n-Tl27,0
n-Tl28,0
n-Tl29,1
n-Tl4,0
n-Tl5,1
n-Tl6,0
n-Tl7,0
n-Tl8,0
n-Tl9,0
n-Tm11,0
n-Tm12,0
n-Tm13,0
n-Tm14,0
n-Tm15,0
n-Tm16,2
n-Tm17,0
n-Tm4,0
n-Tm5,0
n-Tm6,0
n-Tm7,0
n-Tm9,0
n-Tn10,0
n-Tn11,0
n-Tn12,0
n-Tn13,0
n-Tn14,0
n-Tn2,0
n-Tn3,0
n-Tn4,0
n-Tn5,0
n-Tn6,0
n-Tn7,0
n-Tn8,0
n-Tn9,0
n-Tp10,0
n-Tp12,0
n-Tp14,2
n-Tp15,0
n-Tp16,0
n-Tp17,1
n-Tp18,0
n-Tp2,1
n-Tp3,0
n-Tp4,0
n-Tp5,0
n-Tp6,0
n-Tp7,0
n-Tp8,0
n-Tp9,0
n-Tq1,0
n-Tq11,0
n-Tq12,0
n-Tq13,0
n-Tq14,0
n-Tq15,0
n-Tq2,1
n-Tq3,0
n-Tq4,0
n-Tq5,0
n-Tq6,0
n-Tq7,0
n-Tq9,0
n-Tr1,0
n-Tr10,0
n-Tr11,0
n-Tr12,0
n-Tr13,0
n-Tr14,0
n-Tr15,0
n-Tr16,0
n-Tr17,0
n-Tr18,0
n-Tr19,0
n-Tr2,0
n-Tr20,0
n-Tr21,0
n-Tr22,0
n-Tr25,0
n-Tr3,1
n-Tr4,0
n-Tr5,0
n-Tr6,2
n-Tr7,0
n-Tr8,0
n-Tr9,0
n-Ts12,0
n-Ts13,0
n-Ts14,1
n-Ts15,0
n-Ts16,0
n-Ts17,1
n-Ts18,0
n-Ts19,1
n-Ts2,0
n-Ts20,0
n-Ts21,1
n-Ts22,0
n-Ts23,0
n-Ts24,0
n-Ts26,0
n-Ts4,0
n-Ts7,0
n-Ts9,0
n-Tsta1,0
n-Tt1,0
n-Tt11,0
n-Tt12,0
n-Tt13,0
n-Tt14,0
n-Tt15,0
n-Tt16,0
n-Tt17,0
n-Tt18,0
n-Tt2,4
n-Tt3,0
n-Tt5,2
n-Tt6,3
n-Tt7,1
n-Tt8,0
n-Tt9,0
n-Tv1,0
n-Tv10,0
n-Tv12,0
n-Tv14,0
n-Tv15,1
n-Tv16,0
n-Tv17,0
n-Tv18,0
n-Tv19,0
n-Tv2,0
n-Tv21,0
n-Tv22,0
n-Tv23,0
n-Tv3,0
n-Tv4,0
n-Tv5,0
n-Tv6,0
n-Tv7,0
n-Tv8,0
n-Tv9,0
n-Tw1,1
n-Tw2,0
n-Tw3,0
n-Tw4,0
n-Tw5,1
n-Tw6,0
n-Tw7,0
n-Tw8,0
n-Ty1,0
n-Ty10,1
n-Ty2,0
n-Ty3,0
n-Ty4,0
n-Ty5,0
n-Ty6,0
n-Ty7,0
n-Ty8,0
n-Ty9,2
N28178,1
N4bp1,14777
N4bp2,13436
N4bp2l1,361
N4bp2l2,5168
N4bp3,1276
N6amt1,892
N6amt2,1353
Naa10,2645
Naa11,1
Naa15,21150
Naa16,6311
Naa20,1704
Naa25,11263
Naa30,7665
Naa35,2394
Naa38,476
Naa40,7859
Naa50,38067
Naa60,2384
Naaa,461
Naalad2,174
Naaladl1,80
Naaladl2,0
Nab1,4167
Nab2,1526
Nabp1,683
Nabp2,2803
Naca,26022
Nacad,33
Nacc1,14962
Nacc2,506
Nadk,9329
Nadk2,4036
Nadsyn1,208
Nae1,1989
Naf1,4494
Naga,1212
Nagk,166
Naglu,1237
Nagpa,1786
Nags,0
Naif1,186
Naip1,68
Naip2,268
Naip3-ps1,17
Naip5,422
Naip6,1400
Nalcn,0
Nampt,36725
Nanog,0
Nanos1,456
Nanos2,0
Nanos3,0
Nanp,13
Nans,5233
Nap1l1,52324
Nap1l2,0
Nap1l3,0
Nap1l4,10390
Nap1l5,6
Napa,7587
Napb,47
Napepld,108
Napg,1257
Naprt,27
Napsa,4137
Narf,662
Narfl,1162
Nars,36883
Nars2,1384
Nasp,17362
Nasp-ps1,0
Nat1,0
Nat10,7042
Nat14,103
Nat2,380
Nat3,0
Nat6,414
Nat8,0
Nat8b,0
Nat8l,2
Nat9,1061
Natd1,688
Nav1,4
Nav2,6
Nav3,0
Nbas,3883
Nbea,2
Nbeal1,921
Nbeal2,1212
Nbl1,102
Nbn,2584
Nbr1,2751
Ncald,0
Ncam1,0
Ncam2,0
Ncan,1182
Ncapd2,7362
Ncapd3,3194
Ncapg,2935
Ncapg2,11597
Ncaph,2110
Ncaph2,9765
Ncbp1,8193
Ncbp2,4949
Nccrp1,0
Ncdn,4665
Nceh1,2102
Ncf1,10759
Ncf2,3847
Ncf2-rs,24
Ncf4,5101
Nck1,3187
Nck2,333
Nckap1,917
Nckap1l,13422
Nckap5,0
Nckap5l,1919
Nckipsd,846
Ncl,276516
Ncln,5299
Ncmap,2
Ncoa1,4773
Ncoa2,4904
Ncoa3,6528
Ncoa4,4319
Ncoa5,6138
Ncoa6,7828
Ncoa7,2817
Ncor1,20895
Ncor2,8417
Ncr1,1
Ncs1,2937
Ncstn,4352
Nctc1,0
Ndc1,11857
Ndc80,1349
Nde1,7171
Ndel1,2625
Ndfip1,4791
Ndfip2,2571
Ndn,0
Ndnf,0
Ndnl2,976
Ndor1,2772
Ndp,0
Ndrg1,179
Ndrg2,257
Ndrg3,2129
Ndrg4,252
Ndst1,6964
Ndst2,3379
Ndst3,0
Ndst4,0
Ndufa1,1803
Ndufa10,5788
Ndufa11,1193
Ndufa12,1985
Ndufa13,2551
Ndufa2,2762
Ndufa3,1390
Ndufa4,5022
Ndufa4l2,16
Ndufa5,1123
Ndufa6,1788
Ndufa7,0
Ndufa8,2780
Ndufa9,5033
Ndufab1,732
Ndufaf1,2129
Ndufaf2,1738
Ndufaf3,449
Ndufaf4,3638
Ndufaf5,665
Ndufaf6,785
Ndufaf7,1830
Ndufb10,2819
Ndufb11,3781
Ndufb2,918
Ndufb3,2059
Ndufb4,115
Ndufb5,3718
Ndufb6,1862
Ndufb7,1854
Ndufb8,4274
Ndufb9,4287
Ndufc1,1070
Ndufc2,3045
Ndufs1,5691
Ndufs2,6633
Ndufs3,3189
Ndufs4,2218
Ndufs5,487
Ndufs6,1726
Ndufs7,2663
Ndufs8,2569
Ndufv1,3831
Ndufv2,4886
Ndufv3,2562
Neat1,8044
Neb,79
Nebl,1801
Necab1,0
Necab2,2
Necab3,131
Necap1,1948
Necap2,1600
Nedd1,1813
Nedd4,35703
Nedd4l,931
Nedd8,6405
Nedd9,4052
Nefh,0
Nefl,1
Nefm,4
Negr1,0
Neil1,403
Neil2,22
Neil3,725
Nek1,2557
Nek10,2
Nek11,0
Nek2,4172
Nek3,123
Nek4,3350
Nek5,5
Nek6,3810
Nek7,8680
Nek8,89
Nek9,6929
Nelfa,3344
Nelfb,3247
Nelfcd,1755
Nelfe,0
Nell1,0
Nell1os,0
Nell2,0
Nemf,6745
Nenf,1019
Neo1,12
Nepn,0
Nes,4
Nespas,76
Net1,3037
Neto1,0
Neto2,0
Neu1,0
Neu2,0
Neu3,35
Neu4,0
Neurl1a,8
Neurl1b,2
Neurl2,161
Neurl3,69
Neurl4,0
Neurod1,0
Neurod2,0
Neurod4,0
Neurod6,0
Neurog1,0
Neurog2,2
Neurog3,2
Nexn,17
Nf1,5492
Nf2,14364
Nfam1,30
Nfasc,0
Nfat5,13476
Nfatc1,26042
Nfatc2,408
Nfatc2ip,1515
Nfatc3,20156
Nfatc4,0
Nfe2,2
Nfe2l1,17291
Nfe2l2,5165
Nfe2l3,15
Nfia,0
Nfib,14
Nfic,1162
Nfil3,5176
