gene_id,Satrom-mRNA-15mC_TTAGGC_L001_001
LOC102642038,0
LOC102642041,0
LOC102642065,10
LOC102642066,0
LOC102642067,0
LOC102642146,0
LOC102642160,25
LOC102642162,0
LOC102642194,0
LOC102642196,0
LOC102642202,2
LOC102642210,1
LOC102642215,0
LOC102642244,8
LOC102642281,0
LOC102642297,0
LOC102642321,6
LOC102642339,0
LOC102642358,0
LOC102642374,0
LOC102642381,0
LOC102642386,0
LOC102642389,13
LOC102642392,0
LOC102642414,0
LOC102642435,21
LOC102642443,2
LOC102642451,20
LOC102642459,0
LOC102642489,0
LOC102642508,0
LOC102642544,0
LOC102642556,91
LOC102642578,6
LOC102642581,0
LOC102642605,25
LOC102642612,20
LOC102642616,0
LOC102642625,0
LOC102642633,0
LOC102642641,0
LOC102642644,0
LOC102642652,4
LOC102642675,2
LOC102642677,2
LOC102642702,0
LOC102642720,0
LOC102642726,3
LOC102642737,0
LOC102642755,1
LOC102642770,0
LOC102642773,0
LOC102642778,222
LOC102642783,0
LOC102642791,1
LOC102642793,0
LOC102642800,0
LOC102642815,53
LOC102642832,86
LOC102642841,0
LOC102642842,151
LOC102642845,0
LOC102642877,21
LOC102642880,0
LOC102642900,0
LOC102642924,0
LOC102642952,0
LOC102642962,0
LOC102642976,0
LOC102642986,0
LOC102642990,2
LOC102643016,52
LOC102643040,1
LOC102643046,65
LOC102643051,0
LOC102643069,0
LOC102643076,5
LOC102643088,0
LOC102643091,0
LOC102643121,0
LOC102643127,0
LOC102643128,0
LOC102643147,0
LOC102643175,0
LOC102643187,0
LOC102643210,25
LOC102643244,2
LOC102643247,581
LOC102643289,0
LOC103752591,0
LOC105242387,7
LOC105242388,17
LOC105242389,31
LOC105242390,2
LOC105242391,29
LOC105242392,0
LOC105242393,0
LOC105242394,0
LOC105242395,0
LOC105242396,0
LOC105242397,0
LOC105242398,0
LOC105242399,0
LOC105242400,0
LOC105242401,0
LOC105242402,0
LOC105242403,0
LOC105242404,30
LOC105242405,0
LOC105242406,0
LOC105242407,0
LOC105242408,0
LOC105242409,0
LOC105242410,0
LOC105242411,0
LOC105242412,0
LOC105242413,0
LOC105242414,3
LOC105242415,0
LOC105242416,0
LOC105242417,48
LOC105242418,0
LOC105242419,0
LOC105242420,0
LOC105242421,0
LOC105242422,0
LOC105242423,0
LOC105242424,0
LOC105242425,0
LOC105242426,0
LOC105242427,0
LOC105242428,0
LOC105242429,3
LOC105242430,0
LOC105242431,8
LOC105242432,8
LOC105242433,0
LOC105242434,0
LOC105242435,0
LOC105242436,33
LOC105242437,0
LOC105242438,0
LOC105242439,0
LOC105242440,0
LOC105242441,0
LOC105242442,0
LOC105242443,0
LOC105242444,0
LOC105242445,0
LOC105242446,0
LOC105242447,0
LOC105242448,0
LOC105242449,0
LOC105242450,0
LOC105242451,8
LOC105242452,0
LOC105242453,37
LOC105242454,0
LOC105242455,0
LOC105242467,2
LOC105242506,0
LOC105242517,0
LOC105242528,5
LOC105242530,0
LOC105242531,4
LOC105242534,0
LOC105242535,0
LOC105242537,2
LOC105242538,17
LOC105242540,0
LOC105242541,0
LOC105242542,0
LOC105242543,34
LOC105242544,1
LOC105242545,0
LOC105242546,19
LOC105242547,0
LOC105242548,0
LOC105242549,0
LOC105242550,0
LOC105242552,2
LOC105242553,9
LOC105242554,14
LOC105242555,0
LOC105242556,0
LOC105242557,24
LOC105242558,0
LOC105242559,0
LOC105242560,5
LOC105242561,4
LOC105242562,0
LOC105242563,2
LOC105242564,16
LOC105242566,0
LOC105242567,0
LOC105242569,0
LOC105242570,0
LOC105242571,5
LOC105242572,101
LOC105242573,0
LOC105242574,2
LOC105242575,0
LOC105242576,0
LOC105242577,0
LOC105242578,50
LOC105242580,0
LOC105242581,4
LOC105242582,0
LOC105242583,0
LOC105242584,0
LOC105242585,0
LOC105242586,0
LOC105242587,855
LOC105242589,0
LOC105242590,6
LOC105242591,0
LOC105242592,0
LOC105242593,0
LOC105242594,0
LOC105242595,0
LOC105242596,33
LOC105242597,0
LOC105242598,0
LOC105242599,0
LOC105242600,0
LOC105242601,6
LOC105242602,16
LOC105242603,0
LOC105242604,0
LOC105242605,14
LOC105242606,0
LOC105242607,0
LOC105242608,0
LOC105242609,1
LOC105242610,0
LOC105242611,0
LOC105242612,0
LOC105242613,0
LOC105242615,0
LOC105242616,0
LOC105242618,1
LOC105242619,2
LOC105242620,3
LOC105242621,0
LOC105242622,0
LOC105242623,0
LOC105242624,13
LOC105242625,0
LOC105242626,5
LOC105242627,0
LOC105242628,0
LOC105242629,0
LOC105242630,0
LOC105242631,0
LOC105242632,0
LOC105242633,0
LOC105242634,0
LOC105242635,4
LOC105242636,0
LOC105242637,0
LOC105242638,0
LOC105242639,0
LOC105242640,0
LOC105242642,2
LOC105242643,0
LOC105242644,0
LOC105242646,0
LOC105242647,1
LOC105242648,39
LOC105242649,0
LOC105242651,0
LOC105242652,1
LOC105242653,0
LOC105242654,7
LOC105242655,0
LOC105242656,0
LOC105242657,7
LOC105242658,98
LOC105242659,0
LOC105242660,0
LOC105242661,0
LOC105242662,0
LOC105242663,0
LOC105242664,0
LOC105242665,5
LOC105242666,0
LOC105242667,0
LOC105242668,0
LOC105242670,0
LOC105242671,0
LOC105242673,0
LOC105242674,0
LOC105242675,0
LOC105242676,1
LOC105242677,0
LOC105242678,0
LOC105242679,4
LOC105242680,85
LOC105242681,2
LOC105242682,0
LOC105242683,0
LOC105242685,16
LOC105242686,0
LOC105242687,0
LOC105242688,0
LOC105242690,0
LOC105242691,0
LOC105242692,0
LOC105242693,0
LOC105242694,0
LOC105242696,0
LOC105242698,6
LOC105242699,0
LOC105242700,0
LOC105242701,2
LOC105242703,0
LOC105242704,26
LOC105242705,0
LOC105242706,19
LOC105242708,4
LOC105242709,32
LOC105242710,19
LOC105242711,47
LOC105242712,0
LOC105242713,0
LOC105242714,0
LOC105242715,3
LOC105242716,15
LOC105242717,0
LOC105242719,0
LOC105242720,0
LOC105242721,0
LOC105242722,0
LOC105242725,2
LOC105242726,0
LOC105242727,0
LOC105242728,0
LOC105242729,132
LOC105242731,0
LOC105242732,0
LOC105242735,4
LOC105242736,5
LOC105242737,0
LOC105242738,53
LOC105242740,60
LOC105242741,0
LOC105242742,2
LOC105242743,0
LOC105242744,1
LOC105242745,0
LOC105242748,0
LOC105242749,8
LOC105242750,109
LOC105242751,1
LOC105242752,0
LOC105242753,16
LOC105242754,0
LOC105242755,0
LOC105242756,22
LOC105242758,0
LOC105242759,0
LOC105242760,0
LOC105242761,0
LOC105242762,0
LOC105242763,14
LOC105242765,4
LOC105242766,19
LOC105242768,0
LOC105242769,16
LOC105242770,0
LOC105242771,0
LOC105242773,0
LOC105242774,0
LOC105242776,0
LOC105242778,0
LOC105242780,0
LOC105242781,0
LOC105242784,3
LOC105242785,15
LOC105242790,0
LOC105242792,0
LOC105242793,0
LOC105242794,14
LOC105242795,13
LOC105242797,2
LOC105242798,0
LOC105242799,0
LOC105242801,0
LOC105242802,0
LOC105242803,0
LOC105242804,0
LOC105242805,0
LOC105242806,8
LOC105242808,0
LOC105242809,7
LOC105242810,0
LOC105242811,0
LOC105242812,0
LOC105242813,0
LOC105242814,0
LOC105242815,3
LOC105242816,2
LOC105242817,1
LOC105242818,0
LOC105242821,33
LOC105242822,0
LOC105242823,1
LOC105242825,0
LOC105242826,0
LOC105242828,0
LOC105242829,0
LOC105242830,2
LOC105242831,0
LOC105242833,0
LOC105242836,93
LOC105242837,18
LOC105242838,0
LOC105242840,0
LOC105242841,63
LOC105242842,18
LOC105242843,1
LOC105242844,6
LOC105242845,0
LOC105242846,2
LOC105242847,0
LOC105242848,0
LOC105242850,11
LOC105242851,0
LOC105242854,38
LOC105242855,0
LOC105242856,0
LOC105242858,6
LOC105242860,0
LOC105242861,0
LOC105242862,29
LOC105242863,0
LOC105242864,4
LOC105242865,1
LOC105242868,0
LOC105242869,16
LOC105242870,2
LOC105242871,0
LOC105242873,0
LOC105242874,5
LOC105242875,4
LOC105242876,0
LOC105242877,36
LOC105242878,0
LOC105242879,0
LOC105242880,1
LOC105242881,2
LOC105242884,0
LOC105242885,23
LOC105242886,8
LOC105242887,2
LOC105242888,4
LOC105242889,75
LOC105242890,33
LOC105242891,27
LOC105242892,0
LOC105242893,0
LOC105242894,0
LOC105242895,2
LOC105242896,10
LOC105242897,0
LOC105242898,0
LOC105242900,57
LOC105242901,2
LOC105242904,9
LOC105242905,19
LOC105242906,0
LOC105242907,0
LOC105242908,2
LOC105242909,0
LOC105242910,12
LOC105242911,0
LOC105242912,0
LOC105242913,0
LOC105242914,0
LOC105242916,0
LOC105242917,0
LOC105242918,0
LOC105242920,0
LOC105242922,0
LOC105242923,0
LOC105242925,0
LOC105242926,1
LOC105242928,15
LOC105242929,2
LOC105242930,0
LOC105242931,6
LOC105242932,5
LOC105242933,6
LOC105242934,17
LOC105242935,3
LOC105242936,6
LOC105242937,0
LOC105242938,3
LOC105242939,0
LOC105242940,9
LOC105242941,0
LOC105242942,0
LOC105242943,0
LOC105242944,0
LOC105242945,9
LOC105242946,0
LOC105242947,0
LOC105242948,0
LOC105242949,0
LOC105242952,0
LOC105242956,0
LOC105242958,2
LOC105242959,0
LOC105242960,0
LOC105242962,10
LOC105242963,115
LOC105242964,0
LOC105242965,0
LOC105242966,89
LOC105242967,0
LOC105242968,0
LOC105242969,0
LOC105242970,0
LOC105242971,0
LOC105242972,1
LOC105242973,0
LOC105242975,0
LOC105242976,0
LOC105242978,0
LOC105242979,3
LOC105242980,5
LOC105242981,2
LOC105242982,1
LOC105242983,0
LOC105242985,38
LOC105242986,6
LOC105242987,0
LOC105242990,0
LOC105242991,0
LOC105242994,0
LOC105242997,0
LOC105243000,1
LOC105243001,9
LOC105243002,0
LOC105243003,2
LOC105243004,2
LOC105243005,7
LOC105243006,2
LOC105243007,0
LOC105243008,0
LOC105243010,8
LOC105243011,12
LOC105243012,0
LOC105243016,3
LOC105243018,6
LOC105243022,0
LOC105243023,0
LOC105243024,0
LOC105243025,0
LOC105243026,2
LOC105243027,0
LOC105243028,2
LOC105243029,0
LOC105243030,0
LOC105243031,0
LOC105243036,35
LOC105243037,0
LOC105243038,0
LOC105243040,0
LOC105243041,0
LOC105243042,0
LOC105243043,0
LOC105243044,0
LOC105243045,5
LOC105243046,0
LOC105243048,0
LOC105243049,0
LOC105243050,9
LOC105243052,0
LOC105243053,0
LOC105243054,0
LOC105243055,0
LOC105243056,2
LOC105243057,7
LOC105243058,9
LOC105243059,0
LOC105243060,0
LOC105243062,0
LOC105243063,0
LOC105243064,0
LOC105243065,0
LOC105243066,0
LOC105243067,0
LOC105243068,6
LOC105243070,0
LOC105243071,0
LOC105243072,0
LOC105243074,0
LOC105243075,0
LOC105243076,0
LOC105243077,0
LOC105243078,0
LOC105243080,0
LOC105243081,6
LOC105243082,14
LOC105243083,2
LOC105243084,2
LOC105243086,0
LOC105243087,4
LOC105243088,0
LOC105243089,0
LOC105243090,0
LOC105243092,0
LOC105243094,0
LOC105243095,0
LOC105243096,0
LOC105243098,0
LOC105243100,0
LOC105243101,0
LOC105243109,0
LOC105243110,0
LOC105243112,6
LOC105243113,0
LOC105243114,0
LOC105243115,0
LOC105243116,0
LOC105243117,0
LOC105243118,1
LOC105243119,0
LOC105243120,2
LOC105243121,0
LOC105243122,22
LOC105243123,0
LOC105243124,0
LOC105243125,0
LOC105243127,0
LOC105243128,4
LOC105243129,0
LOC105243130,0
LOC105243132,0
LOC105243134,0
LOC105243135,0
LOC105243136,0
LOC105243137,2
LOC105243138,4
LOC105243139,0
LOC105243140,12
LOC105243141,0
LOC105243143,5
LOC105243144,0
LOC105243145,2
LOC105243146,0
LOC105243147,0
LOC105243149,0
LOC105243150,0
LOC105243151,10
LOC105243152,73
LOC105243153,22
LOC105243154,0
LOC105243155,0
LOC105243156,0
LOC105243158,0
LOC105243160,0
LOC105243162,0
LOC105243163,0
LOC105243165,0
LOC105243166,0
LOC105243167,21
LOC105243169,0
LOC105243170,0
LOC105243171,0
LOC105243172,0
LOC105243173,2
LOC105243174,0
LOC105243175,0
LOC105243177,0
LOC105243178,5
LOC105243179,5
LOC105243181,0
LOC105243182,0
LOC105243183,101
LOC105243184,0
LOC105243185,5
LOC105243186,0
LOC105243187,0
LOC105243188,0
LOC105243189,0
LOC105243190,0
LOC105243191,0
LOC105243192,4
LOC105243193,0
LOC105243194,23
LOC105243196,0
LOC105243197,0
LOC105243198,2
LOC105243200,1
LOC105243202,0
LOC105243203,4
LOC105243205,3
LOC105243207,0
LOC105243208,10
LOC105243209,1
LOC105243210,0
LOC105243211,11
LOC105243212,28
LOC105243213,138
LOC105243215,4
LOC105243217,0
LOC105243218,0
LOC105243219,0
LOC105243220,0
LOC105243221,0
LOC105243222,0
LOC105243223,0
LOC105243224,0
LOC105243225,5
LOC105243226,3
LOC105243227,0
LOC105243228,0
LOC105243229,0
LOC105243230,0
LOC105243231,0
LOC105243233,2
LOC105243235,4
LOC105243236,103
LOC105243237,6
LOC105243238,31
LOC105243239,11
LOC105243241,22
LOC105243242,0
LOC105243243,0
LOC105243244,0
LOC105243245,0
LOC105243246,0
LOC105243247,0
LOC105243249,9
LOC105243251,0
LOC105243252,0
LOC105243253,0
LOC105243254,0
LOC105243255,85
LOC105243257,0
LOC105243258,0
LOC105243259,0
LOC105243260,20
LOC105243261,13
LOC105243262,0
LOC105243264,0
LOC105243265,0
LOC105243266,0
LOC105243267,0
LOC105243268,0
LOC105243269,12
LOC105243271,24
LOC105243273,0
LOC105243274,0
LOC105243276,0
LOC105243277,2
LOC105243278,0
LOC105243279,6
LOC105243280,2
LOC105243281,3
LOC105243282,0
LOC105243283,0
LOC105243284,0
LOC105243285,4
LOC105243286,0
LOC105243287,0
LOC105243288,0
LOC105243289,7
LOC105243290,0
LOC105243291,0
LOC105243292,0
LOC105243293,0
LOC105243294,0
LOC105243295,2
LOC105243297,50
LOC105243298,17
LOC105243299,33
LOC105243300,0
LOC105243301,0
LOC105243302,0
LOC105243303,0
LOC105243304,0
LOC105243305,0
LOC105243306,11
LOC105243307,69
LOC105243310,1
LOC105243311,109
LOC105243312,26
LOC105243314,126
LOC105243315,28
LOC105243316,631
LOC105243317,0
LOC105243318,4
LOC105243320,3
LOC105243321,0
LOC105243322,0
LOC105243323,1
LOC105243327,0
LOC105243328,0
LOC105243329,0
LOC105243330,1
LOC105243331,0
LOC105243332,0
LOC105243334,7
LOC105243335,1130
LOC105243337,4
LOC105243339,0
LOC105243340,0
LOC105243341,6
LOC105243343,0
LOC105243344,0
LOC105243345,0
LOC105243346,2
LOC105243347,0
LOC105243349,0
LOC105243350,0
LOC105243351,20
LOC105243352,0
LOC105243353,0
LOC105243354,2
LOC105243355,8
LOC105243356,14
LOC105243357,6
LOC105243358,3
LOC105243359,0
LOC105243360,7
LOC105243361,9
LOC105243362,0
LOC105243363,6
LOC105243364,0
LOC105243365,189
LOC105243366,0
LOC105243367,0
LOC105243368,0
LOC105243369,0
LOC105243370,0
LOC105243371,0
LOC105243373,2
LOC105243374,14
LOC105243376,14
LOC105243378,0
LOC105243384,0
LOC105243385,34
LOC105243387,0
LOC105243388,25
LOC105243389,2
LOC105243390,2
LOC105243391,9
LOC105243393,0
LOC105243394,0
LOC105243395,0
LOC105243396,0
LOC105243397,0
LOC105243398,0
LOC105243400,24
LOC105243402,10
LOC105243403,5
LOC105243405,0
LOC105243406,0
LOC105243408,11
LOC105243409,0
LOC105243410,0
LOC105243411,0
LOC105243412,4
LOC105243414,0
LOC105243416,0
LOC105243417,0
LOC105243419,2
LOC105243420,0
LOC105243422,0
LOC105243423,0
LOC105243424,1
LOC105243425,0
LOC105243426,0
LOC105243427,0
LOC105243428,0
LOC105243429,6
LOC105243430,8
LOC105243431,7
LOC105243432,0
LOC105243433,0
LOC105243435,0
LOC105243436,0
LOC105243437,4
LOC105243438,16
LOC105243439,3
LOC105243440,6
LOC105243441,0
LOC105243444,3
LOC105243445,0
LOC105243446,0
LOC105243447,0
LOC105243448,31
LOC105243451,8
LOC105243452,16
LOC105243453,9
LOC105243455,0
LOC105243456,0
LOC105243457,0
LOC105243458,0
LOC105243459,0
LOC105243460,0
LOC105243461,0
LOC105243462,2
LOC105243464,45
LOC105243465,0
LOC105243466,0
LOC105243467,4
LOC105243468,3
LOC105243469,0
LOC105243470,0
LOC105243471,0
LOC105243472,0
LOC105243473,19
LOC105243474,0
LOC105243476,0
LOC105243477,0
LOC105243478,0
LOC105243482,0
LOC105243483,0
LOC105243484,7
LOC105243485,0
LOC105243486,0
LOC105243487,0
LOC105243489,8
LOC105243491,0
LOC105243492,0
LOC105243494,0
LOC105243495,3
LOC105243496,0
LOC105243499,0
LOC105243500,0
LOC105243501,0
LOC105243502,0
LOC105243503,0
LOC105243504,0
LOC105243505,0
LOC105243506,1
LOC105243507,0
LOC105243508,40
LOC105243509,0
LOC105243511,1
LOC105243512,0
LOC105243513,2
LOC105243515,2
LOC105243516,0
LOC105243517,2
LOC105243518,0
LOC105243519,0
LOC105243520,0
LOC105243523,0
LOC105243524,0
LOC105243525,0
LOC105243526,0
LOC105243527,0
LOC105243528,0
LOC105243530,4
LOC105243531,2
LOC105243532,0
LOC105243533,1
LOC105243534,0
LOC105243536,25
LOC105243537,7
LOC105243538,0
LOC105243539,0
LOC105243540,0
LOC105243541,0
LOC105243542,0
LOC105243543,0
LOC105243544,0
LOC105243545,0
LOC105243546,0
LOC105243547,0
LOC105243548,4
LOC105243549,0
LOC105243550,0
LOC105243551,0
LOC105243552,0
LOC105243553,18
LOC105243554,98
LOC105243555,0
LOC105243556,0
LOC105243557,7
LOC105243558,2
LOC105243559,0
LOC105243560,0
LOC105243561,0
LOC105243562,0
LOC105243563,0
LOC105243565,0
LOC105243566,1
LOC105243567,0
LOC105243569,0
LOC105243570,0
LOC105243571,2
LOC105243572,0
LOC105243573,0
LOC105243574,0
LOC105243575,0
LOC105243577,1
LOC105243578,0
LOC105243579,0
LOC105243580,0
LOC105243581,0
LOC105243582,7
LOC105243583,1
LOC105243585,0
LOC105243592,34
LOC105243593,20
LOC105243594,0
LOC105243595,0
LOC105243596,0
LOC105243597,0
LOC105243599,0
LOC105243601,0
LOC105243604,12
LOC105243606,68
LOC105243607,2
LOC105243610,0
LOC105243612,13
LOC105243623,13
LOC105243624,0
LOC105243627,0
LOC105243634,39
LOC105243636,81
LOC105243637,149
LOC105243642,10
LOC105243644,0
LOC105243645,13
LOC105243646,0
LOC105243647,0
LOC105243648,4
LOC105243649,10
LOC105243650,0
LOC105243651,16
LOC105243653,56
LOC105243655,10
LOC105243656,0
LOC105243657,1
LOC105243658,0
LOC105243659,0
LOC105243660,0
LOC105243661,25
LOC105243665,0
LOC105243666,0
LOC105243667,0
LOC105243668,23
LOC105243671,0
LOC105243672,10
LOC105243673,0
LOC105243674,0
LOC105243675,0
LOC105243676,0
LOC105243677,0
LOC105243678,0
LOC105243679,0
LOC105243680,0
LOC105243681,0
LOC105243682,0
LOC105243684,0
LOC105243685,0
LOC105243686,0
LOC105243687,0
LOC105243688,0
LOC105243691,0
LOC105243692,4
LOC105243693,0
LOC105243695,0
LOC105243696,4
LOC105243697,0
LOC105243698,0
LOC105243699,0
LOC105243700,0
LOC105243701,2
LOC105243702,0
LOC105243703,2
LOC105243704,54
LOC105243706,0
LOC105243708,0
LOC105243709,0
LOC105243712,0
LOC105243714,0
LOC105243715,0
LOC105243716,0
LOC105243719,4
LOC105243720,0
LOC105243722,0
LOC105243723,0
LOC105243724,0
LOC105243725,134
LOC105243726,0
LOC105243727,0
LOC105243729,20
LOC105243730,2
LOC105243731,29
LOC105243732,0
LOC105243734,0
LOC105243735,3
LOC105243737,0
LOC105243738,0
LOC105243739,60
LOC105243740,0
LOC105243741,0
LOC105243742,0
LOC105243743,0
LOC105243744,0
LOC105243746,0
LOC105243747,2
LOC105243748,0
LOC105243749,0
LOC105243761,97
LOC105243765,0
LOC105243769,0
LOC105243774,0
LOC105243775,0
LOC105243776,14
LOC105243777,0
LOC105243782,4
LOC105243785,0
LOC105243790,13
LOC105243791,1
LOC105243794,5
LOC105243797,0
LOC105243798,1
LOC105243800,0
LOC105243802,10
LOC105243804,0
LOC105243808,0
LOC105243814,0
LOC105243816,0
LOC105243821,2
LOC105243825,0
LOC105243828,0
LOC105243832,0
LOC105243834,6
LOC105243837,37
LOC105243841,0
LOC105243848,0
LOC105243849,0
LOC105243850,77
LOC105243851,0
LOC105243852,8
LOC105243853,2
LOC105243854,0
LOC105243855,0
LOC105243856,10
LOC105243857,4
LOC105243858,0
LOC105243859,1
LOC105243860,0
LOC105243861,0
LOC105243862,16
LOC105243863,1
LOC105243864,2
LOC105243865,0
LOC105243866,0
LOC105243867,0
LOC105243868,0
LOC105243869,0
LOC105243870,0
LOC105243871,0
LOC105243872,0
LOC105243874,0
LOC105243875,0
LOC105243876,0
LOC105243877,32
LOC105243878,1
LOC105243879,6
LOC105243880,0
LOC105243881,26
LOC105243882,0
LOC105243883,0
LOC105243884,0
LOC105243885,0
LOC105243886,0
LOC105243887,2
LOC105243888,10
LOC105243889,0
LOC105243890,0
LOC105243891,0
LOC105243892,0
LOC105243893,0
LOC105243894,0
LOC105243895,0
LOC105243896,0
LOC105243897,13
LOC105243898,0
LOC105243899,4
LOC105243900,0
LOC105243901,0
LOC105243902,0
LOC105243903,15
LOC105243904,0
LOC105243905,1
LOC105243906,0
LOC105243907,0
LOC105243908,0
LOC105243909,17
LOC105243910,2
LOC105243911,0
LOC105243912,0
LOC105243913,0
LOC105243914,0
LOC105243915,0
LOC105243916,0
LOC105243917,0
LOC105243918,0
LOC105243919,0
LOC105243920,0
LOC105243921,0
LOC105243922,0
LOC105243923,0
LOC105243924,0
LOC105243925,16
LOC105243926,0
LOC105243927,0
LOC105243928,0
LOC105243929,4
LOC105243930,0
LOC105243931,0
LOC105243932,0
LOC105243933,30
LOC105243934,15
LOC105243935,0
LOC105243936,0
LOC105243937,0
LOC105243938,30
LOC105243939,0
LOC105243940,2
LOC105243941,3
LOC105243942,30
LOC105243943,0
LOC105243944,0
LOC105243945,2
LOC105243946,8
LOC105243947,0
LOC105243948,199
LOC105243949,7
LOC105243950,0
LOC105243951,0
LOC105243952,0
LOC105243953,0
LOC105243954,8
LOC105243955,0
LOC105243956,4
LOC105243957,0
LOC105243958,0
LOC105243959,0
LOC105243960,0
LOC105243961,4
LOC105243962,50
LOC105243963,0
LOC105243964,0
LOC105243965,5
LOC105243966,10
LOC105243967,54
LOC105243968,90
LOC105243969,133
LOC105243970,27
LOC105243972,0
LOC105243973,2
LOC105243974,11
LOC105243975,0
LOC105243976,2
LOC105243978,2
LOC105243979,0
LOC105243980,1
LOC105243981,2
LOC105243982,0
LOC105243983,0
LOC105243984,0
LOC105243985,6
LOC105243986,5
LOC105243987,0
LOC105243988,4
LOC105243989,0
LOC105243990,2
LOC105243991,0
LOC105243992,0
LOC105243993,0
LOC105243994,0
LOC105243995,0
LOC105243996,0
LOC105243997,2
LOC105243998,0
LOC105243999,0
LOC105244000,0
LOC105244001,0
LOC105244002,0
LOC105244003,0
LOC105244004,0
LOC105244005,0
LOC105244006,145973
LOC105244007,43
LOC105244008,2
LOC105244009,5
LOC105244010,235
LOC105244011,0
LOC105244012,91
LOC105244013,0
LOC105244014,0
LOC105244015,0
LOC105244016,0
LOC105244017,6
LOC105244018,0
LOC105244019,0
LOC105244020,0
LOC105244021,0
LOC105244022,76
LOC105244023,10
LOC105244024,37
LOC105244025,0
LOC105244026,10
LOC105244027,417
LOC105244028,0
LOC105244029,2
LOC105244030,0
LOC105244031,0
LOC105244032,2
LOC105244033,0
LOC105244034,78
LOC105244035,0
LOC105244036,32
LOC105244037,59
LOC105244038,0
LOC105244040,0
LOC105244041,0
LOC105244042,0
LOC105244043,0
LOC105244044,0
LOC105244045,0
LOC105244046,0
LOC105244047,0
LOC105244048,0
LOC105244049,0
LOC105244050,0
LOC105244051,0
LOC105244052,0
LOC105244053,0
LOC105244054,0
LOC105244055,0
LOC105244056,0
LOC105244057,31
LOC105244058,3
LOC105244059,0
LOC105244060,2
LOC105244061,3
LOC105244062,0
LOC105244063,7
LOC105244064,3
LOC105244065,0
LOC105244066,0
LOC105244067,0
LOC105244068,0
LOC105244069,1
LOC105244070,0
LOC105244071,0
LOC105244072,0
LOC105244073,0
LOC105244074,0
LOC105244075,0
LOC105244076,2
LOC105244077,0
LOC105244078,4
LOC105244079,0
LOC105244080,0
LOC105244081,0
LOC105244082,0
LOC105244083,4
LOC105244084,0
LOC105244085,0
LOC105244086,12
LOC105244087,40
LOC105244088,18
LOC105244089,2
LOC105244090,0
LOC105244091,0
LOC105244092,0
LOC105244093,0
LOC105244094,7
LOC105244095,0
LOC105244096,0
LOC105244097,0
LOC105244098,0
LOC105244099,0
LOC105244100,0
LOC105244101,5
LOC105244102,41
LOC105244103,0
LOC105244104,0
LOC105244105,17
LOC105244106,0
LOC105244107,0
LOC105244108,0
LOC105244109,0
LOC105244110,0
LOC105244111,0
LOC105244112,3
LOC105244113,7
LOC105244114,4
LOC105244115,4
LOC105244116,43
LOC105244117,1
LOC105244118,2
LOC105244119,0
LOC105244120,0
LOC105244121,0
LOC105244122,8
LOC105244123,10
LOC105244124,0
LOC105244125,0
LOC105244126,4
LOC105244127,0
LOC105244128,0
LOC105244129,1
LOC105244130,0
LOC105244131,8
LOC105244132,0
LOC105244133,0
LOC105244134,2
LOC105244135,0
LOC105244136,0
LOC105244137,2
LOC105244138,6
LOC105244139,0
LOC105244140,0
LOC105244141,4
LOC105244142,0
LOC105244143,0
LOC105244144,0
LOC105244145,0
LOC105244146,0
LOC105244147,0
LOC105244148,0
LOC105244149,0
LOC105244150,20
LOC105244151,0
LOC105244152,37
LOC105244153,0
LOC105244154,1
LOC105244156,0
LOC105244157,0
LOC105244158,0
LOC105244159,0
LOC105244160,0
LOC105244161,22
LOC105244162,2
LOC105244164,6
LOC105244165,0
LOC105244166,0
LOC105244167,0
LOC105244168,50
LOC105244170,0
LOC105244171,2
LOC105244172,0
LOC105244173,22
LOC105244174,7
LOC105244176,0
LOC105244177,2
LOC105244178,0
LOC105244179,124
LOC105244180,0
LOC105244181,0
LOC105244182,0
LOC105244183,159
LOC105244184,0
LOC105244185,0
LOC105244186,0
LOC105244187,1
LOC105244188,2
LOC105244189,4
LOC105244190,0
LOC105244191,0
LOC105244192,66
LOC105244193,0
LOC105244194,0
LOC105244195,0
LOC105244196,0
LOC105244197,2
LOC105244198,0
LOC105244199,0
LOC105244200,2
LOC105244201,0
LOC105244202,0
LOC105244203,1
LOC105244204,0
LOC105244205,0
LOC105244206,0
LOC105244207,0
LOC105244208,150
LOC105244209,0
LOC105244210,25
LOC105244211,590
LOC105244212,85
LOC105244213,0
LOC105244214,0
LOC105244215,0
LOC105244216,0
LOC105244217,0
LOC105244218,12
LOC105244219,0
LOC105244220,9
LOC105244221,16
LOC105244222,0
LOC105244223,0
LOC105244224,4
LOC105244225,27
LOC105244226,13
LOC105244227,16
LOC105244228,1
LOC105244229,4
LOC105244230,0
LOC105244231,2
LOC105244232,0
LOC105244233,0
LOC105244234,0
LOC105244235,4
LOC105244236,1
LOC105244237,0
LOC105244238,0
LOC105244239,0
LOC105244240,64
LOC105244241,0
LOC105244242,33
LOC105244243,0
LOC105244244,0
LOC105244245,0
LOC105244246,0
LOC105244247,0
LOC105244248,0
LOC105244249,0
LOC105244250,1
LOC105244251,9
LOC105244252,9
LOC105244253,4
LOC105244254,2
LOC105244255,93
LOC105244256,0
LOC105244257,0
LOC105244258,0
LOC105244259,0
LOC105244260,9
LOC105244261,0
LOC105244262,0
LOC105244263,0
LOC105244264,0
LOC105244265,0
LOC105244266,0
LOC105244267,6
