gene_id,Satrom-mRNA-0hT_CAGATC_L002_001
LOC105242970,0
LOC105242971,0
LOC105242972,0
LOC105242973,0
LOC105242975,0
LOC105242976,0
LOC105242978,0
LOC105242979,0
LOC105242980,16
LOC105242981,0
LOC105242982,3
LOC105242983,0
LOC105242985,15
LOC105242986,2
LOC105242987,0
LOC105242990,0
LOC105242991,0
LOC105242994,0
LOC105242997,0
LOC105243000,0
LOC105243001,3
LOC105243002,0
LOC105243003,0
LOC105243004,0
LOC105243005,7
LOC105243006,2
LOC105243007,0
LOC105243008,0
LOC105243010,5
LOC105243011,8
LOC105243012,0
LOC105243016,9
LOC105243018,6
LOC105243022,0
LOC105243023,0
LOC105243024,0
LOC105243025,0
LOC105243026,6
LOC105243027,0
LOC105243028,0
LOC105243029,0
LOC105243030,0
LOC105243031,0
LOC105243036,24
LOC105243037,1
LOC105243038,0
LOC105243040,0
LOC105243041,0
LOC105243042,0
LOC105243043,0
LOC105243044,0
LOC105243045,0
LOC105243046,0
LOC105243048,0
LOC105243049,0
LOC105243050,8
LOC105243052,0
LOC105243053,0
LOC105243054,0
LOC105243055,0
LOC105243056,2
LOC105243057,11
LOC105243058,4
LOC105243059,0
LOC105243060,0
LOC105243062,0
LOC105243063,0
LOC105243064,0
LOC105243065,0
LOC105243066,0
LOC105243067,0
LOC105243068,2
LOC105243070,0
LOC105243071,0
LOC105243072,0
LOC105243074,0
LOC105243075,0
LOC105243076,0
LOC105243077,0
LOC105243078,0
LOC105243080,0
LOC105243081,5
LOC105243082,9
LOC105243083,4
LOC105243084,0
LOC105243086,0
LOC105243087,6
LOC105243088,0
LOC105243089,2
LOC105243090,0
LOC105243092,0
LOC105243094,0
LOC105243095,0
LOC105243096,0
LOC105243098,0
LOC105243100,0
LOC105243101,0
LOC105243109,0
LOC105243110,0
LOC105243112,2
LOC105243113,0
LOC105243114,0
LOC105243115,0
LOC105243116,0
LOC105243117,0
LOC105243118,2
LOC105243119,0
LOC105243120,0
LOC105243121,0
LOC105243122,16
LOC105243123,0
LOC105243124,0
LOC105243125,0
LOC105243127,0
LOC105243128,1
LOC105243129,0
LOC105243130,0
LOC105243132,0
LOC105243134,0
LOC105243135,0
LOC105243136,0
LOC105243137,0
LOC105243138,0
LOC105243139,0
LOC105243140,7
LOC105243141,0
LOC105243143,3
LOC105243144,0
LOC105243145,0
LOC105243146,0
LOC105243147,0
LOC105243149,0
LOC105243150,0
LOC105243151,5
LOC105243152,62
LOC105243153,22
LOC105243154,0
LOC105243155,0
LOC105243156,0
LOC105243158,0
LOC105243160,0
LOC105243162,0
LOC105243163,0
LOC105243165,0
LOC105243166,0
LOC105243167,16
LOC105243169,0
LOC105243170,1
LOC105243171,0
LOC105243172,0
LOC105243173,6
LOC105243174,0
LOC105243175,0
LOC105243177,0
LOC105243178,3
LOC105243179,4
LOC105243181,0
LOC105243182,0
LOC105243183,99
LOC105243184,2
LOC105243185,2
LOC105243186,0
LOC105243187,0
LOC105243188,0
LOC105243189,1
LOC105243190,0
LOC105243191,0
LOC105243192,4
LOC105243193,0
LOC105243194,16
LOC105243196,0
LOC105243197,0
LOC105243198,2
LOC105243200,2
LOC105243202,0
LOC105243203,6
LOC105243205,6
LOC105243207,1
LOC105243208,2
LOC105243209,2
LOC105243210,1
LOC105243211,10
LOC105243212,18
LOC105243213,112
LOC105243215,4
LOC105243217,0
LOC105243218,2
LOC105243219,0
LOC105243220,0
LOC105243221,0
LOC105243222,0
LOC105243223,0
LOC105243224,0
LOC105243225,1
LOC105243226,2
LOC105243227,0
LOC105243228,3
LOC105243229,0
LOC105243230,0
LOC105243231,0
LOC105243233,0
LOC105243235,5
LOC105243236,77
LOC105243237,7
LOC105243238,17
LOC105243239,3
LOC105243241,20
LOC105243242,0
LOC105243243,0
LOC105243244,0
LOC105243245,0
LOC105243246,0
LOC105243247,0
LOC105243249,11
LOC105243251,0
LOC105243252,0
LOC105243253,0
LOC105243254,0
LOC105243255,36
LOC105243257,0
LOC105243258,2
LOC105243259,0
LOC105243260,17
LOC105243261,16
LOC105243262,0
LOC105243264,0
LOC105243265,0
LOC105243266,0
LOC105243267,0
LOC105243268,0
LOC105243269,20
LOC105243271,37
LOC105243273,0
LOC105243274,0
LOC105243276,0
LOC105243277,2
LOC105243278,0
LOC105243279,0
LOC105243280,4
LOC105243281,2
LOC105243282,0
LOC105243283,0
LOC105243284,0
LOC105243285,4
LOC105243286,0
LOC105243287,0
LOC105243288,1
LOC105243289,8
LOC105243290,2
LOC105243291,0
LOC105243292,0
LOC105243293,0
LOC105243294,0
LOC105243295,0
LOC105243297,34
LOC105243298,18
LOC105243299,4
LOC105243300,0
LOC105243301,0
LOC105243302,0
LOC105243303,0
LOC105243304,0
LOC105243305,2
LOC105243306,17
LOC105243307,45
LOC105243310,10
LOC105243311,83
LOC105243312,24
LOC105243314,139
LOC105243315,14
LOC105243316,307
LOC105243317,0
LOC105243318,3
LOC105243320,1
LOC105243321,0
LOC105243322,0
LOC105243323,4
LOC105243327,0
LOC105243328,0
LOC105243329,0
LOC105243330,0
LOC105243331,0
LOC105243332,0
LOC105243334,10
LOC105243335,798
LOC105243337,0
LOC105243339,0
LOC105243340,0
LOC105243341,0
LOC105243343,0
LOC105243344,0
LOC105243345,0
LOC105243346,0
LOC105243347,0
LOC105243349,0
LOC105243350,0
LOC105243351,8
LOC105243352,0
LOC105243353,0
LOC105243354,0
LOC105243355,10
LOC105243356,7
LOC105243357,10
LOC105243358,0
LOC105243359,0
LOC105243360,2
LOC105243361,8
LOC105243362,0
LOC105243363,0
LOC105243364,0
LOC105243365,135
LOC105243366,0
LOC105243367,0
LOC105243368,0
LOC105243369,0
LOC105243370,0
LOC105243371,0
LOC105243373,0
LOC105243374,8
LOC105243376,11
LOC105243378,0
LOC105243384,0
LOC105243385,18
LOC105243387,0
LOC105243388,30
LOC105243389,0
LOC105243390,0
LOC105243391,3
LOC105243393,0
LOC105243394,5
LOC105243395,0
LOC105243396,0
LOC105243397,0
LOC105243398,0
LOC105243400,20
LOC105243402,3
LOC105243403,6
LOC105243405,0
LOC105243406,0
LOC105243408,32
LOC105243409,0
LOC105243410,0
LOC105243411,0
LOC105243412,0
LOC105243414,0
LOC105243416,0
LOC105243417,0
LOC105243419,0
LOC105243420,0
LOC105243422,0
LOC105243423,0
LOC105243424,0
LOC105243425,0
LOC105243426,0
LOC105243427,0
LOC105243428,0
LOC105243429,6
LOC105243430,6
LOC105243431,4
LOC105243432,0
LOC105243433,0
LOC105243435,0
LOC105243436,0
LOC105243437,0
LOC105243438,10
LOC105243439,0
LOC105243440,2
LOC105243441,0
LOC105243444,0
LOC105243445,0
LOC105243446,0
LOC105243447,1
LOC105243448,18
LOC105243451,3
LOC105243452,8
LOC105243453,8
LOC105243455,0
LOC105243456,0
LOC105243457,0
LOC105243458,0
LOC105243459,0
LOC105243460,0
LOC105243461,0
LOC105243462,2
LOC105243464,41
LOC105243465,0
LOC105243466,0
LOC105243467,0
LOC105243468,4
LOC105243469,0
LOC105243470,0
LOC105243471,0
LOC105243472,0
LOC105243473,8
LOC105243474,0
LOC105243476,0
LOC105243477,0
LOC105243478,0
LOC105243482,0
LOC105243483,0
LOC105243484,2
LOC105243485,0
LOC105243486,0
LOC105243487,0
LOC105243489,0
LOC105243491,1
LOC105243492,0
LOC105243494,1
LOC105243495,0
LOC105243496,0
LOC105243499,0
LOC105243500,0
LOC105243501,0
LOC105243502,0
LOC105243503,0
LOC105243504,0
LOC105243505,0
LOC105243506,0
LOC105243507,0
LOC105243508,14
LOC105243509,0
LOC105243511,4
LOC105243512,0
LOC105243513,2
LOC105243515,0
LOC105243516,0
LOC105243517,5
LOC105243518,0
LOC105243519,0
LOC105243520,0
LOC105243523,0
LOC105243524,0
LOC105243525,0
LOC105243526,0
LOC105243527,0
LOC105243528,0
LOC105243530,2
LOC105243531,0
LOC105243532,0
LOC105243533,3
LOC105243534,0
LOC105243536,13
LOC105243537,2
LOC105243538,0
LOC105243539,0
LOC105243540,2
LOC105243541,0
LOC105243542,0
LOC105243543,0
LOC105243544,0
LOC105243545,0
LOC105243546,0
LOC105243547,0
LOC105243548,0
LOC105243549,0
LOC105243550,0
LOC105243551,0
LOC105243552,0
LOC105243553,28
LOC105243554,94
LOC105243555,0
LOC105243556,0
LOC105243557,11
LOC105243558,0
LOC105243559,0
LOC105243560,0
LOC105243561,0
LOC105243562,0
LOC105243563,0
LOC105243565,0
LOC105243566,0
LOC105243567,0
LOC105243569,0
LOC105243570,0
LOC105243571,2
LOC105243572,0
LOC105243573,0
LOC105243574,0
LOC105243575,0
LOC105243577,0
LOC105243578,0
LOC105243579,0
LOC105243580,0
LOC105243581,0
LOC105243582,7
LOC105243583,8
LOC105243585,1
LOC105243592,41
LOC105243593,5
LOC105243594,0
LOC105243595,0
LOC105243596,0
LOC105243597,0
LOC105243599,0
LOC105243601,0
LOC105243604,22
LOC105243606,53
LOC105243607,0
LOC105243610,0
LOC105243612,7
LOC105243623,7
LOC105243624,0
LOC105243627,0
LOC105243634,46
LOC105243636,73
LOC105243637,95
LOC105243642,5
LOC105243644,1
LOC105243645,10
LOC105243646,0
LOC105243647,0
LOC105243648,3
LOC105243649,20
LOC105243650,0
LOC105243651,12
LOC105243653,43
LOC105243655,8
LOC105243656,0
LOC105243657,3
LOC105243658,0
LOC105243659,0
LOC105243660,0
LOC105243661,25
LOC105243665,0
LOC105243666,4
LOC105243667,0
LOC105243668,32
LOC105243671,0
LOC105243672,6
LOC105243673,0
LOC105243674,0
LOC105243675,0
LOC105243676,0
LOC105243677,0
LOC105243678,0
LOC105243679,0
LOC105243680,0
LOC105243681,0
LOC105243682,1
LOC105243684,0
LOC105243685,0
LOC105243686,0
LOC105243687,0
LOC105243688,0
LOC105243691,0
LOC105243692,0
LOC105243693,0
LOC105243695,0
LOC105243696,2
LOC105243697,0
LOC105243698,0
LOC105243699,6
LOC105243700,0
LOC105243701,0
LOC105243702,0
LOC105243703,6
LOC105243704,39
LOC105243706,0
LOC105243708,0
LOC105243709,0
LOC105243712,0
LOC105243714,0
LOC105243715,0
LOC105243716,0
LOC105243719,1
LOC105243720,0
LOC105243722,0
LOC105243723,0
LOC105243724,0
LOC105243725,71
LOC105243726,0
LOC105243727,0
LOC105243729,11
LOC105243730,1
LOC105243731,19
LOC105243732,0
LOC105243734,0
LOC105243735,0
LOC105243737,0
LOC105243738,0
LOC105243739,52
LOC105243740,0
LOC105243741,0
LOC105243742,0
LOC105243743,0
LOC105243744,0
LOC105243746,0
LOC105243747,3
LOC105243748,0
LOC105243749,0
LOC105243761,86
LOC105243765,0
LOC105243769,2
LOC105243774,0
LOC105243775,0
LOC105243776,9
LOC105243777,0
LOC105243782,6
LOC105243785,0
LOC105243790,4
LOC105243791,0
LOC105243794,6
LOC105243797,0
LOC105243798,0
LOC105243800,0
LOC105243802,3
LOC105243804,0
LOC105243808,0
LOC105243814,0
LOC105243816,1
LOC105243821,2
LOC105243825,0
LOC105243828,0
LOC105243832,0
LOC105243834,3
LOC105243837,39
LOC105243841,0
LOC105243848,0
LOC105243849,0
LOC105243850,72
LOC105243851,0
LOC105243852,17
LOC105243853,0
LOC105243854,0
LOC105243855,0
LOC105243856,6
LOC105243857,0
LOC105243858,0
LOC105243859,0
LOC105243860,0
LOC105243861,0
LOC105243862,10
LOC105243863,4
LOC105243864,2
LOC105243865,0
LOC105243866,0
LOC105243867,0
LOC105243868,0
LOC105243869,0
LOC105243870,0
LOC105243871,0
LOC105243872,0
LOC105243874,0
LOC105243875,0
LOC105243876,0
LOC105243877,27
LOC105243878,2
LOC105243879,8
LOC105243880,0
LOC105243881,15
LOC105243882,0
LOC105243883,0
LOC105243884,0
LOC105243885,0
LOC105243886,2
LOC105243887,2
LOC105243888,3
LOC105243889,0
LOC105243890,0
LOC105243891,1
LOC105243892,0
LOC105243893,0
LOC105243894,0
LOC105243895,0
LOC105243896,0
LOC105243897,8
LOC105243898,0
LOC105243899,0
LOC105243900,0
LOC105243901,0
LOC105243902,0
LOC105243903,5
LOC105243904,0
LOC105243905,0
LOC105243906,0
LOC105243907,0
LOC105243908,0
LOC105243909,25
LOC105243910,0
LOC105243911,1
LOC105243912,0
LOC105243913,0
LOC105243914,0
LOC105243915,1
LOC105243916,0
LOC105243917,0
LOC105243918,0
LOC105243919,0
LOC105243920,0
LOC105243921,0
LOC105243922,0
LOC105243923,0
LOC105243924,0
LOC105243925,17
LOC105243926,0
LOC105243927,0
LOC105243928,0
LOC105243929,3
LOC105243930,0
LOC105243931,0
LOC105243932,0
LOC105243933,11
LOC105243934,10
LOC105243935,0
LOC105243936,0
LOC105243937,6
LOC105243938,30
LOC105243939,0
LOC105243940,2
LOC105243941,3
LOC105243942,41
LOC105243943,0
LOC105243944,0
LOC105243945,0
LOC105243946,1
LOC105243947,0
LOC105243948,137
LOC105243949,8
LOC105243950,0
LOC105243951,0
LOC105243952,0
LOC105243953,0
LOC105243954,4
LOC105243955,0
LOC105243956,2
LOC105243957,0
LOC105243958,0
LOC105243959,0
LOC105243960,2
LOC105243961,4
LOC105243962,64
LOC105243963,0
LOC105243964,2
LOC105243965,3
LOC105243966,9
LOC105243967,52
LOC105243968,77
LOC105243969,85
LOC105243970,37
LOC105243972,0
LOC105243973,0
LOC105243974,4
LOC105243975,0
LOC105243976,0
LOC105243978,0
LOC105243979,1
LOC105243980,0
LOC105243981,2
LOC105243982,0
LOC105243983,0
LOC105243984,0
LOC105243985,4
LOC105243986,0
LOC105243987,0
LOC105243988,0
LOC105243989,0
LOC105243990,0
LOC105243991,0
LOC105243992,0
LOC105243993,0
LOC105243994,0
LOC105243995,2
LOC105243996,0
LOC105243997,0
LOC105243998,0
LOC105243999,0
LOC105244000,0
LOC105244001,0
LOC105244002,0
LOC105244003,0
LOC105244004,0
LOC105244005,0
LOC105244006,104614
LOC105244007,38
LOC105244008,0
LOC105244009,1
LOC105244010,162
LOC105244011,0
LOC105244012,59
LOC105244013,0
LOC105244014,0
LOC105244015,0
LOC105244016,0
LOC105244017,34
LOC105244018,0
LOC105244019,0
LOC105244020,0
LOC105244021,2
LOC105244022,49
LOC105244023,8
LOC105244024,19
LOC105244025,0
LOC105244026,16
LOC105244027,356
LOC105244028,0
LOC105244029,0
LOC105244030,0
LOC105244031,1
LOC105244032,0
LOC105244033,0
LOC105244034,42
LOC105244035,0
LOC105244036,26
LOC105244037,46
LOC105244038,0
LOC105244040,0
LOC105244041,0
LOC105244042,0
LOC105244043,0
LOC105244044,0
LOC105244045,0
LOC105244046,0
LOC105244047,0
LOC105244048,0
LOC105244049,0
LOC105244050,0
LOC105244051,0
LOC105244052,0
LOC105244053,0
LOC105244054,0
LOC105244055,0
LOC105244056,0
LOC105244057,22
LOC105244058,3
LOC105244059,0
LOC105244060,0
LOC105244061,12
LOC105244062,0
LOC105244063,9
LOC105244064,2
LOC105244065,0
LOC105244066,0
LOC105244067,0
LOC105244068,0
LOC105244069,11
LOC105244070,0
LOC105244071,0
LOC105244072,0
LOC105244073,0
LOC105244074,0
LOC105244075,0
LOC105244076,0
LOC105244077,0
LOC105244078,6
LOC105244079,0
LOC105244080,0
LOC105244081,0
LOC105244082,2
LOC105244083,0
LOC105244084,2
LOC105244085,0
LOC105244086,1
LOC105244087,17
LOC105244088,16
LOC105244089,0
LOC105244090,0
LOC105244091,0
LOC105244092,0
LOC105244093,0
LOC105244094,2
LOC105244095,0
LOC105244096,0
LOC105244097,1
LOC105244098,0
LOC105244099,0
LOC105244100,0
LOC105244101,2
LOC105244102,48
LOC105244103,0
LOC105244104,0
LOC105244105,9
LOC105244106,2
LOC105244107,0
LOC105244108,0
LOC105244109,0
LOC105244110,0
LOC105244111,0
LOC105244112,2
LOC105244113,11
LOC105244114,12
LOC105244115,6
LOC105244116,27
LOC105244117,0
LOC105244118,1
LOC105244119,0
LOC105244120,0
LOC105244121,0
LOC105244122,4
LOC105244123,7
LOC105244124,0
LOC105244125,0
LOC105244126,8
LOC105244127,4
LOC105244128,0
LOC105244129,0
LOC105244130,2
LOC105244131,4
LOC105244132,0
LOC105244133,0
LOC105244134,2
LOC105244135,0
LOC105244136,0
LOC105244137,2
LOC105244138,2
LOC105244139,0
LOC105244140,0
LOC105244141,0
LOC105244142,0
LOC105244143,0
LOC105244144,0
LOC105244145,0
LOC105244146,0
LOC105244147,0
LOC105244148,0
LOC105244149,0
LOC105244150,18
LOC105244151,0
LOC105244152,31
LOC105244153,0
LOC105244154,0
LOC105244156,0
LOC105244157,0
LOC105244158,0
LOC105244159,2
LOC105244160,0
LOC105244161,12
LOC105244162,2
LOC105244164,3
LOC105244165,0
LOC105244166,2
LOC105244167,0
LOC105244168,36
LOC105244170,0
LOC105244171,0
LOC105244172,0
LOC105244173,8
LOC105244174,11
LOC105244176,0
LOC105244177,0
LOC105244178,0
LOC105244179,83
LOC105244180,0
LOC105244181,0
LOC105244182,0
LOC105244183,74
LOC105244184,0
LOC105244185,0
LOC105244186,0
LOC105244187,0
LOC105244188,2
LOC105244189,0
LOC105244190,0
LOC105244191,0
LOC105244192,56
LOC105244193,0
LOC105244194,0
LOC105244195,0
LOC105244196,0
LOC105244197,0
LOC105244198,3
LOC105244199,0
LOC105244200,0
LOC105244201,0
LOC105244202,0
LOC105244203,2
LOC105244204,0
LOC105244205,0
LOC105244206,0
LOC105244207,0
LOC105244208,110
LOC105244209,0
LOC105244210,20
LOC105244211,464
LOC105244212,78
LOC105244213,0
LOC105244214,0
LOC105244215,2
LOC105244216,0
LOC105244217,0
LOC105244218,3
LOC105244219,0
LOC105244220,17
LOC105244221,6
LOC105244222,0
LOC105244223,4
LOC105244224,2
LOC105244225,17
LOC105244226,10
LOC105244227,7
LOC105244228,1
LOC105244229,11
LOC105244230,0
LOC105244231,2
LOC105244232,0
LOC105244233,0
LOC105244234,0
LOC105244235,0
LOC105244236,0
LOC105244237,0
LOC105244238,1
LOC105244239,0
LOC105244240,51
LOC105244241,0
LOC105244242,18
LOC105244243,0
LOC105244244,0
LOC105244245,0
LOC105244246,0
LOC105244247,0
LOC105244248,2
LOC105244249,0
LOC105244250,2
LOC105244251,20
LOC105244252,16
LOC105244253,0
LOC105244254,0
LOC105244255,44
LOC105244256,2
LOC105244257,0
LOC105244258,0
LOC105244259,0
LOC105244260,28
LOC105244261,0
LOC105244262,0
LOC105244263,0
LOC105244264,0
LOC105244265,0
LOC105244266,0
LOC105244267,4
LOC105244268,0
LOC105244269,0
LOC105244270,0
LOC105244271,0
LOC105244272,1
LOC105244273,0
LOC105244274,0
LOC105244275,540
LOC105244276,4
LOC105244277,55
LOC105244278,14
LOC105244279,0
LOC105244280,0
LOC105244281,25
LOC105244282,19
LOC105244283,10
LOC105244284,0
LOC105244285,0
LOC105244286,2
LOC105244287,2
LOC105244288,0
LOC105244289,0
LOC105244290,0
LOC105244291,0
LOC105244292,0
LOC105244293,7
LOC105244294,0
LOC105244295,0
LOC105244296,0
LOC105244297,0
LOC105244298,6
LOC105244299,0
LOC105244300,7
LOC105244301,0
LOC105244302,119
LOC105244303,0
LOC105244304,0
LOC105244305,0
LOC105244306,0
LOC105244307,0
LOC105244308,0
LOC105244309,0
LOC105244310,0
LOC105244311,0
LOC105244312,0
LOC105244313,0
LOC105244314,0
LOC105244315,0
LOC105244316,3
LOC105244317,0
LOC105244318,0
LOC105244319,0
LOC105244320,1
LOC105244321,0
LOC105244322,0
LOC105244323,2
LOC105244324,0
LOC105244325,1
LOC105244326,7
LOC105244327,0
LOC105244328,7
LOC105244329,14
LOC105244330,4
LOC105244331,0
LOC105244332,0
LOC105244333,10
LOC105244334,13
LOC105244335,6
LOC105244336,34
LOC105244337,24
LOC105244338,2
LOC105244339,4
LOC105244340,12
LOC105244341,0
LOC105244342,890
LOC105244343,5
LOC105244344,6
LOC105244345,19
LOC105244346,9
LOC105244347,5
LOC105244348,0
LOC105244349,0
LOC105244350,2
LOC105244351,0
LOC105244352,2
LOC105244353,3
LOC105244354,20
LOC105244355,45
LOC105244356,10
LOC105244357,6
LOC105244358,0
LOC105244359,0
LOC105244360,0
LOC105244361,0
LOC105244362,0
LOC105244363,309
LOC105244364,40
LOC105244365,2
LOC105244366,107
LOC105244367,0
LOC105244368,4
LOC105244369,0
LOC105244370,0
LOC105244371,0
LOC105244372,6
LOC105244373,0
LOC105244374,0
LOC105244375,0
LOC105244376,4
LOC105244377,0
LOC105244378,0
LOC105244379,14
LOC105244380,0
LOC105244381,0
LOC105244382,0
LOC105244383,0
LOC105244384,0
LOC105244385,0
LOC105244386,0
LOC105244387,0
LOC105244388,916
LOC105244389,68
LOC105244390,0
LOC105244391,0
LOC105244392,0
LOC105244393,0
LOC105244394,0
LOC105244395,4
LOC105244396,34
LOC105244397,2
LOC105244398,2
LOC105244399,6
LOC105244400,0
LOC105244401,25
LOC105244402,57
LOC105244403,0
LOC105244404,0
LOC105244405,2
LOC105244406,0
LOC105244407,0
LOC105244408,3
LOC105244409,2
LOC105244410,0
LOC105244411,0
LOC105244412,0
LOC105244413,23
LOC105244414,0
LOC105244415,0
LOC105244416,0
LOC105244417,0
LOC105244418,0
LOC105244419,0
LOC105244420,0
LOC105244421,0
LOC105244422,0
LOC105244423,0
LOC105244424,0
LOC105244425,4
LOC105244426,0
LOC105244427,8
LOC105244428,0
LOC105244429,0
LOC105244430,0
LOC105244431,0
LOC105244432,24
LOC105244433,0
LOC105244434,0
LOC105244435,0
LOC105244436,0
LOC105244437,0
LOC105244438,6
LOC105244439,3
LOC105244440,0
LOC105244441,0
LOC105244442,0
LOC105244443,2
LOC105244444,0
LOC105244445,0
LOC105244446,0
LOC105244447,2
LOC105244448,4
LOC105244449,1
LOC105244450,0
LOC105244451,0
LOC105244452,6
LOC105244453,19
LOC105244454,0
LOC105244455,0
LOC105244456,0
LOC105244457,0
LOC105244458,0
LOC105244459,0
LOC105244460,0
LOC105244461,0
LOC105244462,2
LOC105244463,4
LOC105244464,0
LOC105244465,0
LOC105244466,5
LOC105244467,168
LOC105244468,0
LOC105244469,0
LOC105244470,0
LOC105244471,0
LOC105244472,0
LOC105244473,0
LOC105244474,0
LOC105244475,37
LOC105244476,19
LOC105244477,22
LOC105244478,1
LOC105244479,10
LOC105244480,0
LOC105244481,0
LOC105244482,0
LOC105244483,0
LOC105244484,108
LOC105244485,2
LOC105244486,3
LOC105244487,0
LOC105244488,23
LOC105244489,8
LOC105244490,350
LOC105244491,27
LOC105244492,0
LOC105244493,0
LOC105244494,5
LOC105244495,32
LOC105244496,0
LOC105244497,0
LOC105244498,19
LOC105244499,0
LOC105244500,0
LOC105244501,4
LOC105244502,0
LOC105244503,0
LOC105244504,0
LOC105244505,0
LOC105244506,32
LOC105244507,0
LOC105244508,0
LOC105244509,4
LOC105244510,0
LOC105244511,0
LOC105244512,28
LOC105244513,0
LOC105244514,0
LOC105244515,0
LOC105244516,0
LOC105244517,0
LOC105244518,0
LOC105244519,0
LOC105244520,1
LOC105244521,0
LOC105244522,0
LOC105244523,0
LOC105244524,0
LOC105244525,0
LOC105244526,0
LOC105244527,0
LOC105244528,0
LOC105244529,0
LOC105244530,0
LOC105244531,3
LOC105244532,0
LOC105244533,4
LOC105244534,0
LOC105244535,0
LOC105244536,0
LOC105244537,18
LOC105244538,0
LOC105244539,0
LOC105244540,0
LOC105244541,0
LOC105244542,6
LOC105244543,7
LOC105244544,0
LOC105244545,4
LOC105244546,13
LOC105244547,0
LOC105244548,0
LOC105244549,3
LOC105244550,0
LOC105244551,0
LOC105244552,0
LOC105244553,0
LOC105244554,0
LOC105244555,0
LOC105244556,2
LOC105244557,12
LOC105244558,0
LOC105244559,0
LOC105244560,5
LOC105244561,5
LOC105244562,13
LOC105244563,0
LOC105244564,0
LOC105244565,7
LOC105244566,0
LOC105244567,0
LOC105244568,0
LOC105244569,8
LOC105244570,0
LOC105244571,0
LOC105244572,0
LOC105244573,0
LOC105244574,2
LOC105244575,0
LOC105244576,0
LOC105244577,0
LOC105244578,0
LOC105244579,0
LOC105244580,0
LOC105244581,0
LOC105244582,0
LOC105244583,0
LOC105244584,0
LOC105244585,3
LOC105244586,6
LOC105244587,0
LOC105244588,2
LOC105244589,130
LOC105244590,0
LOC105244591,0
LOC105244592,0
LOC105244593,0
LOC105244594,0
LOC105244595,0
LOC105244596,2
LOC105244597,21
LOC105244598,4
LOC105244599,0
LOC105244600,9
LOC105244601,0
LOC105244602,0
LOC105244603,0
LOC105244605,0
LOC105244606,0
LOC105244608,0
LOC105244609,0
LOC105244610,5
LOC105244611,0
LOC105244612,1
LOC105244613,0
LOC105244615,0
LOC105244616,3
LOC105244617,0
LOC105244618,5
LOC105244619,0
LOC105244620,0
LOC105244621,0
LOC105244622,0
LOC105244623,0
LOC105244624,18
LOC105244625,24
LOC105244626,0
LOC105244627,0
LOC105244628,0
LOC105244629,0
LOC105244630,801
LOC105244631,0
LOC105244632,0
LOC105244633,0
LOC105244634,0
LOC105244635,0
LOC105244636,6
LOC105244637,0
LOC105244638,0
LOC105244639,0
LOC105244640,0
LOC105244641,0
LOC105244642,3
LOC105244643,0
LOC105244644,44
LOC105244645,2
LOC105244646,0
LOC105244647,0
LOC105244648,0
LOC105244649,0
LOC105244650,0
LOC105244651,0
LOC105244652,0
LOC105244653,21
LOC105244654,0
LOC105244655,0
LOC105244657,9
LOC105244658,0
LOC105244659,0
LOC105244660,0
LOC105244661,93
LOC105244662,0
LOC105244663,3
LOC105244664,0
LOC105244665,0
LOC105244666,5
LOC105244667,29
LOC105244668,0
LOC105244669,0
LOC105244670,0
LOC105244671,0
LOC105244672,0
LOC105244673,0
LOC105244674,485
LOC105244675,0
LOC105244676,0
LOC105244677,0
LOC105244678,32
LOC105244679,0
LOC105244680,0
LOC105244681,0
LOC105244682,0
LOC105244683,0
LOC105244684,0
LOC105244685,2
LOC105244686,1
LOC105244687,0
LOC105244688,0
LOC105244689,0
LOC105244690,0
LOC105244691,0
LOC105244692,0
LOC105244693,0
LOC105244694,0
LOC105244695,0
LOC105244696,0
LOC105244697,10
LOC105244698,2
LOC105244699,0
LOC105244700,0
LOC105244701,57
LOC105244702,0
LOC105244703,0
LOC105244704,0
LOC105244705,1
LOC105244706,0
LOC105244707,0
LOC105244708,0
LOC105244709,0
LOC105244710,0
LOC105244711,0
LOC105244712,0
LOC105244713,0
LOC105244714,2
LOC105244715,0
LOC105244716,2
LOC105244717,0
LOC105244718,2
LOC105244719,0
LOC105244720,2
LOC105244721,0
LOC105244722,2
LOC105244723,0
LOC105244724,0
LOC105244725,0
LOC105244726,0
LOC105244727,0
LOC105244728,0
LOC105244729,245
LOC105244730,0
LOC105244731,0
LOC105244732,4
LOC105244733,5
LOC105244734,0
LOC105244735,0
LOC105244736,0
LOC105244737,0
LOC105244738,0
LOC105244739,0
LOC105244740,0
LOC105244741,0
LOC105244742,0
LOC105244743,0
LOC105244744,0
LOC105244745,0
LOC105244746,4
LOC105244747,1
LOC105244748,64
LOC105244749,0
LOC105244751,0
LOC105244752,0
LOC105244753,0
LOC105244754,0
LOC105244755,0
LOC105244756,0
LOC105244757,2
LOC105244758,1
LOC105244759,0
LOC105244760,2
LOC105244761,0
LOC105244762,102
LOC105244764,0
LOC105244765,14
LOC105244767,0
LOC105244768,0
LOC105244769,0
LOC105244770,66
LOC105244771,0
LOC105244772,5
LOC105244773,1
LOC105244774,0
LOC105244775,0
LOC105244776,0
LOC105244777,0
LOC105244778,0
LOC105244779,0
LOC105244780,0
LOC105244781,0
LOC105244784,0
LOC105244785,2
LOC105244786,0
LOC105244787,0
LOC105244788,0
LOC105244789,0
LOC105244790,0
LOC105244791,0
LOC105244793,0
LOC105244794,162
LOC105244795,28
LOC105244796,0
LOC105244797,5
LOC105244798,3
LOC105244799,78
LOC105244800,0
