gene_id,Satrom-mRNA-15mT_CTTGTA_L003_001
4930523O13Rik,0
4930524B15Rik,3
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,12
4930525G20Rik,5
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,2
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,3
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,1
4930529K09Rik,0
4930529L06Rik,0
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,5
4930535O05Rik,0
4930538E20Rik,0
4930538K18Rik,43
4930538L07Rik,0
4930539C22Rik,2
4930539E08Rik,178
4930539J05Rik,24
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,2
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,2
4930543D07Rik,12
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,11
4930547E08Rik,0
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,2
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,1
4930549C15Rik,0
4930549G23Rik,36
4930550C14Rik,15
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,2
4930553C11Rik,0
4930553E22Rik,1
4930553J12Rik,0
4930553P18Rik,2
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,2
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,2
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,31
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,490
4930558K02Rik,36
4930559C10Rik,0
4930562C15Rik,98
4930562F07Rik,0
4930562F17Rik,0
4930563D23Rik,0
4930563E18Rik,0
4930563E22Rik,4
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,185
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,75
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,2
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,2
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,28
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,2
4930578N18Rik,0
4930579C12Rik,44
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,224
4930579G24Rik,625
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,14
4930579P08Rik,4
4930581F22Rik,108
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,1
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,58
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,6
4930593A02Rik,54
4930593C16Rik,0
4930594C11Rik,12
4930594M22Rik,29
4930594O21Rik,3
4930595D18Rik,29
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,3
4930597A21Rik,144
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,4
4931403E22Rik,7
4931403G20Rik,6
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,3008
4931406H21Rik,0
4931406P16Rik,6083
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,2
4931412M21,0
4931413K12Rik,44
4931414P19Rik,1173
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,8
4931428F04Rik,469
4931428L18Rik,51
4931429I11Rik,0
4931429L15Rik,0
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,1
4931431C16Rik,12
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,2
4931440J10Rik,2
4931440P22Rik,28
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,27
4932416K20Rik,0
4932418E24Rik,0
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,2
4932435O22Rik,0
4932438A13Rik,2623
4932438H23Rik,0
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,3
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,8
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,6
4933402P03Rik,0
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,669
4933404O12Rik,762
4933405D12Rik,0
4933405E24Rik,39
4933405L10Rik,14
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,19
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,7
4933406J08Rik,4
4933406J10Rik,0
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,9
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,5
4933408B17Rik,6
4933408J17Rik,9
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,2
4933411E08Rik,2
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,616
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,0
4933413J09Rik,5
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,7
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,24
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,739
4933422A05Rik,3
4933424G05Rik,2
4933424G06Rik,0
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,0
4933427D14Rik,1426
4933427E11Rik,9
4933427E13Rik,0
4933427G17Rik,6
4933427G23Rik,7
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,10
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,969
4933430M04Rik,6
4933430N04Rik,0
4933431E20Rik,148
4933431G14Rik,0
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,1204
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,5
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,19
4933433G19Rik,44
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,5186
4933436E23Rik,2
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,115
4933439K11Rik,4
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,5464
5031425E22Rik,284
5031425F14Rik,1
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,16
5031439G07Rik,3751
5033403F01Rik,23
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,23
5033417F24Rik,5
5033421B08Rik,9
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,130
5133400J02Rik,400
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,44
5330426P16Rik,0
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,64
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,3
5430403N17Rik,0
5430405H02Rik,21
5430416N02Rik,1220
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,15
5430427M07Rik,3
5430427O19Rik,3797
5430428K19Rik,0
5430431A17Rik,3
5430434I15Rik,0
5430435G22Rik,18
5430435K18Rik,0
5430437J10Rik,20
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,371
5730403I07Rik,0
5730405O15Rik,114
5730408K05Rik,150
5730409E04Rik,1096
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,2
5730422E09Rik,13
5730435O14Rik,3
5730455P16Rik,4542
5730457N03Rik,0
5730460C07Rik,11
5730480H06Rik,44
5730488B01Rik,0
5730507C01Rik,0
5730508B09Rik,22
5730522E02Rik,0
5730559C18Rik,12
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,1199
5830416I19Rik,0
5830416P10Rik,257
5830417I10Rik,4055
5830418P13Rik,108
5830428H23Rik,750
5830428M24Rik,312
5830432E09Rik,30
5830433I10Rik,2
5830444B04Rik,8
5830454E08Rik,43
5830473C10Rik,11
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,1
5930438M14Rik,0
6030407O03Rik,2
6030408B16Rik,0
6030419C18Rik,993
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,193
6030458C11Rik,4759
6030466F02Rik,0
6030468B19Rik,25
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,43
6330403A02Rik,1393
6330403K07Rik,0
6330407A03Rik,4
6330408A02Rik,400
6330409D20Rik,2
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,43
6330416G13Rik,3286
6330418K02Rik,14
6330419J24Rik,0
6330420H09Rik,0
6330549D23Rik,98
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,17
6430548M08Rik,81
6430550D23Rik,43
6430553K19Rik,0
6430562O15Rik,7
6430571L13Rik,21
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,3
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,7
6530402F18Rik,365
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,4
6720483E21Rik,0
6720489N17Rik,1352
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,398
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,2
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,0
8030423J24Rik,0
8030442B05Rik,3
8030443G20Rik,0
8030451A03Rik,5
8030451O07Rik,0
8030453O22Rik,675
8030455M16Rik,0
8030462N17Rik,3459
8030474K03Rik,0
8430408G22Rik,0
8430415O14Rik,4
8430419K02Rik,0
8430419L09Rik,1629
8430422H06Rik,0
8430423G03Rik,2
8430426J06Rik,0
8430429K09Rik,28
8430430B14Rik,34
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,15
9030204H09Rik,9
9030404E10Rik,2
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,391
9030619P08Rik,5
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2929
9030625G05Rik,0
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,684
9130015A21Rik,61
9130015L21Rik,0
9130019O22Rik,160
9130019P16Rik,4
9130023H24Rik,252
9130024F11Rik,263
9130204L05Rik,0
9130208D14Rik,1
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,259
9130227L01Rik,0
9130230L23Rik,1
9130401M01Rik,2844
9130409I23Rik,2
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,3
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,132
9230110F15Rik,0
9230112D13Rik,85
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,195
9230116L04Rik,2
9230116N13Rik,70
9230117E06Rik,2
9330020H09Rik,54
9330102E08Rik,8
9330104G04Rik,95
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,622
9330136K24Rik,46
9330151L19Rik,77
9330154J02Rik,0
9330154K18Rik,0
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,48
9330162012Rik,1
9330162B11Rik,0
9330175E14Rik,15
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,33
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,2810
9430014N10Rik,2
9430015G10Rik,2632
9430016H08Rik,2024
9430018G01Rik,44
9430019J16Rik,0
9430020K01Rik,2
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,24
9430038I01Rik,370
9430041J12Rik,7
9430060I03Rik,0
9430065F17Rik,34
9430069I07Rik,0
9430076C15Rik,0
9430078G10Rik,1
9430078K24Rik,0
9430083A17Rik,0
9430085M18Rik,0
9430091E24Rik,42
9430097D07Rik,2
9530002B09Rik,0
9530003J23Rik,4
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,48
9530034E10Rik,0
9530036M11Rik,4
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,85
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,947
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,100
9530068E07Rik,9194
9530077C05Rik,36
9530080O11Rik,0
9530082P21Rik,35
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,2
9630013K17Rik,63
9630015K15Rik,2
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1773
9830107B12Rik,2
9830132P13Rik,0
9830147E19Rik,2
9830166K06Rik,0
9930012K11Rik,192
9930014A18Rik,0
9930021J03Rik,4721
9930038B18Rik,0
9930104L06Rik,665
9930111H07Rik,0
9930111J21Rik1,626
9930111J21Rik2,20
a,108
A130010J15Rik,1531
A130030D18Rik,0
A130051J06Rik,133
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,2
A230009B12Rik,0
A230020J21Rik,36
A230028O05Rik,0
A230046K03Rik,6705
A230050P20Rik,1157
A230051N06Rik,0
A230056J06Rik,0
A230056P14Rik,108
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,0
A230072C01Rik,92
A230072E10Rik,11
A230072I06Rik,0
A230073K19Rik,25
A230077H06Rik,0
A230083G16Rik,33
A230087F16Rik,0
A230098N10Rik,33
A230103J11Rik,18
A230103O09Rik,0
A230107N01Rik,0
A230108P19Rik,0
A2m,0
A330008L17Rik,0
A330009N23Rik,98
A330015K06Rik,2
A330023F24Rik,54
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,243
A330040F15Rik,8
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,6
A330069E16Rik,117
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,22
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,2
A330093E20Rik,0
A330102I10Rik,0
A3galt2,3
A430005L14Rik,988
A430010J10Rik,2
A430033K04Rik,867
A430035B10Rik,209
A430046D13Rik,198
A430048G15Rik,0
A430057M04Rik,44
A430060F13Rik,0
A430072P03Rik,22
A430078G23Rik,2
A430078I02Rik,2
A430085M09Rik,0
A430088P11Rik,6
A430089I19Rik,0
A430090L17Rik,4
A430093F15Rik,1429
A430105I19Rik,8
A430105J06Rik,10
A430108G06Rik,2
A430110L20Rik,2
A4galt,0
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,67
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,1364
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,2641
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,272
A530088E08Rik,4
A530095I07Rik,0
A530099J19Rik,0
A630001G21Rik,7448
A630001O12Rik,17
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,18
A630020A06,6
A630023A22Rik,2
A630023P12Rik,30
A630031M04Rik,0
A630033H20Rik,223
A630034I12Rik,1155
A630066F11Rik,0
A630072L19Rik,4
A630072M18Rik,37
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,9
A630089N07Rik,432
A630095E13Rik,0
A630095N17Rik,112
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,53
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,510
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,2
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,41
A730067D02Rik,10
A730082K24Rik,6
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,2
A730090N16Rik,14
A730098P11Rik,5
A830005F24Rik,61
A830009L08Rik,0
A830010M20Rik,668
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,1
A830035O19Rik,12
A830052D11Rik,0
A830080D01Rik,2096
A830082K12Rik,0
A830082N09Rik,177
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,0
A930002C04Rik,0
A930003A15Rik,31
A930003O13Rik,0
A930004D18Rik,17
A930005H10Rik,888
A930006I01Rik,0
A930006K02Rik,139
A930007A09Rik,2
A930007I19Rik,88
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,22
A930013F10Rik,151
A930015D03Rik,0
A930016O22Rik,0
A930017K11Rik,4
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,10
A930024E05Rik,99
A930027H12Rik,0
A930028N01Rik,7
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,0
A930041C12Rik,1
AA387200,0
AA387883,0
AA388235,0
AA413626,6
AA414768,310
AA414992,0
AA415398,496
AA465934,59
AA467197,133
AA474331,61
AA536875,0
AA543186,78
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,19
AA987161,2656
Aaas,6135
Aacs,1738
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,632
Aagab,2643
Aak1,2243
Aamdc,523
Aamp,7536
Aanat,0
Aar2,4062
Aard,0
Aars,21701
Aars2,1370
Aarsd1,2931
Aasdh,2957
Aasdhppt,4131
Aass,0
Aatf,5711
Aatk,22
AB124611,679
Abat,1
Abca1,2667
Abca12,0
Abca13,150
Abca14,0
Abca15,0
Abca16,0
Abca17,3
Abca2,4642
Abca3,5106
Abca4,132
Abca5,450
Abca6,0
Abca7,679
Abca8a,0
Abca8b,0
Abca9,2
Abcb10,2171
Abcb11,0
Abcb1a,517
Abcb1b,14
Abcb4,9
Abcb5,0
Abcb6,2944
Abcb7,7617
Abcb8,2282
Abcb9,96
Abcc1,8908
Abcc10,833
Abcc12,0
Abcc2,489
Abcc3,19
Abcc4,10625
Abcc5,3771
Abcc6,6
Abcc8,8
Abcc9,0
Abcd1,1366
Abcd2,2
Abcd3,6401
Abcd4,1536
Abce1,27495
Abcf1,2
Abcf2,9304
Abcf3,4629
Abcg1,3487
Abcg2,10
Abcg3,87
Abcg4,40
Abcg5,0
Abcg8,0
Abhd1,11
Abhd10,1288
Abhd11,897
Abhd11os,1
Abhd12,2548
Abhd12b,6
Abhd13,3968
Abhd14a,827
Abhd14b,264
Abhd15,127
Abhd16a,0
Abhd16b,4
Abhd17a,1432
Abhd17b,6428
Abhd17c,6670
Abhd2,1233
Abhd3,1
Abhd4,2541
Abhd5,1700
Abhd6,4181
Abhd8,1009
Abi1,7040
Abi2,6068
Abi3,936
Abi3bp,0
Abl1,7025
Abl2,11780
Ablim1,1385
Ablim2,73
Ablim3,0
Abo,0
Abr,9931
Abra,60
Abracl,2353
Abt1,3549
Abtb1,2081
Abtb2,954
Acaa1a,1551
Acaa1b,8
Acaa2,2412
Acaca,7818
Acacb,874
Acad10,1058
Acad11,1137
Acad12,581
Acad8,1311
Acad9,3553
Acadl,2532
Acadm,3057
Acads,2709
Acadsb,2198
Acadvl,2
Acan,0
Acap1,2881
Acap2,10333
Acap3,887
Acat1,8087
Acat2,1533
Acat3,26
Acbd3,5896
Acbd4,466
Acbd5,3819
Acbd6,3100
Acbd7,0
Accs,363
Accsl,8
Acd,2257
Ace,0
Ace2,0
Ace3,0
Acer1,2
Acer2,850
Acer3,1935
Ache,214
Acin1,28719
Ackr1,0
Ackr2,442
Ackr3,8241
Ackr4,57
Acly,11005
Acmsd,30
Acn9,502
Acnat1,2
Acnat2,0
Aco1,2738
Aco2,16789
Acot1,0
Acot10,1
Acot11,289
Acot12,138
Acot13,2048
Acot2,1185
Acot3,0
Acot4,0
Acot5,0
Acot6,2
Acot7,1849
Acot8,349
Acot9,1919
Acox1,2363
Acox2,0
Acox3,3496
Acoxl,39
Acp1,3290
Acp2,451
Acp5,10
Acp6,128
Acpp,2
Acpt,27
Acr,0
Acrbp,102
Acrv1,2
Acsbg1,2742
Acsbg2,0
Acsf2,3808
Acsf3,818
Acsl1,3667
Acsl3,1745
Acsl4,4345
Acsl5,14252
Acsl6,3518
Acsm1,0
Acsm2,0
Acsm3,77
Acsm4,5
Acsm5,0
Acss1,323
Acss2,703
Acss2os,0
Acss3,0
Acta1,10
Acta2,5
Actb,89888
Actbl2,0
Actc1,0
Actg1,11338
Actg2,266
Actl10,7
Actl11,0
Actl6a,3726
Actl6b,2
Actl7a,2
Actl7b,4
Actl9,0
Actn1,1703
Actn2,0
Actn3,47
Actn4,11355
Actr10,3884
Actr1a,5311
Actr1b,5880
Actr2,36561
Actr3,18129
Actr3b,1141
Actr5,1232
Actr6,1679
Actr8,2494
Actrt1,0
Actrt2,0
Actrt3,25
Acvr1,0
Acvr1b,1408
Acvr1c,6
Acvr2a,1540
Acvr2b,2508
Acvrl1,890
Acy1,1252
Acy3,159
Acyp1,689
Acyp2,0
Ada,585
Adad1,0
Adad2,0
Adal,0
Adam10,13623
Adam11,2
Adam12,0
Adam15,2031
Adam17,8885
Adam18,0
Adam19,6272
Adam1a,83
Adam1b,9
Adam2,2
Adam20,0
Adam21,6
Adam22,29
Adam23,1
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,1
Adam30,3
Adam32,0
Adam33,9
Adam34,0
Adam39,0
Adam4,18
Adam5,0
Adam6a,0
Adam6b,5
Adam7,0
Adam8,4154
Adam9,10020
Adamdec1,0
Adamts1,0
Adamts10,1119
Adamts12,4
Adamts13,16
Adamts14,1348
Adamts15,0
Adamts16,0
Adamts17,4
Adamts18,4
Adamts19,0
Adamts2,0
Adamts20,654
Adamts3,0
Adamts4,31
Adamts5,0
Adamts6,350
Adamts7,905
Adamts8,2
Adamts9,4
Adamtsl1,0
Adamtsl2,28
Adamtsl3,0
Adamtsl4,29
Adamtsl5,53
Adap1,1396
Adap2,17
Adar,5386
Adarb1,1397
Adarb2,1
Adat1,920
Adat2,1141
Adat3,286
Adck1,1538
Adck2,1423
Adck3,13185
Adck4,1293
Adck5,569
Adcy1,1
Adcy10,10
Adcy2,0
Adcy3,421
Adcy4,0
Adcy5,2
Adcy6,0
Adcy7,5500
Adcy8,0
Adcy9,18
Adcyap1,0
Adcyap1r1,0
Add1,9130
Add2,12
Add3,7482
Adgb,0
Adh1,4
Adh4,0
Adh5,12466
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,31
Adi1,3601
Adig,0
Adipoq,28
Adipor1,6321
Adipor2,7903
Adk,4553
Adm,2546
Adm2,279
Adnp,16200
Adnp2,8247
Ado,6869
Adora1,15
Adora2a,279
Adora2b,448
Adora3,15
Adpgk,4311
Adprh,6593
Adprhl1,0
Adprhl2,2789
Adprm,1247
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,26
Adra2b,6
Adra2c,0
Adrb1,0
Adrb2,290
Adrb3,1
Adrbk1,19649
Adrbk2,35
Adrm1,2737
Adsl,9887
Adss,7671
Adssl1,12528
Adtrp,438
Aebp1,20
Aebp2,14166
Aen,1713
Aes,7397
AF067061,182
AF067063,1
AF251705,0
AF357355,0
AF357359,0
AF357399,60
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,1082
Afap1l1,3
Afap1l2,15
Aff1,17904
Aff2,0
Aff3,6033
Aff4,17877
Afg3l1,5474
Afg3l2,8542
Afm,0
Afmid,605
Afp,25
Aftph,16942
Aga,1093
Agap1,0
Agap2,2242
Agap3,2947
Agbl1,0
Agbl2,3
Agbl3,0
Agbl4,0
Agbl5,1684
Ager,0
Agfg1,7913
Agfg2,1164
Aggf1,7280
Agk,1658
Agl,2066
Agmat,0
Agmo,0
Ago1,6139
Ago2,18724
Ago3,2447
Ago4,2229
Agpat1,0
Agpat2,934
Agpat3,6650
Agpat4,1642
Agpat5,4979
Agpat6,7523
Agpat9,1412
Agps,9757
Agr2,0
Agr3,0
Agrn,1219
Agrp,15
Agt,0
Agtpbp1,2487
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,894
Agxt,0
Agxt2,0
Ahctf1,52539
Ahcy,7145
Ahcyl1,14572
Ahcyl2,54309
Ahdc1,2699
Ahi1,1275
Ahnak,4007
Ahnak2,344
Ahr,5245
Ahrr,884
Ahsa1,8924
Ahsa2,1990
Ahsg,8
AI115009,0
AI118078,1
AI182371,14
AI197445,0
AI314180,17274
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,2
AI429214,0
AI450353,43
AI463170,0
AI463229,4
AI464131,10
AI467606,1301
AI481877,6
AI504432,4
AI506816,689
AI507597,52
AI593442,0
AI597479,5340
AI606473,0
AI607873,0
AI646519,0
AI661453,34
AI662270,13501
AI837181,1802
AI839979,26
AI846148,1266
AI847159,20
AI854517,0
AI854703,565
AI987944,725
Aicda,3806
Aida,2003
Aif1,0
Aif1l,7
Aifm1,2186
Aifm2,1038
Aifm3,0
Aig1,4
Aim1,1037
Aim1l,151
Aim2,5428
Aimp1,9627
Aimp2,2867
Aip,0
Aipl1,88
Aire,8
Airn,41
Ajap1,0
Ajuba,63
AK010878,482
Ak1,10
AK129341,0
Ak2,3671
Ak3,5916
Ak4,2
Ak5,56
Ak6,1268
Ak7,195
Ak8,130
Ak9,32
Akap1,2444
Akap10,3665
Akap11,20398
Akap12,1267
Akap13,14663
Akap14,4
Akap17b,3397
Akap2,92
Akap3,265
Akap4,0
Akap5,114
Akap6,4
