gene_id,Satrom-mRNA-48hC_GCCAAT_L003_001
Gm13812,0
Gm13813,0
Gm13817,0
Gm13830,33
Gm13840,5
Gm13841,1
Gm13847,0
Gm13848,0
Gm13853,0
Gm13857,2
Gm13858,15
Gm13861,0
Gm13864,7
Gm13866,0
Gm13869,0
Gm13870,0
Gm13871,0
Gm13880,8
Gm13882,9
Gm13884,31
Gm13889,4
Gm13910,10
Gm13912,0
Gm13923,0
Gm13930,0
Gm13935,0
Gm13937,0
Gm13939,0
Gm13941,0
Gm13944,0
Gm13964,0
Gm13974,0
Gm13975,0
Gm13982,0
Gm13985,0
Gm13986,0
Gm13990,0
Gm13991,14
Gm14005,169
Gm14006,0
Gm14009,199
Gm14010,4
Gm14015,0
Gm14016,1
Gm14023,12
Gm14025,5
Gm14026,33
Gm14028,0
Gm14034,0
Gm14035,0
Gm14038,40
Gm14040,1
Gm14041,0
Gm14046,15
Gm14048,169
Gm14051,0
Gm14055,0
Gm14056,0
Gm14057,39
Gm14058,0
Gm14061,0
Gm14062,0
Gm14064,0
Gm14065,0
Gm14082,0
Gm14085,0
Gm14089,0
Gm14092,0
Gm14111,9
Gm14113,0
Gm14114,0
Gm14122,3
Gm14124,1122
Gm14125,2
Gm14129,0
Gm14130,1
Gm14133,0
Gm14137,106
Gm14139,958
Gm14141,0
Gm14144,0
Gm14147,0
Gm14148,8
Gm14149,17
Gm14151,0
Gm14164,0
Gm14165,27
Gm14167,49
Gm14169,0
Gm14175,0
Gm14197,0
Gm14204,0
Gm14207,3
Gm14210,0
Gm14214,0
Gm14216,0
Gm14227,4
Gm14230,551
Gm14231,0
Gm14232,9
Gm14240,0
Gm14248,0
Gm14249,0
Gm14251,3
Gm14253,4
Gm14263,1
Gm14264,0
Gm14270,798
Gm14273,28
Gm14274,2
Gm14284,284
Gm14285,0
Gm14288,0
Gm14294,0
Gm14295,350
Gm14303,102
Gm14305,446
Gm14306,0
Gm14308,0
Gm14317,0
Gm14321,120
Gm14322,694
Gm14323,9
Gm14325,1130
Gm14326,607
Gm14327,5
Gm14335,19
Gm14342,0
Gm14344,0
Gm14345,0
Gm14346,0
Gm14347,0
Gm14351,0
Gm14367,0
Gm14371,0
Gm14374,0
Gm14377,7
Gm14379,2
Gm14391,1
Gm14393,120
Gm14403,256
Gm14405,0
Gm14408,2
Gm14409,306
Gm14410,534
Gm14412,753
Gm14414,0
Gm14419,14
Gm14420,770
Gm14427,1
Gm14431,0
Gm14434,0
Gm14435,1
Gm14437,0
Gm14440,0
Gm14441,8
Gm14446,0
Gm14450,0
Gm14458,0
Gm14459,0
Gm14461,0
Gm14464,0
Gm14472,3
Gm14473,0
Gm14474,0
Gm14475,0
Gm14476,0
Gm14477,0
Gm14478,0
Gm14479,0
Gm14480,0
Gm14482,0
Gm14483,0
Gm14484,0
Gm14485,0
Gm14486,2
Gm14487,0
Gm14488,0
Gm14496,0
Gm14499,0
Gm14501,0
Gm14502,0
Gm14506,0
Gm14511,0
Gm14517,0
Gm14525,0
Gm14532,5
Gm14538,1
Gm14539,8
Gm14548,24
Gm14562,0
Gm14563,0
Gm14567,0
Gm14569,2
Gm14578,0
Gm14579,0
Gm14585,0
Gm14586,64
Gm14590,0
Gm14594,0
Gm14595,0
Gm14596,0
Gm14598,0
Gm14599,0
Gm14615,0
Gm14616,2
Gm14620,8
Gm14621,0
Gm14622,0
Gm14623,0
Gm14625,0
Gm14630,0
Gm14632,0
Gm14634,4
Gm14635,0
Gm14637,0
Gm14639,18
Gm14642,0
Gm14652,0
Gm14660,0
Gm14664,0
Gm14674,0
Gm14676,0
Gm14680,594
Gm14685,1
Gm14692,0
Gm14696,0
Gm14698,9
Gm14710,0
Gm14718,0
Gm14719,0
Gm14725,0
Gm14730,10
Gm14743,0
Gm14744,0
Gm14750,0
Gm14752,0
Gm14758,0
Gm14760,13
Gm14762,0
Gm14768,0
Gm14769,1
Gm14781,0
Gm14783,0
Gm14784,0
Gm14808,4
Gm14812,0
Gm14819,0
Gm14826,0
Gm14827,19
Gm14843,2
Gm14850,0
Gm14851,0
Gm14858,2
Gm14859,2
Gm14861,2
Gm14865,0
Gm14877,0
Gm14901,0
Gm14902,2
Gm14903,0
Gm14911,0
Gm14920,0
Gm14921,0
Gm14925,0
Gm14926,0
Gm14936,0
Gm14950,0
Gm14957,0
Gm14991,0
Gm15006,0
Gm15008,0
Gm15013,4
Gm15023,0
Gm15026,0
Gm15030,0
Gm15032,2
Gm15043,0
Gm15056,0
Gm15074,0
Gm15075,0
Gm15080,0
Gm15083,0
Gm15085,0
Gm15090,0
Gm15091,0
Gm15093,0
Gm15094,0
Gm15095,0
Gm15097,0
Gm15104,0
Gm15106,0
Gm15107,0
Gm15109,0
Gm15112,0
Gm15113,0
Gm15114,0
Gm15126,0
Gm15127,0
Gm15128,0
Gm15131,0
Gm15133,2
Gm15140,0
Gm15141,0
Gm15142,0
Gm15143,0
Gm15148,1
Gm15151,0
Gm15159,0
Gm15163,37
Gm15165,0
Gm15171,0
Gm15173,0
Gm15179,4
Gm15186,10
Gm15187,0
Gm15190,7
Gm15191,4
Gm15195,1
Gm15196,0
Gm15199,0
Gm15201,0
Gm15209,0
Gm15210,810
Gm15217,0
Gm15223,3
Gm15230,0
Gm15232,30
Gm15241,0
Gm15245,88
Gm15264,0
Gm15266,0
Gm15267,4
Gm1527,0
Gm15279,0
Gm15283,19
Gm15284,0
Gm15290,0
Gm15292,0
Gm15293,0
Gm15294,0
Gm15299,0
Gm15308,0
Gm15310,0
Gm15315,0
Gm15319,0
Gm15320,0
Gm15322,3
Gm15323,3
Gm15325,12
Gm15326,292
Gm15327,26
Gm15328,0
Gm15337,16
Gm15343,0
Gm15348,0
Gm15350,0
Gm15352,0
Gm15363,0
Gm15364,0
Gm15366,0
Gm15386,0
Gm15389,0
Gm15395,0
Gm15396,6
Gm15401,78
Gm15408,60
Gm15411,71
Gm15412,0
Gm15413,0
Gm15417,95
Gm15418,0
Gm15420,0
Gm15421,37
Gm15422,1
Gm15423,13
Gm15425,0
Gm15426,0
Gm15433,106
Gm15441,23
Gm15442,0
Gm15446,248
Gm15448,10
Gm15452,6
Gm15453,188
Gm15455,3
Gm15459,57
Gm15464,12
Gm15466,13
Gm15471,6
Gm15473,0
Gm15483,5
Gm15486,3
Gm15493,0
Gm15496,0
Gm15499,1
Gm15501,2
Gm15506,13
Gm15510,45
Gm15515,0
Gm15517,8
Gm15518,0
Gm15519,64
Gm15520,0
Gm15523,15
Gm15524,0
Gm15527,0
Gm15529,0
Gm1553,0
Gm15531,0
Gm15545,496
Gm15549,19
Gm15551,3
Gm15553,0
Gm15555,0
Gm15558,5
Gm15564,2
Gm15565,0
Gm15566,0
Gm15569,0
Gm15571,0
Gm15572,2
Gm15576,0
Gm15577,0
Gm15580,7
Gm15581,0
Gm15583,50
Gm15593,1
Gm156,0
Gm15603,0
Gm15607,29
Gm15610,8
Gm15612,8
Gm15614,8
Gm15617,0
Gm15621,7
Gm15624,2
Gm15627,0
Gm15628,4
Gm15631,0
Gm15638,0
Gm1564,3
Gm15645,0
Gm15651,72
Gm15658,0
Gm15661,0
Gm15663,0
Gm15674,10
Gm15679,0
Gm15681,0
Gm15688,0
Gm15689,0
Gm15694,40
Gm15698,0
Gm15706,5
Gm15707,1
Gm15708,102
Gm15710,6
Gm15711,0
Gm15713,13
Gm15715,6
Gm15723,0
Gm15725,0
Gm15731,6
Gm15732,0
Gm15736,0
Gm15738,4
Gm15742,37
Gm15744,0
Gm15753,17
Gm15754,21
Gm15755,2
Gm15759,0
Gm15760,342
Gm15762,0
Gm15764,0
Gm15767,1
Gm15770,1
Gm15772,110
Gm15776,11
Gm15784,0
Gm15785,0
Gm15787,49
Gm15793,5
Gm15794,1
Gm15800,4496
Gm15807,0
Gm15816,0
Gm15825,0
Gm15828,0
Gm15834,367
Gm15843,3
Gm15850,69
Gm15854,0
Gm1587,0
Gm15870,0
Gm15879,110
Gm15880,7
Gm15881,0
Gm15894,1
Gm15895,51
Gm15908,0
Gm15910,0
Gm15915,0
Gm15923,0
Gm15925,2
Gm15927,107
Gm15928,3
Gm15934,0
Gm15939,0
Gm15941,0
Gm15946,10
Gm15952,230
Gm15958,0
Gm15959,15
Gm15972,0
Gm15975,0
Gm15984,0
Gm15987,608
Gm15991,596
Gm15997,0
Gm15998,34
Gm1600,0
Gm16005,0
Gm16010,0
Gm16013,0
Gm16017,6
Gm16020,3
Gm16023,153
Gm16026,8
Gm16035,0
Gm16041,0
Gm16042,0
Gm1604A,0
Gm1604b,1
Gm16050,0
Gm16062,32
Gm16063,0
Gm16068,0
Gm16069,13
Gm16070,0
Gm16071,3
Gm16074,22
Gm16083,0
Gm16086,0
Gm16089,1
Gm16090,0
Gm16096,0
Gm16103,7
Gm16104,32
Gm16108,0
Gm16111,7
Gm16116,29
Gm16118,28
Gm16124,63
Gm16130,9
Gm16138,0
Gm16142,0
Gm16143,0
Gm16148,0
Gm16149,0
Gm16150,75
Gm16152,2
Gm16157,8
Gm16159,0
Gm16160,0
Gm16166,4
Gm16168,0
Gm16169,0
Gm16174,33
Gm16185,474
Gm16193,0
Gm16206,23
Gm16208,0
Gm16209,19
Gm16219,0
Gm16222,2
Gm16223,0
Gm16226,0
Gm16228,0
Gm16230,52
Gm16233,0
Gm16238,6
Gm16246,0
Gm16249,0
Gm16261,0
Gm16263,0
Gm16283,10
Gm16287,3
Gm16291,0
Gm16294,0
Gm16304,24
Gm1631,2
Gm16311,0
Gm16322,6
Gm16325,0
Gm16326,93
Gm16336,0
Gm16340,0
Gm16341,25
Gm16342,0
Gm16347,1
Gm16348,0
Gm16350,0
Gm16351,0
Gm16357,0
Gm16364,398
Gm16367,0
Gm16372,43
Gm16374,26
Gm16381,0
Gm16385,3
Gm16386,175
Gm16387,0
Gm16390,0
Gm16391,0
Gm16399,0
Gm16404,0
Gm16405,0
Gm16410,0
Gm16418,0
Gm16425,5
Gm16427,0
Gm16428,0
Gm16429,0
Gm16430,0
Gm16431,0
Gm16432,0
Gm16433,93
Gm16434,0
Gm16437,5
Gm16439,1
Gm16440,0
Gm16441,0
Gm16442,0
Gm16443,0
Gm16445,0
Gm16451,0
Gm16462,0
Gm16463,0
Gm16464,56
Gm1647,83
Gm16470,25
Gm16477,5
Gm16478,0
Gm16486,29
Gm16497,0
Gm16499,0
Gm16500,4
Gm16501,0
Gm16505,0
Gm16513,0
Gm16514,0
Gm16519,0
Gm16523,2
Gm16524,44
Gm16525,0
Gm16527,0
Gm1653,10
Gm16531,1
Gm16532,4
Gm16537,7
Gm16547,0
Gm16548,0
Gm16551,0
Gm16553,0
Gm16555,0
Gm16559,0
Gm16570,5
Gm16573,1
Gm16576,481
Gm16582,0
Gm16585,2
Gm16589,3
Gm16596,0
Gm166,65
Gm1661,14
Gm16617,0
Gm16619,6
Gm16630,6
Gm16638,45
Gm16675,124
Gm16677,6
Gm16686,0
Gm16701,0
Gm16702,15
Gm16712,6
Gm1673,0
Gm16740,29
Gm16758,0
Gm16759,1
Gm16793,0
Gm16794,90
Gm16796,2
Gm16833,0
Gm16835,0
Gm16845,43
Gm16853,6
Gm16861,47
Gm16863,1
Gm16876,4
Gm16880,0
Gm16894,0
Gm16897,0
Gm16907,129
Gm16938,70
Gm16973,283
Gm16976,0
Gm1698,0
Gm16982,25
Gm16984,8
Gm16998,21
Gm17014,0
Gm17019,0
Gm17021,6
Gm17025,3
Gm17026,0
Gm17027,0
Gm17031,0
Gm17039,16
Gm17057,17
Gm17059,3
Gm17060,1
Gm17066,4515
Gm17068,1
Gm17078,0
Gm17079,0
Gm17082,369
Gm17094,0
Gm17102,3
Gm17115,26
Gm17116,3
Gm17147,219
Gm1715,0
Gm17167,0
Gm17171,1
Gm17182,0
Gm17197,0
Gm1720,2
Gm17202,4
Gm17209,64
Gm17212,0
Gm17213,0
Gm17214,0
Gm17215,0
Gm17224,62
Gm17230,0
Gm17241,3
Gm17250,19
Gm17252,3
Gm17257,3
Gm17266,0
Gm17296,4115
Gm17308,1
Gm17330,0
Gm17352,0
Gm17353,0
Gm17359,0
Gm17361,0
Gm17365,6
Gm17382,52
Gm17388,219
Gm17399,225
Gm17412,0
Gm17430,0
Gm17450,2
Gm17455,3
Gm17467,0
Gm17511,16
Gm17518,27
Gm17521,0
Gm17577,0
Gm17580,0
Gm17592,2
Gm17597,4
Gm17619,0
Gm17634,0
Gm17644,0
Gm17660,0
Gm17673,31
Gm17677,0
Gm17689,0
Gm17727,0
Gm17733,0
Gm17740,12
Gm17745,7
Gm17746,0
Gm17748,0
Gm17750,0
Gm17751,0
Gm17752,0
Gm17753,1
Gm17756,0
Gm17757,0
Gm17761,0
Gm17762,11
Gm17763,0
Gm17764,2
Gm17767,2
Gm17768,0
Gm17769,2
Gm17771,0
Gm17772,0
Gm17778,0
Gm17779,0
Gm17780,0
Gm17781,0
Gm17782,0
Gm17783,0
Gm17786,1
Gm17788,2
Gm17791,0
Gm17794,5
Gm17797,0
Gm17798,0
Gm17799,4
Gm17800,0
Gm17801,11
Gm17802,2
Gm17805,0
Gm17807,11
Gm17812,52
Gm17813,0
Gm17817,0
Gm17820,0
Gm17821,0
Gm17822,0
Gm17823,5
Gm17824,0
Gm17825,57
Gm17826,0
Gm17827,5
Gm17828,3
Gm17829,2
Gm17830,0
Gm17831,1
Gm17847,0
Gm17918,0
Gm17970,0
Gm17971,10
Gm17977,0
Gm17980,2
Gm18001,9
Gm18015,0
Gm18025,3
Gm18031,11
Gm18066,1
Gm18075,6
Gm18088,0
Gm18104,4
Gm18116,0
Gm18140,1
Gm18144,2
Gm18152,0
Gm18157,0
Gm1818,100
Gm18183,0
Gm1821,9866
Gm18248,0
Gm1826,12
Gm18284,42
Gm18338,0
Gm18350,0
Gm18367,0
Gm18379,0
Gm18405,0
Gm18409,0
Gm18423,0
Gm18505,1
Gm18541,5
Gm18551,0
Gm18604,0
Gm18618,0
Gm1862,6
Gm18642,0
Gm18646,12
Gm18689,0
Gm18690,0
Gm18709,2
Gm18737,0
Gm18753,0
Gm18757,0
Gm18822,0
Gm18853,0
Gm18859,4
Gm18908,0
Gm18913,4
Gm18949,0
Gm18972,0
Gm18983,0
Gm19013,0
Gm19014,0
Gm19015,0
Gm19086,0
Gm19127,0
Gm19202,0
Gm19209,2
Gm19222,0
Gm19244,0
Gm19245,0
Gm19246,1
Gm19247,32
Gm19248,0
Gm19249,0
Gm19250,0
Gm19252,0
Gm19253,0
Gm19254,0
Gm19255,0
Gm19257,0
Gm19267,0
Gm19272,0
Gm19276,0
Gm19277,0
Gm19281,0
Gm19283,0
Gm19290,0
Gm19291,0
Gm19293,16
Gm19299,0
Gm19303,0
Gm19306,0
Gm19311,0
Gm19312,0
Gm19320,0
Gm19325,4
Gm19327,31
Gm19334,6
Gm19340,0
Gm19343,9
Gm19345,88
Gm19366,2
Gm19376,0
Gm19395,5
Gm19402,0
Gm19410,0
Gm19412,0
Gm19418,0
Gm19424,2
Gm19426,0
Gm19428,0
Gm1943,59
Gm19430,0
Gm19434,0
Gm19441,0
Gm19444,1
Gm19457,0
Gm19461,0
Gm19463,0
Gm19465,0
Gm19466,6
Gm19469,0
Gm19470,0
Gm19480,0
Gm19484,0
Gm19500,0
Gm19501,0
Gm19505,0
Gm19510,2
Gm19519,0
Gm19522,0
Gm19535,0
Gm19536,0
Gm19540,0
Gm19554,2
Gm19557,32
Gm19563,0
Gm19566,0
Gm19571,0
Gm19572,0
Gm19582,9
Gm19583,0
Gm19585,0
Gm19589,0
Gm19596,0
Gm19599,0
Gm19600,7
Gm19611,0
Gm19619,0
Gm19620,5
Gm19637,0
Gm19639,40
Gm19640,0
Gm19644,0
Gm1965,223
Gm19653,0
Gm1966,43
Gm19663,2
Gm19665,13
Gm19668,0
Gm19673,0
Gm19674,0
Gm1968,0
Gm19680,108
Gm19688,0
Gm19689,0
Gm19691,1185
Gm19696,3
Gm19705,6
Gm19709,0
Gm1971,0
Gm19710,54
Gm1972,0
Gm19723,17
Gm19741,0
Gm19744,0
Gm19757,2
Gm1976,702
Gm19761,0
Gm19764,0
Gm19775,0
Gm19777,0
Gm19782,0
Gm19784,0
Gm19786,0
Gm1979,0
Gm19792,3
Gm19798,14
Gm1980,6
Gm19807,1
Gm1982,0
Gm19829,0
Gm19835,1
Gm19840,1
Gm19866,0
Gm19867,0
Gm1987,0
Gm19872,0
Gm19873,0
Gm1988,0
Gm19883,0
Gm19885,0
Gm1989,0
Gm19893,19
Gm19896,0
Gm19897,38
Gm19900,0
Gm19901,0
Gm19908,0
Gm19917,0
Gm19921,0
Gm1993,0
Gm19931,0
Gm19935,0
Gm19936,4
Gm19949,0
Gm1995,0
Gm19950,0
Gm19956,0
Gm19963,0
Gm19987,0
Gm19990,0
Gm19994,0
Gm2000,17
Gm20005,5
Gm20006,0
Gm20007,0
Gm2001,0
Gm20016,2
Gm20018,0
Gm2002,0
Gm20026,2
Gm2003,0
Gm20036,23
Gm20040,0
Gm20043,0
Gm20049,0
Gm2005,0
Gm20056,25
Gm20063,0
Gm20067,0
Gm20070,0
Gm20071,129
Gm20074,0
Gm20083,0
Gm20091,0
Gm20098,2
Gm2011,12
Gm20110,1
Gm2012,0
Gm20121,0
Gm20124,0
Gm20125,2
Gm20128,1
Gm20136,0
Gm20139,2
Gm20147,0
Gm20149,6
Gm20150,0
Gm20153,0
Gm20156,0
Gm2016,0
Gm20161,2
Gm20162,0
Gm20164,0
Gm20172,0
Gm20177,0
Gm20187,0
Gm20188,0
Gm20199,0
Gm20203,0
Gm20219,20
Gm2022,0
Gm20223,0
Gm2023,0
Gm20236,0
Gm20239,0
Gm20241,0
Gm20257,79
Gm20267,1
Gm20268,0
Gm2027,4
Gm20275,54
Gm20277,1
Gm20287,0
Gm20294,0
Gm2030,0
Gm20300,248
Gm20304,0
Gm20319,0
Gm20324,132
Gm2033,0
Gm20336,0
Gm20337,24
Gm20345,0
Gm2035,0
Gm20356,0
Gm2036,0
Gm20362,0
Gm20377,1
Gm20383,0
Gm20385,0
Gm20387,0
Gm20389,0
Gm2042,0
Gm20445,0
Gm2046,0
Gm20465,4
Gm20467,0
Gm20482,0
Gm20491,0
Gm20492,21
Gm20501,0
Gm20506,0
Gm20511,19
Gm20541,0
Gm20544,330
Gm20550,0
Gm20554,0
Gm20556,0
Gm20557,0
Gm2056,0
Gm20560,0
Gm20564,1
Gm20566,0
Gm20570,7
Gm2059,2
Gm20594,0
Gm20597,4
Gm20599,0
Gm20604,0
Gm20605,83
Gm20609,0
Gm2061,4
Gm20611,0
Gm20616,0
Gm20619,0
Gm20627,5
Gm20642,0
Gm2065,10
Gm20652,3
Gm20654,0
Gm20655,104
Gm20658,2
Gm20670,0
Gm20687,6
Gm20706,0
Gm2071,0
Gm20714,0
Gm20717,40
Gm20735,1
Gm20736,0
Gm20737,0
Gm20738,0
Gm20739,0
Gm20740,0
Gm20741,0
Gm20742,0
Gm20743,0
Gm20744,0
Gm20745,0
Gm20746,608
Gm20747,0
Gm20748,21
Gm20749,0
Gm2075,0
Gm20750,0
Gm20751,0
Gm20752,0
Gm20753,2
Gm20754,0
Gm20755,0
Gm20756,512
Gm20757,0
Gm20758,0
Gm20759,0
Gm2076,10
Gm20760,4
Gm20762,19
Gm20763,27
Gm20764,0
Gm20765,0
Gm20767,39
Gm2077,0
Gm20772,0
Gm20773,0
Gm20777,0
Gm20778,0
Gm20780,0
Gm20781,0
Gm20782,0
Gm20783,0
Gm20784,50
Gm20786,0
Gm20787,0
Gm20789,0
Gm20792,0
Gm20793,0
Gm20794,0
Gm20795,0
Gm20796,1
Gm20806,0
Gm20807,0
Gm20809,0
Gm20811,0
Gm20815,0
Gm20816,0
Gm20817,0
Gm20819,0
Gm20820,0
Gm20822,0
Gm20823,0
Gm20826,0
Gm20827,0
Gm20828,0
Gm20831,0
Gm20832,0
Gm20833,0
Gm20836,0
Gm20837,0
Gm20838,0
Gm20842,0
Gm20845,0
Gm20850,0
Gm20851,0
Gm20852,0
Gm20854,0
Gm20857,0
Gm20858,0
Gm20865,0
Gm20867,0
Gm20868,0
Gm20869,0
Gm2087,1
Gm20870,0
Gm20871,0
Gm20873,0
Gm20875,0
Gm20877,0
Gm20878,0
Gm20879,0
Gm20898,0
Gm20899,0
Gm20901,0
Gm20903,0
Gm20906,0
Gm20907,0
Gm20908,0
Gm20910,0
Gm20916,0
Gm20917,0
Gm2092,0
Gm20921,0
Gm20928,0
Gm20929,0
Gm20931,0
Gm20934,0
Gm20938,0
Gm20939,785
Gm20940,2
Gm20941,0
Gm20942,0
Gm20945,0
Gm20949,16
Gm20953,0
Gm20997,0
Gm21002,0
Gm2102,0
Gm21039,0
Gm21057,11
Gm21061,0
Gm21064,0
Gm21070,0
Gm21075,0
Gm21082,0
Gm21089,0
Gm2109,3
Gm21093,0
Gm21094,0
Gm21095,0
Gm21104,0
Gm21112,5
Gm21115,0
Gm21118,0
Gm21119,0
Gm21122,0
Gm21123,2
Gm21129,0
Gm21133,0
Gm21135,0
Gm21136,0
Gm21139,0
Gm21142,0
Gm21145,8
Gm21147,0
Gm21149,0
Gm2115,3
Gm21152,0
Gm21154,2
Gm21156,0
Gm21158,0
Gm21162,0
Gm21168,0
Gm21170,0
Gm21178,4
Gm21180,0
Gm21181,2
Gm21183,0
Gm21188,7
Gm21190,0
Gm21191,0
Gm21221,0
Gm21241,0
Gm21242,0
Gm21245,0
Gm21248,0
Gm21256,0
Gm21258,0
Gm21269,0
Gm21276,0
Gm2128,0
Gm21283,0
Gm21284,50
Gm21286,0
Gm21292,0
Gm21293,0
Gm21294,0
Gm21304,0
Gm21310,0
Gm21312,0
Gm21317,0
Gm21319,0
Gm21320,0
Gm21321,0
Gm21350,0
Gm21358,0
Gm21362,0
Gm21366,0
Gm2137,0
Gm21370,2
Gm21378,28
Gm21379,0
Gm21388,0
Gm21392,0
Gm21393,0
Gm21399,11
Gm21404,0
Gm21405,0
Gm21409,0
Gm2141,0
Gm21411,0
Gm21420,0
Gm21425,0
Gm21430,2
Gm21432,0
Gm21440,0
Gm21447,0
Gm21451,0
Gm21454,0
Gm21461,0
Gm21464,1
Gm21466,0
Gm2147,2
Gm21489,0
Gm21498,0
Gm21513,0
Gm21540,11
Gm21541,0
Gm21559,0
Gm21569,0
Gm2157,0
Gm21571,0
Gm21586,0
Gm21596,5
Gm21598,0
Gm21608,0
Gm2161,0
Gm21620,0
Gm2163,0
Gm21631,0
Gm21637,0
Gm2164,0
Gm21645,0
Gm21647,0
Gm21655,0
Gm21657,0
Gm21658,0
Gm21660,0
Gm21663,0
Gm21671,0
Gm21672,0
Gm21677,0
Gm21678,0
Gm21679,0
Gm21680,0
Gm21681,0
Gm21683,0
Gm21685,0
Gm21693,0
Gm21698,0
Gm21699,0
Gm21704,0
Gm21708,0
Gm21711,0
Gm21719,0
Gm21720,0
Gm21729,0
Gm21734,0
Gm21737,0
Gm21739,0
Gm21744,0
Gm21749,0
Gm21754,0
Gm21756,0
Gm21758,0
Gm21759,0
Gm2176,53
Gm21778,0
Gm2178,0
Gm21790,0
Gm21795,0
Gm21799,0
Gm21809,0
Gm21811,808
Gm21813,0
Gm21818,22
Gm2182,0
Gm21820,0
Gm21825,0
Gm21835,0
Gm21845,0
Gm21847,0
Gm21853,0
Gm21859,2
Gm21861,0
Gm21871,0
Gm21885,1021
Gm2189,0
Gm21894,0
Gm21896,0
Gm21909,0
Gm21910,0
Gm21917,5
Gm2192,0
Gm2193,1
Gm21935,0
Gm21936,1
Gm21937,0
Gm21939,0
Gm21943,0
Gm21944,0
Gm21949,0
Gm21950,0
Gm21951,0
Gm21963,7
Gm21964,0
Gm21975,0
Gm21977,0
Gm21994,4
Gm21996,0
Gm22,24
Gm22109,0
Gm22146,0
Gm22219,0
Gm2223,49
Gm2225,24
Gm22291,0
Gm2231,0
Gm2233,0
Gm2240,2
Gm2244,0
Gm22498,6
Gm2253,11
Gm2260,0
Gm2274,0
Gm2288,0
Gm2296,12
Gm23011,1
Gm2308,13
Gm2318,0
Gm232,0
Gm2328,0
Gm23284,0
Gm23428,0
Gm2352,0
Gm23711,0
Gm2381,1
Gm2383,0
Gm2387,14
Gm2390,0
Gm2395,0
Gm23952,1
Gm2404,0
Gm2407,0
Gm24105,7
Gm2411,0
Gm2412,0
Gm24148,43
Gm2423,1
Gm2427,110
Gm24333,0
Gm2436,0
Gm2439,0
Gm24392,0
Gm2445,13
Gm2446,0
Gm24463,1
Gm2447,0
Gm24474,0
Gm2449,7
Gm2451,8
Gm2457,0
Gm24576,2
Gm24595,0
Gm2464,0
Gm2467,2
Gm2477,2
Gm2479,17
Gm2483,0
Gm2491,0
Gm2495,0
Gm2497,0
Gm25018,0
Gm2506,0
Gm2511,0
Gm2516,0
Gm2517,0
Gm2518,10
Gm25212,0
Gm2534,0
Gm2539,0
Gm25404,0
Gm25432,1348
Gm2544,0
Gm2546,18
Gm25500,39
Gm2551,0
Gm2560,0
Gm2564,0
Gm2573,10
Gm2574,2
Gm2594,0
Gm26008,4
Gm2606,9
Gm2607,1
Gm2611,0
Gm2614,4
Gm2622,0
Gm26232,0
Gm26391,0
Gm2641,0
Gm26510,146
Gm26511,4
Gm26512,2
Gm26515,33
Gm26519,0
Gm26534,77
Gm26535,6
Gm26536,6
Gm26544,0
Gm26550,4
Gm26555,0
Gm26559,0
Gm26560,0
Gm26564,0
Gm26579,38
Gm26583,7
Gm26585,37
Gm26588,376
Gm26592,0
Gm26596,0
Gm266,10
Gm26604,50
Gm26608,1
Gm26615,8
Gm26618,0
Gm26629,0
Gm2663,0
Gm26632,0
Gm26633,0
Gm26634,0
Gm26641,2
Gm26644,0
Gm26651,0
Gm26653,0
Gm2666,32
Gm26664,141
Gm26666,3
Gm26671,0
Gm26679,4
Gm26682,0
Gm26684,0
Gm26685,4
Gm26688,0
Gm26689,3
Gm26691,0
Gm26697,0
Gm26698,0
Gm26705,0
Gm26708,39
Gm26710,56
Gm26715,0
Gm26728,0
Gm26730,0
Gm26740,380
Gm26747,2
Gm26748,0
Gm26752,0
Gm26756,1
Gm2676,10
Gm26761,3
Gm26763,0
Gm26777,0
Gm26779,92
Gm26782,418
Gm26787,11
Gm26793,0
Gm26806,0
Gm26808,5
Gm26820,0
Gm26832,0
Gm26839,172
Gm26843,3
Gm26844,0
Gm26847,166
Gm26851,0
Gm26853,8
Gm26868,4
Gm26871,0
Gm26876,2
Gm26878,0
Gm26885,182
Gm26901,33
Gm26907,0
Gm26908,2
Gm26910,50
Gm26911,0
Gm26919,0
Gm26927,5
Gm2693,0
Gm2694,0
Gm26944,378
Gm26947,44
Gm2696,0
Gm26962,0
Gm26963,0
Gm26970,0
Gm26973,0
Gm26974,0
Gm26975,0
Gm26976,0
Gm26980,5
Gm26988,0
Gm26994,0
Gm26995,0
Gm27005,0
Gm27008,2
Gm27017,2
Gm27042,189
Gm27150,0
Gm2716,0
Gm27166,0
Gm27167,2
Gm27177,0
Gm27197,21
Gm27198,0
Gm27199,1
Gm27204,0
Gm2721,8
Gm27211,0
Gm27219,5
Gm27227,2
Gm27228,0
Gm27230,0
Gm27242,0
Gm27243,0
Gm27246,2
Gm27252,435
Gm27254,11
Gm27321,0
Gm2736,0
Gm2756,0
Gm27572,121
Gm2759,0
Gm2762,0
Gm2777,0
Gm2784,0
Gm27887,0
Gm2792,24
Gm2796,0
Gm2799,0
Gm2803,0
Gm28042,3
Gm2805,1
Gm28050,0
Gm28068,49
Gm28071,0
Gm28073,0
Gm28074,0
Gm28075,0
Gm28076,0
Gm28077,0
Gm2808,1171
Gm28090,0
Gm281,0
Gm28111,0
Gm28114,0
Gm28127,0
Gm28133,0
Gm2814,1
Gm2815,0
Gm28154,0
Gm28165,0
Gm28167,0
Gm28175,2
