gene_id,Satrom-mRNA-3hT_GCCAAT_L004_001
Ccdc107,778
Ccdc108,0
Ccdc109b,14
Ccdc110,0
Ccdc112,305
Ccdc113,0
Ccdc114,12
Ccdc115,3154
Ccdc116,460
Ccdc117,8403
Ccdc12,1321
Ccdc120,589
Ccdc121,0
Ccdc122,642
Ccdc124,1091
Ccdc125,6
Ccdc126,185
Ccdc127,3932
Ccdc129,0
Ccdc13,0
Ccdc130,344
Ccdc132,2014
Ccdc134,1054
Ccdc136,134
Ccdc137,4080
Ccdc138,129
Ccdc14,871
Ccdc141,0
Ccdc142,336
Ccdc142os,12
Ccdc144b,0
Ccdc146,15
Ccdc148,0
Ccdc149,0
Ccdc15,424
Ccdc150,1
Ccdc151,2
Ccdc152,0
Ccdc153,0
Ccdc154,0
Ccdc155,0
Ccdc157,712
Ccdc158,0
Ccdc159,0
Ccdc160,0
Ccdc162,71
Ccdc163,245
Ccdc166,6
Ccdc167,486
Ccdc168,30
Ccdc169,3
Ccdc17,148
Ccdc170,10
Ccdc171,73
Ccdc172,0
Ccdc173,74
Ccdc174,1271
Ccdc175,0
Ccdc176,114
Ccdc177,0
Ccdc178,0
Ccdc18,287
Ccdc181,630
Ccdc183,1
Ccdc184,0
Ccdc185,0
Ccdc186,763
Ccdc22,844
Ccdc23,1134
Ccdc24,2
Ccdc25,4367
Ccdc27,0
Ccdc28a,230
Ccdc28b,211
Ccdc3,2
Ccdc30,18
Ccdc32,833
Ccdc33,69
Ccdc34,787
Ccdc34os,0
Ccdc36,6
Ccdc37,1
Ccdc38,304
Ccdc39,45
Ccdc40,208
Ccdc42,4
Ccdc42b,3
Ccdc43,2803
Ccdc47,5680
Ccdc50,34494
Ccdc51,642
Ccdc53,954
Ccdc54,0
Ccdc55,2462
Ccdc57,452
Ccdc58,2153
Ccdc59,2186
Ccdc6,8103
Ccdc60,0
Ccdc61,373
Ccdc62,67
Ccdc63,75
Ccdc64,112
Ccdc64b,1
Ccdc65,4
Ccdc66,1435
Ccdc67,28
Ccdc68,0
Ccdc69,1
Ccdc7,0
Ccdc70,0
Ccdc71,2428
Ccdc71l,2884
Ccdc73,65
Ccdc74a,10
Ccdc77,567
Ccdc78,24
Ccdc79,2
Ccdc8,3
Ccdc80,6697
Ccdc81,0
Ccdc82,838
Ccdc83,0
Ccdc84,466
Ccdc85a,0
Ccdc85b,1087
Ccdc85c,5754
Ccdc86,3932
Ccdc87,0
Ccdc88a,8583
Ccdc88b,2763
Ccdc88c,3889
Ccdc89,0
Ccdc9,1672
Ccdc90b,0
Ccdc91,413
Ccdc92,58
Ccdc93,2257
Ccdc94,754
Ccdc96,75
Ccdc97,1765
Ccer1,0
Cchcr1,44
Ccin,6
Cck,0
Cckar,0
Cckbr,0
Ccl1,13
Ccl11,0
Ccl12,0
Ccl17,46
Ccl19,0
Ccl19-ps1,0
Ccl19-ps2,0
Ccl19-ps3,0
Ccl2,2
Ccl20,0
Ccl21a,0
Ccl21b,0
Ccl21c,0
Ccl22,267659
Ccl24,0
Ccl25,89
Ccl26,0
Ccl27a,18
Ccl27b,0
Ccl28,32
Ccl3,99
Ccl4,44
Ccl5,12
Ccl6,148
Ccl7,0
Ccl8,0
Ccl9,31
Ccm2,1388
Ccm2l,0
Ccna1,0
Ccna2,7192
Ccnb1,5387
Ccnb1ip1,0
Ccnb2,1949
Ccnb3,0
Ccnc,2129
Ccnd1,3477
Ccnd2,3805
Ccnd3,2303
Ccnd3-ps,42
Ccndbp1,1499
Ccne1,6556
Ccne2,4218
Ccnf,3143
Ccng1,5047
Ccng2,467
Ccnh,1759
Ccni,5666
Ccnj,2829
Ccnjl,0
Ccnk,3862
Ccnl1,4411
Ccnl2,4019
Ccno,52
Ccnt1,2437
Ccnt2,2795
Ccny,6625
Ccnyl1,976
Ccp110,2568
Ccpg1,1159
Ccpg1os,161
Ccr1,283
Ccr10,83
Ccr1l1,5
Ccr2,6
Ccr3,13
Ccr4,196
Ccr5,57
Ccr6,436
Ccr7,10937
Ccr8,0
Ccr9,29
Ccrl2,32
Ccrn4l,2193
Ccs,1220
Ccsap,505
Ccser1,2
Ccser2,3370
Cct2,32225
Cct3,29074
Cct3-ps1,0
Cct4,39202
Cct5,34162
Cct6a,40766
Cct6b,10
Cct7,27778
Cct8,45925
Cct8l1,0
Ccz1,3420
Cd101,3
Cd109,142
Cd14,1
Cd151,1796
Cd160,15
Cd163,0
Cd163l1,0
Cd164,23051
Cd164l2,0
Cd177,6
Cd180,26973
Cd19,12515
Cd1d1,42
Cd1d2,0
Cd2,0
Cd200,1259
Cd200r1,382
Cd200r2,226
Cd200r3,29
Cd200r4,46
Cd207,0
Cd209a,0
Cd209b,0
Cd209c,0
Cd209d,0
Cd209e,0
Cd209f,0
Cd209g,0
Cd22,10796
Cd226,0
Cd244,7
Cd247,62
Cd248,2
Cd24a,33612
Cd27,6
Cd274,762
Cd276,949
Cd28,100
Cd2ap,6490
Cd2bp2,3302
Cd300a,419
Cd300c,0
Cd300e,3
Cd300lb,0
Cd300ld,16
Cd300lf,536
Cd300lg,2
Cd300lh,7
Cd302,3
Cd320,0
Cd33,8
Cd34,0
Cd36,15793
Cd37,3156
Cd38,164
Cd3d,15
Cd3e,0
Cd3eap,3171
Cd3g,16
Cd4,118
Cd40,6530
Cd40lg,0
Cd44,39005
Cd46,68
Cd47,2421
Cd48,2605
Cd5,2990
Cd52,9355
Cd53,11472
Cd55,45
Cd59a,334
Cd59b,18
Cd5l,54
Cd6,53
Cd63,0
Cd63-ps,0
Cd68,815
Cd69,3919
Cd7,55
Cd70,695
Cd72,3241
Cd74,107055
Cd79a,12855
Cd79b,11458
Cd80,3249
Cd81,8058
Cd82,8868
Cd83,25265
Cd84,453
Cd86,14726
Cd8a,5
Cd8b1,2
Cd9,593
Cd9-ps,0
Cd93,3596
Cd96,0
Cd97,143
Cd99,182
Cd99l2,209
Cda,0
Cdadc1,3338
Cdan1,2784
Cdc123,3588
Cdc14a,1951
Cdc14b,501
Cdc16,5991
Cdc20,3217
Cdc20b,0
Cdc23,4661
Cdc25a,11191
Cdc25b,1670
Cdc25c,585
Cdc26,2725
Cdc27,8203
Cdc34,5406
Cdc34-ps,1
Cdc37,11198
Cdc37l1,3271
Cdc40,3578
Cdc42,17863
Cdc42bpa,2495
Cdc42bpb,2851
Cdc42bpg,316
Cdc42ep1,0
Cdc42ep2,28
Cdc42ep3,236
Cdc42ep4,464
Cdc42ep5,8
Cdc42se1,4768
Cdc42se2,7241
Cdc45,1
Cdc5l,6694
Cdc6,9057
Cdc7,1919
Cdc73,6429
Cdca2,6868
Cdca3,2704
Cdca4,5023
Cdca5,4473
Cdca7,9236
Cdca7l,1851
Cdca8,3869
Cdcp1,90
Cdcp2,2129
Cdh1,2
Cdh10,0
Cdh11,37
Cdh12,245
Cdh13,0
Cdh15,0
Cdh16,0
Cdh17,234
Cdh18,0
Cdh19,0
Cdh2,0
Cdh20,0
Cdh22,0
Cdh23,120
Cdh24,200
Cdh26,0
Cdh3,0
Cdh4,0
Cdh5,134
Cdh6,2
Cdh7,0
Cdh8,0
Cdh9,0
Cdhr1,0
Cdhr2,0
Cdhr3,6
Cdhr4,12
Cdhr5,26
Cdip1,4095
Cdipt,4246
Cdk1,5824
Cdk10,861
Cdk11b,6971
Cdk12,11146
Cdk13,8797
Cdk14,1313
Cdk15,4
Cdk16,1817
Cdk17,4913
Cdk18,11
Cdk19,1005
Cdk2,5341
Cdk20,0
Cdk2ap1,793
Cdk2ap2,0
Cdk3-ps,13
Cdk4,17218
Cdk5,772
Cdk5r1,873
Cdk5r2,0
Cdk5rap1,809
Cdk5rap2,2455
Cdk5rap3,2529
Cdk6,17684
Cdk7,4422
Cdk8,7196
Cdk9,6485
Cdkal1,651
Cdkl1,6
Cdkl2,23
Cdkl3,561
Cdkl4,19
Cdkl5,4
Cdkn1a,94
Cdkn1b,957
Cdkn1c,0
Cdkn2a,0
Cdkn2aip,1024
Cdkn2aipnl,5447
Cdkn2b,0
Cdkn2c,498
Cdkn2d,129
Cdkn3,376
Cdnf,31
Cdo1,2
Cdon,214
Cdpf1,463
Cdr1,0
Cdr2,2240
Cdr2l,0
Cdrt4,0
Cdrt4os1,0
Cdrt4os2,0
Cds1,0
Cds2,3247
Cdsn,25
Cdt1,4208
Cdv3,26482
Cdx1,0
Cdx2,0
Cdx4,0
Cdyl,2373
Cdyl2,1762
Ceacam-ps1,0
Ceacam1,842
Ceacam10,2
Ceacam11,0
Ceacam12,0
Ceacam13,0
Ceacam14,0
Ceacam15,1
Ceacam16,190
Ceacam18,0
Ceacam19,0
Ceacam2,191
Ceacam20,0
Ceacam3,0
Ceacam5,0
Ceacam9,0
Cebpa,0
Cebpb,32
Cebpd,236
Cebpe,15
Cebpg,5689
Cebpz,9497
Cebpzos,263
Cecr2,552
Cecr5,161
Cecr6,0
Cel,0
Cela1,36
Cela2a,2
Cela3a,0
Cela3b,0
Celf1,21123
Celf2,9797
Celf3,18
Celf4,5
Celf5,7
Celf6,0
Celrr,0
Celsr1,14
Celsr2,9
Celsr3,7
Cemip,0
Cend1,0
Cenpa,2384
Cenpb,3156
Cenpc1,2157
Cenpe,4510
Cenpf,4638
Cenph,2049
Cenpi,2355
Cenpj,1645
Cenpk,1148
Cenpl,561
Cenpm,691
Cenpn,1294
Cenpo,828
Cenpp,667
Cenpq,1301
Cenpt,1085
Cenpu,489
Cenpv,1101
Cenpw,966
Cep104,1939
Cep112,1
Cep112os2,5
Cep120,2216
Cep128,1385
Cep131,326
Cep135,1457
Cep152,1512
Cep162,1035
Cep164,2224
Cep170,5620
Cep170b,2132
Cep19,785
Cep192,6376
Cep250,3961
Cep290,0
Cep295,3581
Cep350,3736
Cep41,193
Cep44,662
Cep55,1747
Cep57,2384
Cep57l1,423
Cep63,2063
Cep68,6183
Cep70,228
Cep72,380
Cep76,2374
Cep78,1118
Cep83,4026
Cep83os,238
Cep85,3247
Cep85l,1119
Cep89,505
Cep95,629
Cep97,724
Cept1,2279
Cer1,0
Cercam,1103
Cerk,1732
Cerkl,145
Cers1,0
Cers2,7685
Cers3,101
Cers4,8
Cers5,4696
Cers6,0
Ces1a,0
Ces1b,0
Ces1c,0
Ces1d,2
Ces1e,0
Ces1f,0
Ces1g,0
Ces1h,0
Ces2a,0
Ces2b,1
Ces2c,50
Ces2d-ps,1
Ces2e,0
Ces2f,9
Ces2g,8
Ces2h,0
Ces3a,0
Ces3b,0
Ces4a,0
Ces5a,0
Cetn1,0
Cetn2,1653
Cetn3,2552
Cetn4,18
Cfap126,96
Cfap20,2073
Cfap221,0
Cfap36,2222
Cfap43,657
Cfap44,0
Cfap45,0
Cfap46,13
Cfap52,2
Cfap53,2
Cfap54,28
Cfap57,2
Cfap58,18
Cfap61,0
Cfap69,21
Cfap70,370
Cfap74,280
Cfap97,1291
Cfap99,0
Cfb,0
Cfc1,0
Cfd,0
Cfdp1,6306
Cfh,0
Cfhr1,0
Cfhr2,0
Cfhr3,0
Cfi,7
Cfl1,42176
Cfl2,1656
Cflar,3571
Cfp,81
Cftr,0
Cga,0
Cggbp1,12986
Cgn,18
Cgnl1,2
Cgref1,0
Cgrrf1,561
Ch25h,0
Chac1,642
Chac2,515
Chad,7
Chadl,4
Chaf1a,9888
Chaf1b,4119
Champ1,5749
Chat,4
Chchd1,3510
Chchd10,2677
Chchd2,4291
Chchd3,5182
Chchd4,5537
Chchd5,596
Chchd6,1017
Chchd7,332
Chd1,23559
Chd1l,1457
Chd2,2441
Chd3,5639
Chd3os,2
Chd4,49890
Chd5,832
Chd6,4296
Chd7,9770
Chd8,15245
Chd9,3344
Chdh,0
Chek1,3418
Chek2,398
Cherp,8850
Chfr,2102
Chga,0
Chgb,0
Chia1,67
Chic1,0
Chic2,1455
Chid1,2568
Chil1,58
Chil3,0
Chil4,0
Chil5,79
Chil6,0
Chit1,6
Chka,2099
Chkb,9
ChkbCpt1b,0
Chl1,0
Chm,1659
Chml,1675
Chmp1a,2839
Chmp1b,1331
Chmp2a,2484
Chmp2b,1868
Chmp3,2400
Chmp4b,5547
Chmp4c,2
Chmp5,2204
Chmp6,1596
Chmp7,5669
Chn1,16
Chn1os3,0
Chn2,8
Chodl,0
Chordc1,7966
Chp1,4131
Chp2,0
Chpf,4745
Chpf2,4678
Chpt1,506
Chrac1,1538
Chrd,0
Chrdl1,226
Chrdl2,0
Chrm1,2
Chrm2,0
Chrm3,0
Chrm4,1957
Chrm5,14
Chrna1,0
Chrna10,0
Chrna2,8
Chrna3,0
Chrna4,4
Chrna5,0
Chrna6,0
Chrna7,0
Chrna9,3
Chrnb1,224
Chrnb2,147
Chrnb3,0
Chrnb4,6
Chrnd,8
Chrne,0
Chrng,9
Chst1,0
Chst10,2278
Chst11,2354
Chst12,2096
Chst13,0
Chst14,490
Chst15,2
Chst2,0
Chst3,1898
Chst4,0
Chst5,0
Chst7,634
Chst8,12
Chst9,0
Chsy1,1432
Chsy3,0
Chtf18,1462
Chtf8,8941
Chtop,9672
Chuk,4016
Churc1,976
Ciao1,1732
Ciapin1,5326
Ciart,61
Cib1,1047
Cib2,88
Cib3,0
Cib4,0
Cic,2881
Cidea,2
Cideb,13
Cidec,16
Ciita,12707
Cilp,4
Cilp2,2
Cinp,3484
Cipc,2478
Cir1,480
Cirbp,1276
Cirh1a,10210
Cisd1,1734
Cisd2,6707
Cisd3,271
Cish,1127
Cistr-act,0
Cit,1200
Cited1,79
Cited2,6121
Cited4,119
Ciz1,1771
CJ186046Rik,4
Ck-ps3,18
CK137956,0
Ckap2,2129
Ckap2l,1589
Ckap4,5719
Ckap5,9625
Ckb,4
Cklf,290
Ckm,26
Ckmt1,2
Ckmt2,0
Cks1b,4461
Cks1brt,0
Cks2,2370
Clasp1,7219
Clasp2,5116
Clasrp,1027
Clca1,0
Clca2,0
Clca3a1,0
Clca3a2,0
Clca3b,0
Clca4a,0
Clca4b,3
Clca4c-ps,0
Clcc1,1632
Clcf1,0
Clcn1,4
Clcn2,519
Clcn3,4398
Clcn4-2,1814
Clcn5,1829
Clcn6,425
Clcn7,991
Clcnka,0
Clcnkb,2
Cldn1,0
Cldn10,0
Cldn11,2
Cldn12,2586
Cldn13,0
Cldn14,7
Cldn15,14
Cldn16,0
Cldn17,0
Cldn18,0
Cldn19,2
Cldn2,0
Cldn20,5
Cldn22,0
Cldn23,0
Cldn24,0
Cldn3,0
Cldn4,2
Cldn5,0
Cldn6,0
Cldn7,0
Cldn8,0
Cldn9,11
Cldnd1,13058
Cldnd2,0
Clec10a,0
Clec11a,42
Clec12a,523
Clec12b,0
Clec14a,0
Clec16a,1949
Clec18a,0
Clec1a,0
Clec1b,0
Clec2d,292
Clec2e,0
Clec2f,24
Clec2g,43
Clec2h,0
Clec2i,3229
Clec2j,0
Clec2l,42
Clec3a,0
Clec3b,3
Clec4a1,0
Clec4a2,0
Clec4a3,0
Clec4a4,0
Clec4b1,0
Clec4b2,0
Clec4d,0
Clec4e,0
Clec4f,0
Clec4g,0
Clec4n,0
Clec5a,0
Clec7a,0
Clec9a,0
Clgn,24
Clhc1,92
Clic1,0
Clic3,13
Clic4,2707
Clic5,0
Clic6,0
Clint1,21789
Clip1,8561
Clip2,2706
Clip3,4
Clip4,2
Clk1,5016
Clk2,2567
Clk3,2533
Clk4,1632
Clmn,0
Clmp,1
Cln3,531
Cln5,6894
Cln6,1349
Cln8,0
Clnk,0
Clnkos,0
Clns1a,8621
Clock,1769
Clp1,2866
Clpb,2804
Clpp,2106
Clps,0
Clpsl2,0
Clptm1,5433
Clptm1l,7128
Clpx,4393
Clrn1,0
Clrn2,0
Clrn3,1
Clspn,10627
Clstn1,885
Clstn2,0
Clstn3,963
Clta,10111
Cltb,1117
Cltc,37036
Clu,0
Cluap1,2092
Cluh,18845
Clvs1,0
Clvs2,0
Clybl,1541
Cma1,0
Cma2,0
Cmah,2878
Cmas,1593
Cmbl,2
Cmc1,435
Cmc2,482
Cmip,6252
Cmklr1,0
Cml1,26
Cml2,0
Cml3,0
Cml5,0
Cmpk1,4505
Cmpk2,0
Cmss1,2123
Cmtm1,0
Cmtm2a,0
Cmtm2b,1
Cmtm3,630
Cmtm4,6191
Cmtm5,0
Cmtm6,3757
Cmtm7,1492
Cmtm8,320
Cmtr1,4381
Cmtr2,1369
Cmya5,50
CN725425,6
Cnbd1,0
Cnbd2,48
Cnbp,64809
Cndp1,0
Cndp2,1612
Cnep1r1,1636
Cnfn,0
Cnga1,0
Cnga2,0
Cnga3,0
Cnga4,0
Cngb1,0
Cngb3,0
Cnih1,8817
Cnih2,20
Cnih3,0
Cnih4,1596
Cnksr1,9
Cnksr2,0
Cnksr3,489
Cnn1,1
Cnn2,1636
Cnn3,2326
Cnnm1,0
Cnnm2,434
Cnnm3,2193
Cnnm4,867
Cnot1,26163
Cnot10,4454
Cnot11,2755
Cnot2,7194
Cnot3,3384
Cnot4,1824
Cnot6,8404
Cnot6l,7556
Cnot7,5493
Cnot8,2025
Cnp,2038
Cnppd1,3517
Cnpy1,0
Cnpy2,3131
Cnpy3,5489
Cnpy4,934
Cnr1,0
Cnr2,789
Cnrip1,0
Cnst,1270
Cntd1,101
Cntf,6
Cntfr,0
Cntln,0
Cntn1,0
Cntn2,2
Cntn3,0
Cntn4,44
Cntn5,0
Cntn6,0
Cntnap1,779
Cntnap2,0
Cntnap3,0
Cntnap4,0
Cntnap5a,0
Cntnap5b,0
Cntnap5c,11
Cntrl,6760
Cntrob,445
Coa3,1041
Coa4,225
Coa5,8309
Coa6,610
Coa7,1756
Coasy,1734
Cobl,0
Cobll1,747
Coch,0
Cog1,1336
Cog2,2841
Cog3,3788
Cog4,1906
Cog5,1329
Cog6,1132
Cog7,1295
Cog8,1331
Coil,1107
Col10a1,0
Col11a1,0
Col11a2,0
Col12a1,0
Col13a1,19
Col14a1,6
Col15a1,473
Col16a1,1
Col17a1,24
Col18a1,85
Col19a1,0
Col1a1,3
Col1a2,0
Col20a1,308
Col22a1,0
Col23a1,2
Col24a1,0
Col25a1,0
Col26a1,4
Col27a1,1
Col28a1,0
Col2a1,31
Col3a1,0
Col4a1,4
Col4a2,29
Col4a3,2
Col4a3bp,4079
Col4a4,15
Col4a5,0
Col4a6,0
Col5a1,0
Col5a2,0
Col5a3,0
Col6a1,2
Col6a2,0
Col6a3,3
Col6a4,0
Col6a5,0
Col6a6,0
Col7a1,56
Col8a1,0
Col8a2,0
Col9a1,1
Col9a2,5
Col9a3,20
Colec10,0
Colec11,2
Colec12,0
Colgalt1,10839
Colgalt2,0
Colq,488
Commd1,2793
Commd10,1154
Commd2,2140
Commd3,1712
Commd4,1278
Commd5,914
Commd6,1213
Commd7,1945
Commd8,1698
Commd9,565
Comp,23
Comt,3
Comtd1,647
Copa,17036
Copb1,8966
Copb2,11567
Cope,3540
Copg1,7195
Copg2,1714
Coprs,336
Cops2,15520
Cops3,5291
Cops4,5031
Cops5,5078
Cops6,4279
Cops7a,5195
Cops7b,1978
Cops8,4159
Copz1,9155
Copz2,33
Coq10a,199
Coq10b,556
Coq2,1493
Coq3,441
Coq4,984
Coq5,2214
Coq6,596
Coq7,895
Coq9,1592
Corin,4
Coro1a,6022
Coro1b,0
Coro1c,11671
Coro2a,7411
Coro2b,214
Coro6,22
Coro7,2545
Cort,2
Cotl1,3935
Cox10,1555
Cox11,1571
Cox14,1725
Cox15,1809
Cox16,1480
Cox17,3579
Cox18,355
Cox19,708
Cox20,5
Cox20-ps,0
Cox4i1,13587
Cox4i2,1
Cox5a,5429
Cox5b,4264
Cox6a1,5037
Cox6a2,1016
Cox6b1,5041
Cox6b2,0
Cox6c,4360
Cox7a1,13
Cox7a2,3278
Cox7a2l,3225
Cox7b,4417
Cox7b2,0
Cox7c,2359
Cox8a,6010
Cox8b,0
Cox8c,0
Cp,70
Cpa1,0
Cpa2,0
Cpa3,0
Cpa4,0
Cpa5,0
Cpa6,0
Cpb1,0
Cpb2,2
Cpd,15634
Cpe,2
Cpeb1,4
Cpeb2,381
Cpeb3,185
Cpeb4,5237
Cped1,29
Cphx1,0
Cphx2,0
Cphx3,0
Cplx1,4
Cplx2,22
Cplx3,1
Cplx4,0
Cpm,22
Cpn1,51
Cpn2,0
Cpne1,2564
Cpne2,908
Cpne3,2459
Cpne4,0
Cpne5,22
Cpne6,4
Cpne7,0
Cpne8,7
Cpne9,2
Cpo,0
Cpox,12064
Cpped1,2145
Cpq,0
Cps1,0
Cpsf1,5510
Cpsf2,8647
Cpsf3,4671
Cpsf3l,3055
Cpsf4,3124
Cpsf4l,28
Cpsf6,14622
Cpsf7,4508
Cpt1a,937
Cpt1b,0
Cpt1c,13
Cpt2,705
Cptp,1704
Cpvl,1
Cpxcr1,0
Cpxm1,108
Cpxm2,0
Cpz,0
Cr1l,2496
Cr2,1
Crabp1,0
Crabp2,17
Cracr2a,132
Cracr2b,8
Cradd,194
Cramp1l,3324
Crat,439
Crb1,0
Crb2,11
Crb3,0
Crbn,1958
Crcp,1538
Crct1,0
Creb1,5576
Creb3,920
Creb3l1,96
Creb3l2,435
Creb3l3,8
Creb3l4,3
Creb5,0
Crebbp,6569
Crebl2,75
Crebrf,1062
Crebzf,6008
Creg1,1816
Creg2,0
Creld1,120
Creld2,5982
Crem,567
Crh,0
Crhbp,0
Crhr1,0
Crhr2,0
Crim1,3744
Crip1,1
Crip2,0
Crip3,1
Cript,1243
Crisp1,0
Crisp2,0
Crisp3,431
Crisp4,0
Crispld1,0
Crispld2,2
Crk,6638
Crkl,6344
Crlf1,6
Crlf2,519
Crlf3,5138
Crls1,2234
Crmp1,309
Crnde,0
Crnkl1,3735
Crnn,0
Crocc,373
Crot,824
Crp,0
Crtac1,0
Crtam,0
Crtap,2328
Crtc1,1758
Crtc2,2907
Crtc3,2587
Crx,2
Crxos,8
Cry1,4284
Cry2,1450
Cryaa,8
Cryab,0
Cryba1,0
Cryba2,2
Cryba4,0
Crybb1,0
Crybb2,0
Crybb3,0
Crybg3,76
Cryga,0
Crygb,0
Crygc,0
Crygd,0
Cryge,0
Crygf,0
Crygn,1
Crygs,0
Cryl1,562
Crym,0
Cryz,961
Cryzl1,3965
Cs,10868
Csad,240
Csdc2,12
Csde1,25196
Cse1l,18190
Csf1,858
Csf1r,881
Csf1r-ps,0
Csf2,0
Csf2ra,11
Csf2rb,11631
Csf2rb2,2533
Csf3,2
Csf3r,0
Csgalnact1,46
Csgalnact2,957
Csk,7211
Csl,1
Csmd1,0
Csmd2,7
Csmd2os,0
Csmd3,0
Csn1s1,0
Csn1s2a,0
Csn1s2b,0
Csn2,0
Csn3,2
Csnk1a1,23253
Csnk1d,14592
Csnk1e,2983
Csnk1g1,2173
Csnk1g2,3510
Csnk1g3,4116
Csnk2a1,4805
Csnk2a1-ps1,0
Csnk2a2,11125
Csnk2b,0
Csnka2ip,0
Cspg4,4
Cspg5,21
Cspp1,1780
Csprs,21
Csrnp1,1140
Csrnp2,1020
Csrnp3,0
Csrp1,4894
Csrp2,0
Csrp2bp,3746
Csrp3,9
Cst10,0
Cst11,0
Cst12,0
Cst13,0
Cst3,3813
Cst6,0
Cst7,1614
Cst8,0
Cst9,0
Csta1,0
Cstad,5
Cstb,1834
Cstf1,3045
Cstf2,6500
Cstf2t,3091
Cstf3,2302
Cstl1,0
Ctag2,0
Ctage5,8980
Ctbp1,9819
Ctbp2,14
Ctbs,1350
Ctc1,1547
Ctcf,11308
Ctcfl,0
Ctcflos,0
Ctdnep1,0
Ctdp1,4747
Ctdsp1,3361
Ctdsp2,2738
Ctdspl,0
Ctdspl2,5926
Ctf1,0
Ctf2,0
Ctgf,0
Cth,10350
Cthrc1,0
Ctif,71
Ctla2a,0
Ctla2b,0
Ctla4,64
Ctnna1,3324
Ctnna2,0
Ctnna3,0
Ctnnal1,3324
Ctnnb1,41253
Ctnnbip1,171
Ctnnbl1,2440
Ctnnd1,32
Ctnnd2,0
Ctns,0
Ctps,13871
Ctps2,1728
Ctr9,5444
Ctrb1,2
Ctrc,0
Ctrcos,0
Ctrl,21
Cts3,0
Cts6,0
Cts7,0
Cts8,0
Cts8-ps,0
Ctsa,2056
Ctsb,10035
Ctsc,21764
Ctsd,8080
Ctse,935
Ctsf,0
Ctsg,0
Ctsh,8241
Ctsj,0
Ctsk,2
Ctsl,19
Ctsll3,0
Ctsm,0
Ctso,1547
Ctsq,0
Ctsr,0
Ctss,9969
Ctsw,218
Ctsz,5714
Cttn,12
Cttnbp2,0
Cttnbp2nl,20
Ctu1,508
Ctu2,1872
Ctxn1,42
Ctxn2,0
Ctxn3,19
Cubn,1
Cuedc1,0
Cuedc2,2875
Cul1,13463
Cul2,5171
Cul3,17083
Cul4a,2230
Cul4b,6986
Cul5,5208
Cul7,3841
Cul9,8
Cuta,979
Cutal,0
Cutc,725
Cux1,4348
Cux2,106
Cuzd1,0
Cwc15,5942
Cwc22,6614
Cwc25,2133
Cwc27,3242
Cwf19l1,1488
Cwf19l2,1730
Cwh43,0
Cx3cl1,199
Cx3cr1,4
Cxadr,23
Cxcl1,0
Cxcl10,23
Cxcl11,0
Cxcl12,5
Cxcl13,0
Cxcl14,0
Cxcl15,0
Cxcl16,0
Cxcl17,0
Cxcl2,2
Cxcl3,0
Cxcl5,0
Cxcl9,0
Cxcr1,0
Cxcr2,1
Cxcr3,48
Cxcr4,7830
Cxcr5,6957
Cxcr6,109
Cxx1a,0
Cxx1b,0
Cxx1c,0
Cxxc1,2708
Cxxc4,0
Cxxc5,477
Cyb561,0
Cyb561a3,10020
Cyb561d1,691
Cyb561d2,585
Cyb5a,1789
Cyb5b,12819
Cyb5d1,2442
Cyb5d2,206
Cyb5r1,1487
Cyb5r2,2
Cyb5r3,3833
Cyb5r4,3797
Cyb5rl,768
Cyba,14408
Cybb,17252
Cybrd1,2
Cyc1,6696
Cycs,4489
Cyct,0
Cyfip1,4397
Cyfip2,11688
Cygb,15
Cyhr1,3410
Cylc1,0
Cylc2,0
Cyld,2206
Cym,0
Cyp11a1,3393
Cyp11b1,0
Cyp11b2,0
Cyp17a1,0
Cyp19a1,0
Cyp1a1,39
Cyp1a2,1
Cyp1b1,2
Cyp20a1,1487
Cyp21a1,0
Cyp21a2-ps,0
Cyp24a1,0
Cyp26a1,1
Cyp26b1,0
Cyp26c1,0
Cyp27a1,2
Cyp27b1,8
Cyp2a12,0
Cyp2a21-ps,0
Cyp2a22,0
Cyp2a4,0
Cyp2a5,0
Cyp2ab1,0
Cyp2b10,0
Cyp2b13,0
Cyp2b19,0
Cyp2b23,0
Cyp2b9,0
Cyp2c29,0
Cyp2c37,0
Cyp2c38,0
Cyp2c39,0
Cyp2c40,0
Cyp2c44,15
Cyp2c50,0
Cyp2c53-ps,0
Cyp2c54,0
Cyp2c55,2
Cyp2c65,0
Cyp2c66,0
Cyp2c67,0
Cyp2c68,0
Cyp2c69,0
Cyp2c70,0
Cyp2d10,0
Cyp2d11,0
Cyp2d12,0
Cyp2d13,0
Cyp2d22,6
Cyp2d26,4
Cyp2d34,0
Cyp2d37-ps,0
Cyp2d40,0
Cyp2d41-ps,0
Cyp2d67-ps,0
Cyp2d9,0
Cyp2e1,0
Cyp2f2,0
Cyp2g1,0
Cyp2j11,0
Cyp2j12,0
Cyp2j13,0
Cyp2j5,0
Cyp2j6,0
Cyp2j7,0
Cyp2j8,0
Cyp2j9,0
Cyp2r1,0
Cyp2s1,1
Cyp2t4,29
Cyp2u1,3
Cyp2w1,0
Cyp39a1,0
Cyp3a11,0
Cyp3a13,0
Cyp3a16,0
Cyp3a25,0
Cyp3a41a,0
Cyp3a41b,0
Cyp3a44,0
Cyp3a57,0
Cyp3a59,0
Cyp46a1,2
Cyp4a10,0
Cyp4a12a,0
Cyp4a12b,0
Cyp4a14,0
Cyp4a29,0
