gene_id,Satrom-mRNA-2hC_TAGCTT_L002_001
Dopey1,2465
Dopey2,518
Dos,337
Dot1l,11397
Doxl2,0
Dpagt1,2028
Dpcd,1246
Dpcr1,10
Dpep1,1
Dpep2,10
Dpep3,1
Dpf1,235
Dpf2,5411
Dpf3,58
Dph1,1030
Dph2,2020
Dph3,2431
Dph5,2214
Dph6,2618
Dph7,1573
Dpm1,2402
Dpm2,924
Dpm3,533
Dpp10,61
Dpp3,4897
Dpp4,0
Dpp6,2
Dpp7,1669
Dpp8,8567
Dpp9,4745
Dppa1,0
Dppa2,0
Dppa3,0
Dppa3-ps,0
Dppa4,0
Dppa5a,0
Dppa5b,0
Dppa5c,0
Dpt,0
Dpy19l1,3579
Dpy19l2,0
Dpy19l3,1588
Dpy19l4,4151
Dpy30,2515
Dpyd,0
Dpys,0
Dpysl2,1253
Dpysl3,0
Dpysl4,0
Dpysl5,21
DQ267100,0
DQ267101,0
DQ267102,0
Dqx1,234
Dr1,9355
Dram1,2
Dram2,2676
Drap1,4339
Draxin,56
Drc1,2
Drc7,2
Drd1,0
Drd2,0
Drd3,0
Drd4,0
Drd5,0
Dreh,0
Drg1,13556
Drg2,4654
Drosha,12794
Drp2,54
Dsc1,0
Dsc2,0
Dsc3,0
Dscam,3
Dscaml1,2
Dscc1,1797
Dscr3,286
Dse,0
Dsel,0
Dsg1a,2
Dsg1b,0
Dsg1c,0
Dsg2,0
Dsg3,0
Dsg4,0
Dsn1,1834
Dsp,0
Dspp,0
Dst,5150
Dstn,10244
Dstyk,87
Dtd1,1779
Dtd2,942
Dthd1,0
Dtl,16507
Dtna,0
Dtnb,1382
Dtnbp1,3463
Dtwd1,976
Dtwd2,760
Dtx1,1014
Dtx2,2780
Dtx3,5188
Dtx3l,3100
Dtx4,5393
Dtymk,3969
Duox1,16
Duox2,1
Duoxa1,0
Duoxa2,0
Dupd1,2
Dus1l,5119
Dus2,1162
Dus3l,4302
Dus4l,1812
Dusp1,857
Dusp10,1190
Dusp11,11723
Dusp12,1232
Dusp13,6
Dusp14,1872
Dusp15,0
Dusp16,1509
Dusp18,1745
Dusp19,741
Dusp2,6879
Dusp21,0
Dusp22,1600
Dusp23,12
Dusp26,6
Dusp27,4
Dusp28,134
Dusp3,2523
Dusp4,7762
Dusp5,2097
Dusp6,441
Dusp7,3151
Dusp8,30
Dusp9,27
Dut,5412
Duxbl1,0
Duxbl2,0
Duxbl3,0
Dvl1,5666
Dvl2,72
Dvl3,3665
DXBay18,0
Dxo,0
Dydc1,0
Dydc2,0
Dym,3549
Dynap,0
Dync1h1,35900
Dync1i1,0
Dync1i2,4557
Dync1li1,2967
Dync1li2,5143
Dync2h1,4531
Dync2li1,544
Dynll1,13414
Dynll2,3280
Dynlrb1,2742
Dynlrb2,3
Dynlt1-ps1,16
Dynlt1a,403
Dynlt1b,918
Dynlt1c,28
Dynlt1f,327
Dynlt3,2707
Dyrk1a,169
Dyrk1b,146
Dyrk2,5649
Dyrk3,993
Dyrk4,567
Dysf,8
Dytn,0
Dyx1c1,122
Dzank1,15
Dzip1,12
Dzip1l,0
Dzip3,4766
E030002O03Rik,0
E030003E18Rik,0
E030007A22Rik,75
E030010N08Rik,0
E030011O05Rik,450
E030013I19Rik,0
E030018B13Rik,1
E030019B13Rik,0
E030024N20Rik,11
E030025P04Rik,0
E030030I06Rik,127
E030042O20Rik,27
E030044B06Rik,0
E030046B03Rik,1
E130006D01Rik,0
E130008D07Rik,0
E130012A19Rik,2
E130018N17Rik,19
E130018O15Rik,0
E130102H24Rik,6
E130111B04Rik,0
E130112N10Rik,70
E130114P18Rik,0
E130119H09Rik,0
E130201H02Rik,2
E130215H24Rik,0
E130218I03Rik,2
E130304I02Rik,4
E130307A14Rik,209
E130308A19Rik,1987
E130309D02Rik,4849
E130309D14Rik,0
E130310I04Rik,2
E130311K13Rik,197
E130317F20Rik,143
E230008N13Rik,6
E230013L22Rik,107
E230015B07Rik,3
E230016K23Rik,0
E230016M11Rik,32
E230019M04Rik,0
E230025N22Rik,44
E230029C05Rik,11
E2f1,3490
E2f2,2445
E2f3,4892
E2f4,9802
E2f5,1022
E2f6,3009
E2f7,816
E2f8,2859
E330009J07Rik,3125
E330011O21Rik,0
E330012B07Rik,0
E330013P04Rik,4
E330014E10Rik,0
E330016L19Rik,0
E330017A01Rik,0
E330017L17Rik,0
E330020D12Rik,731
E330021D16Rik,0
E330023G01Rik,0
E330032C10Rik,2
E330033B04Rik,127
E330034G19Rik,2
E330035G20Rik,0
E430016F16Rik,0
E430018J23Rik,216
E430024I08Rik,383
E430024P14Rik,0
E430025E21Rik,8645
E4f1,1218
E530001F21Rik,0
E530001K10Rik,0
E530011L22Rik,0
Eaf1,13187
Eaf2,98
Eapp,1776
Ear-ps2,0
Ear-ps9,0
Ear1,0
Ear10,0
Ear14,0
Ear2,0
Ear6,0
Ears2,747
Ebag9,1843
Ebf1,10997
Ebf2,0
Ebf3,8
Ebf4,32
Ebi3,1809
Ebna1bp2,7214
Ebp,1069
Ebpl,830
Ecd,12339
Ece1,1229
Ece2,1971
Ecel1,0
Ech1,2912
Echdc1,550
Echdc2,1173
Echdc3,1004
Echs1,2481
Eci1,2497
Eci2,4102
Eci3,15
Ecm1,271
Ecm2,16
Ecscr,18
Ecsit,1734
Ect2,3629
Ect2l,0
Eda,0
Eda2r,0
Edar,1
Edaradd,15
Edc3,4687
Edc4,6505
Eddm3b,0
Edem1,11095
Edem2,3795
Edem3,5870
Edf1,2921
Edil3,0
Edn1,0
Edn2,2
Edn3,0
Ednra,0
Ednrb,0
Edrf1,3210
Eea1,5946
Eed,7318
Eef1a1,577460
Eef1a1-ps1,84
Eef1a2,0
Eef1b2,61195
Eef1d,13904
Eef1e1,5762
Eef1g,60401
Eef2,296509
Eef2k,4102
Eef2kmt,794
Eefsec,2220
Eepd1,2888
Efcab1,0
Efcab10,0
Efcab11,409
Efcab12,67
Efcab13,0
Efcab14,5271
Efcab2,390
Efcab3,218
Efcab5,77
Efcab6,0
Efcab7,380
Efcab8,2
Efcab9,174
Efcc1,11
Efemp1,0
Efemp2,22
Efhb,0
Efhc1,10
Efhc2,0
Efhd1,7
Efhd2,6051
Efna1,30
Efna2,715
Efna3,30
Efna4,156
Efna5,24
Efnb1,2804
Efnb2,9
Efnb3,126
Efr3a,3465
Efr3b,401
Efs,0
Eftud1,2625
Eftud2,16244
Egf,47
Egfem1,0
Egfl6,237
Egfl7,1743
Egfl8,0
Egflam,0
Egfr,7
Egln1,4432
Egln2,10184
Egln3,0
Egr1,245
Egr2,303
Egr3,1
Egr4,0
Ehbp1,0
Ehbp1l1,11017
Ehd1,21746
Ehd2,434
Ehd3,2928
Ehd4,5289
Ehf,0
Ehhadh,745
Ehmt1,6620
Ehmt2,0
Ei24,3587
Eid1,1110
Eid2,0
Eid2b,187
Eid3,174
Eif1,25058
Eif1-ps1,4
Eif1-ps2,2
Eif1-ps3,0
Eif1a,22340
Eif1ad,6940
Eif1ax,7351
Eif1b,2541
Eif2a,8219
Eif2ak1,4629
Eif2ak2,3650
Eif2ak3,4177
Eif2ak4,4357
Eif2b1,4202
Eif2b2,3349
Eif2b3,4701
Eif2b4,2814
Eif2b5,8962
Eif2c5,15
Eif2d,3280
Eif2s1,16772
Eif2s2,23076
Eif2s3x,4689
Eif2s3y,0
Eif3a,99957
Eif3b,33734
Eif3c,36689
Eif3d,16902
Eif3e,36462
Eif3f,18855
Eif3g,14315
Eif3h,26300
Eif3i,3101
Eif3j1,7547
Eif3j2,50
Eif3k,9560
Eif3l,17181
Eif3m,12487
Eif3s6-ps2,3
Eif3s6-ps3,0
Eif3s6-ps4,1
Eif4a-ps4,413
Eif4a1,81592
Eif4a2,24541
Eif4a3,10485
Eif4b,128227
Eif4e,19217
Eif4e1b,0
Eif4e2,7992
Eif4e3,1630
Eif4ebp1,6558
Eif4ebp2,8941
Eif4ebp3,329
Eif4enif1,16427
Eif4g1,68383
Eif4g2,92102
Eif4g3,14918
Eif4h,32328
Eif5,33413
Eif5a,0
Eif5a2,2
Eif5al3-ps,287
Eif5b,22759
Eif6,6964
Elac1,1100
Elac2,5102
Elane,2
Elavl1,10520
Elavl2,0
Elavl3,24
Elavl4,0
Eldr,267
Elf1,15429
Elf2,7703
Elf3,1457
Elf4,4195
Elf5,0
Elfn1,7
Elfn2,41
Elk1,1054
Elk3,4238
Elk4,4829
Ell,1946
Ell2,12146
Ell3,65
Elmo1,7552
Elmo2,2079
Elmo3,221
Elmod1,0
Elmod2,966
Elmod3,893
Elmsan1,5420
Eln,0
Elof1,2175
Elovl1,2367
Elovl2,0
Elovl3,0
Elovl4,0
Elovl5,7845
Elovl6,0
Elovl7,1174
Elp2,8562
Elp3,10001
Elp4,1852
Elp5,0
Elp6,878
Eltd1,0
Emb,0
Emc1,4855
Emc10,3740
Emc2,4730
Emc3,4691
Emc4,2100
Emc6,1
Emc7,4959
Emc8,5078
Emc9,240
Emcn,2
Emd,5219
Eme1,1726
Eme2,855
Emg1,6246
Emid1,8
Emilin1,122
Emilin2,6
Emilin3,0
Eml1,0
Eml2,2336
Eml3,2698
Eml4,20453
Eml5,451
Eml6,119
Emp1,6769
Emp2,0
Emp3,722
Emr1,312
Emr4,3
Emx1,0
Emx2,0
Emx2os,0
En1,0
En2,0
Enah,7705
Enam,30
Enc1,515
Endod1,534
Endog,93
Endou,2971
Endov,1223
Eng,36
Engase,443
Enho,79
Enkd1,1323
Enkur,0
Eno1,18621
Eno1b,12
Eno2,1691
Eno3,15
Eno4,473
Enoph1,2447
Enox1,0
Enox2,1702
Enpep,0
Enpp1,0
Enpp2,0
Enpp3,1
Enpp4,0
Enpp5,0
Enpp6,54
Enpp7,0
Ensa,6303
Enthd1,2
Enthd2,999
Entpd1,1867
Entpd2,0
Entpd3,0
Entpd4,1
Entpd5,1904
Entpd6,3041
Entpd7,1941
Entpd8,10
Eny2,4510
Eogt,2136
Eomes,2
Ep300,13427
Ep400,14605
Epas1,0
Epb4.1,8946
Epb4.1l1,245
Epb4.1l2,11539
Epb4.1l3,11
Epb4.1l4a,20
Epb4.1l4b,2
Epb4.1l5,3670
Epb4.2,0
Epc1,3599
Epc2,4394
Epcam,0
Epdr1,0
Epg5,2504
Epgn,0
Epha1,0
Epha10,4
Epha2,8
Epha3,0
Epha4,604
Epha5,0
Epha6,2
Epha7,0
Epha8,6
Ephb1,1
Ephb2,6
Ephb3,2
Ephb4,1312
Ephb6,0
Ephx1,184
Ephx2,0
Ephx3,20
Ephx4,2
Epm2a,0
Epm2aip1,7469
Epn1,8477
Epn2,1275
Epn3,42
Epo,0
Epor,31
Eppin,0
Eppk1,41
Eprs,48586
Eps15,14754
Eps15l1,5990
Eps8,23
Eps8l1,422
Eps8l2,11
Eps8l3,0
Epsti1,20
Ept1,7351
Epx,0
Epyc,0
Eqtn,96
Eral1,1422
Erap1,9526
Eras,0
Erbb2,5
Erbb2ip,35151
Erbb3,2134
Erbb4,0
Erc1,71
Erc2,0
Ercc1,657
Ercc2,3321
Ercc3,3349
Ercc4,2403
Ercc5,785
Ercc6,9374
Ercc6l,3300
Ercc6l2,10203
Ercc8,1630
Erdr1,1492
Ereg,0
Erf,2831
Erg,2
Ergic1,11796
Ergic2,0
Ergic3,4963
Erh,2655
Eri1,7383
Eri2,1312
Eri3,1848
Erich1,635
Erich2,0
Erich3,8
Erich4,0
Erich5,2
Erich6,49
Erlec1,5219
Erlin1,6583
Erlin2,5316
Ermap,68
Ermard,661
Ermn,10
Ermp1,6980
Ern1,2138
Ern2,0
Ero1l,11664
Ero1lb,6037
Erp27,69
Erp29,11046
Erp44,9824
Errfi1,0
Erv3,0
Esam,2
Esco1,5652
Esco2,5309
Esd,6622
Esf1,9234
Esm1,2
Esp1,0
Esp15,0
Esp16,0
Esp18,0
Esp23,0
Esp24,0
Esp3,0
Esp31,0
Esp34,0
Esp36,0
Esp38,0
Esp4,0
Esp5,0
Esp6,0
Esp6Esp5,0
Esp8,0
Espl1,12902
Espn,312
Espnl,2488
Esr1,14
Esr2,1
Esrp1,6
Esrp2,10
Esrra,1324
Esrrb,0
Esrrg,0
Esx1,6
Esyt1,5598
Esyt2,3352
Esyt3,6
Etaa1,6672
Etd,0
Etf1,41966
Etfa,7268
Etfb,4227
Etfdh,2368
Ethe1,1942
Etl4,3337
Etnk1,11135
Etnk2,21
Etnppl,0
Etohd2,33
Etohi1,923
Ets1,10337
Ets2,0
Etv1,152
Etv2,2
Etv3,6388
Etv3l,106
Etv4,44
Etv5,779
Etv6,6603
EU599041,0
Eva1a,0
Eva1b,291
Eva1c,0
Evc,43
Evc2,1
Evi2a,3210
Evi2b,0
Evi5,3304
Evi5l,394
Evl,31
Evpl,23
Evx1,0
Evx2,0
Ewsr1,43997
Exd1,10
Exd2,1204
Exo1,8699
Exo5,1188
Exoc1,2460
Exoc2,3632
Exoc3,4771
Exoc3l,278
Exoc3l2,0
Exoc3l4,64
Exoc4,3021
Exoc5,9664
Exoc6,1869
Exoc6b,176
Exoc7,2341
Exoc8,2611
Exog,1421
Exosc1,4264
Exosc10,1197
Exosc2,5863
Exosc3,4173
Exosc4,1893
Exosc5,3470
Exosc6,3370
Exosc7,3662
Exosc8,3597
Exosc9,2523
Exph5,0
Ext1,23
Ext2,4178
Extl1,904
Extl2,1524
Extl3,7803
Eya1,0
Eya2,2
Eya3,6196
Eya4,0
Ezh1,978
Ezh2,9699
Ezr,16489
F10,0
F11,0
F11r,20
F12,12
F13a1,0
F13b,0
F2,18
F2r,10
F2rl1,0
F2rl2,0
F2rl3,7
F3,67
F420014N23Rik,107
F420015M19Rik,1486
F5,0
F630028O10Rik,0
F630040K05Rik,2
F630042J09Rik,1
F630111L10Rik,0
F630206G17Rik,18
F7,0
F730016J06Rik,0
F730035M05Rik,0
F730043M19Rik,355
F730311O21Rik,309
F8,532
F830002L21Rik,0
F830005K03Rik,0
F830016B08Rik,0
F830045P16Rik,0
F830208F22Rik,85
F8a,41
F9,411
F930015N05Rik,0
Fa2h,12
Faah,1855
Fabp1,4
Fabp12,0
Fabp2,0
Fabp3,0
Fabp3-ps1,6
Fabp4,0
Fabp5,2896
Fabp6,0
Fabp7,0
Fabp9,0
Fadd,874
Fads1,4502
Fads2,806
Fads3,1
Fads6,27
Faf1,6581
Faf2,6308
Fah,5654
Fahd1,509
Fahd2a,531
Faim,1654
Faim2,3
Faim3,31
Fam101a,4
Fam101b,370
Fam102a,1080
Fam102b,2735
Fam103a1,1807
Fam104a,2071
Fam105a,43
Fam107a,0
Fam107b,9393
Fam109a,408
Fam109b,11
Fam110a,558
Fam110b,0
Fam110c,0
Fam111a,7752
Fam114a1,20
Fam114a2,3787
Fam117a,1618
Fam117b,8754
Fam118a,1180
Fam118b,1270
Fam120a,23450
Fam120aos,214
Fam120b,2321
Fam120c,1263
Fam122a,1518
Fam122b,1949
Fam122c,0
Fam124a,0
Fam124b,370
Fam126a,23188
Fam126b,1638
Fam129a,12131
Fam129b,373
Fam129c,3237
Fam131a,111
Fam131b,0
Fam131c,0
Fam132a,107
Fam132b,94
Fam133b,3734
Fam134a,4006
Fam134b,3759
Fam134c,4854
Fam135a,0
Fam135b,0
Fam136a,6546
Fam136b-ps,41
Fam13a,213
Fam13b,3215
Fam13c,0
Fam149a,0
Fam149b,1345
Fam150a,0
Fam150b,0
Fam151a,0
Fam151b,35
Fam154a,1
Fam154aos,0
Fam154b,71
Fam155a,0
Fam159a,0
Fam159b,2
Fam160a1,0
Fam160a2,0
Fam160b1,2268
Fam160b2,1705
Fam161a,60
Fam161b,48
Fam162a,957
Fam162b,0
Fam163a,0
Fam163b,3
Fam166a,8
Fam166b,2
Fam167a,8072
Fam167b,2
Fam168a,2439
Fam168b,19230
Fam169a,273
Fam169b,658
Fam170a,0
Fam170b,0
Fam171a1,2
Fam171a2,2
Fam171b,12
Fam172a,4432
Fam173a,1052
Fam173b,594
Fam174a,745
Fam174b,0
Fam175a,1560
Fam175b,2007
Fam177a,1
Fam178a,8724
Fam178b,5
Fam179a,1493
Fam179b,7905
Fam180a,0
Fam181a,0
Fam181b,0
Fam183b,2
Fam184a,0
Fam184b,4
Fam185a,3417
Fam186b,10
Fam187a,0
Fam187b,6
Fam188a,1867
Fam188b,0
Fam188b2,1
Fam189a1,0
Fam189a2,0
Fam189b,256
Fam192a,3833
Fam193a,4386
Fam193b,2698
Fam195a,930
Fam195b,2082
Fam196a,0
Fam196b,16
Fam198a,80
Fam198b,1564
Fam199x,3377
Fam19a1,0
Fam19a2,0
Fam19a3,2
Fam19a4,0
Fam19a5,4
Fam204a,3357
Fam206a,4145
Fam207a,4074
Fam208a,1369
Fam208b,9187
Fam209,17
Fam20a,0
Fam20b,5326
Fam20c,971
Fam21,9106
Fam210a,8048
Fam210b,2
Fam212a,1650
Fam212b,8
Fam213a,4937
Fam213b,2
Fam214a,1315
Fam214b,401
Fam216a,771
Fam216b,0
Fam217a,0
Fam217b,0
Fam219a,132
Fam219aos,0
Fam219b,1404
Fam220a,1630
Fam221a,2
Fam221b,0
Fam222a,115
Fam222b,2456
Fam227a,29
Fam227b,0
Fam228a,2
Fam228b,0
Fam229a,0
Fam229b,193
Fam24a,2
Fam25c,0
Fam26d,0
Fam26e,0
Fam26f,2
Fam32a,3508
Fam35a,1456
Fam3a,1113
Fam3b,0
Fam3c,7772
Fam43a,8991
Fam43b,0
Fam45a,778
Fam46a,0
Fam46b,19
Fam46c,3336
Fam46d,4
Fam47c,0
Fam47e,0
Fam49a,2147
Fam49b,20743
Fam50a,1639
Fam50b,2
Fam53a,2024
Fam53b,3471
Fam53c,6934
Fam57a,944
Fam57b,6
Fam58b,1271
Fam60a,1015
Fam63a,460
Fam63b,3220
Fam64a,524
Fam65a,2559
Fam65b,1731
Fam65c,19
Fam69a,1809
Fam69b,31
Fam69c,0
Fam71a,0
Fam71b,7
Fam71d,7
Fam71e1,16
Fam71e2,2
Fam71f1,4
Fam71f2,31
Fam72a,835
Fam73a,8425
Fam73b,1247
Fam76a,1828
Fam76b,5051
Fam78a,99
Fam78b,0
Fam81a,4
Fam81b,2
Fam83a,6
Fam83b,0
Fam83c,11
Fam83d,1140
Fam83e,8
Fam83f,23
Fam83g,133
Fam83h,601
Fam84a,0
Fam84b,4
Fam89a,208
Fam89b,824
Fam92a,1676
Fam92b,0
Fam96a,6788
Fam96b,1256
Fam98a,4945
Fam98b,5556
Fam98c,696
Fan1,278
Fanca,2393
Fancb,1212
Fancc,1003
Fancd2,2695
Fancd2os,4
Fance,0
Fancf,88
Fancg,844
Fanci,981
Fancl,1508
Fancm,2529
Fank1,10
Fap,0
Far1,11474
Far1os,60
Far2,0
Farp1,616
Farp2,503
Fars2,1320
Farsa,6757
Farsb,2095
Fas,744
Fasl,4
Fasn,59492
Fastk,2174
Fastkd1,1974
Fastkd2,4043
Fastkd3,2829
Fastkd5,1508
Fat1,2
Fat2,0
Fat3,0
Fat4,0
Fate1,0
Fau,18365
Faxc,4
Fbf1,2396
Fbl,9723
Fblim1,52
Fbll1,1
Fbln1,1036
Fbln2,12
Fbln5,151
Fbln7,0
Fbn1,6
Fbn2,2
Fbp1,0
Fbp2,0
Fbrs,10832
Fbrsl1,2999
Fbxl12,376
Fbxl12os,48
Fbxl13,11
Fbxl14,5373
Fbxl15,272
Fbxl16,15
Fbxl17,2427
Fbxl18,859
Fbxl19,6237
Fbxl2,137
Fbxl20,1548
Fbxl21,0
Fbxl22,38
Fbxl3,7282
Fbxl4,665
Fbxl5,4409
Fbxl6,2287
Fbxl7,0
Fbxl8,317
Fbxo10,254
Fbxo11,27150
Fbxo15,9
Fbxo16,0
Fbxo17,9
Fbxo18,3404
Fbxo2,21
Fbxo21,4686
Fbxo22,3759
Fbxo24,10
Fbxo25,378
Fbxo27,0
Fbxo28,1294
Fbxo3,4839
Fbxo30,1300
Fbxo31,1828
Fbxo32,409
Fbxo33,3128
Fbxo34,3464
Fbxo36,298
Fbxo38,5664
Fbxo39,2
Fbxo4,1131
Fbxo40,1231
Fbxo41,4
Fbxo42,5063
Fbxo43,2
Fbxo44,335
Fbxo45,5947
Fbxo46,918
Fbxo47,50
Fbxo48,349
Fbxo5,5235
Fbxo6,326
Fbxo7,1454
Fbxo8,1206
Fbxo9,1102
Fbxw10,25
Fbxw11,12059
Fbxw13,0
Fbxw14,0
Fbxw15,2
Fbxw16,0
Fbxw17,400
Fbxw18,0
Fbxw19,0
Fbxw2,4415
Fbxw20,0
Fbxw21,0
Fbxw22,0
Fbxw23,0
Fbxw24,0
Fbxw25,0
Fbxw26,0
Fbxw27,0
Fbxw28,0
Fbxw4,1267
Fbxw5,2058
Fbxw7,3576
Fbxw8,9105
Fbxw9,437
Fcamr,248
Fcer1a,2
Fcer1g,1758
Fcer2a,60
Fcf1,2461
Fcgbp,0
Fcgr1,2
Fcgr2b,1140
Fcgr3,290
Fcgr4,906
Fcgrt,20
Fcho1,3168
Fcho2,6277
Fchsd1,682
Fchsd2,5486
Fcna,4
Fcnb,0
Fcor,2
Fcrl1,2123
Fcrl5,2811
Fcrl6,0
Fcrla,534
Fcrlb,10
Fcrls,16
Fdft1,2142
Fdps,2180
Fdx1,1953
Fdx1l,154
Fdxacb1,566
Fdxr,1622
Fech,2590
Fem1a,13081
Fem1b,18982
Fem1c,3266
Fen1,11803
Fendrr,8
Fer,0
Fer1l4,8
Fer1l5,168
Fer1l6,59
Ferd3l,0
Fermt1,0
Fermt2,0
Fermt3,3623
Fes,1806
Fetub,22
Fev,0
Fez1,0
Fez2,603
Fezf1,0
Fezf2,0
Ffar1,286
Ffar2,17
Ffar3,6
Ffar4,0
Fga,0
Fgb,0
Fgd1,2
Fgd2,2180
Fgd3,1116
Fgd4,0
Fgd5,0
Fgd6,2982
Fgf1,5
Fgf10,0
Fgf11,817
Fgf12,0
Fgf13,0
Fgf14,2
Fgf15,0
Fgf16,0
Fgf17,8
Fgf18,22
Fgf2,0
Fgf20,2
Fgf21,30
Fgf22,46
Fgf23,0
Fgf2os,4
Fgf3,0
Fgf4,0
Fgf5,0
Fgf6,0
Fgf7,8
Fgf8,0
Fgf9,48
Fgfbp1,0
Fgfbp3,184
Fgfr1,11
Fgfr1op,4647
Fgfr1op2,3901
Fgfr2,0
Fgfr3,330
Fgfr4,0
Fgfrl1,58
Fgg,0
Fggy,945
Fgl1,0
Fgl2,2
Fgr,44
Fh1,4985
Fhad1,1135
Fhad1os1,0
Fhad1os2,14
Fhdc1,19
Fhit,56
Fhl1,0
Fhl2,2
Fhl3,625
Fhl4,68
Fhl5,0
Fhod1,1295
Fhod3,2
Fibcd1,10
Fibin,0
Fibp,1573
Ficd,305
Fig4,2672
Figf,0
Figla,0
Fign,0
Fignl1,10255
Fignl2,0
Filip1,0
Filip1l,1153
Fip1l1,8919
Firre,2540
Fis1,2163
Fitm1,0
Fitm2,618
Fiz1,4118
Fjx1,0
Fkbp10,13
Fkbp11,1462
Fkbp14,56
Fkbp15,3538
Fkbp1a,14239
Fkbp1a-ps1,63
Fkbp1a-ps2,0
Fkbp1a-ps3,0
Fkbp1b,46
Fkbp2,1427
Fkbp3,5170
Fkbp4,23598
Fkbp5,0
Fkbp6,0
Fkbp7,67
Fkbp8,6165
Fkbp9,0
Fkbpl,0
Fkrp,4026
Fktn,5562
Flad1,1144
Flcn,5896
Flg,0
Flg2,0
Fli1,2468
Flii,5879
Flna,16509
Flnb,28070
Flnc,79
Flot1,75
Flot2,44
Flrt1,7
Flrt2,0
Flrt3,0
Flt1,237
Flt3,465
Flt3l,249
Flt4,0
Flywch1,2271
Flywch2,1
Fmn1,0
Fmn2,0
Fmnl1,4339
Fmnl2,3676
Fmnl3,7434
Fmo1,0
Fmo2,0
Fmo3,0
Fmo4,0
Fmo5,42
Fmo6,0
Fmo9,0
Fmod,0
Fmr1,8128
Fmr1nb,0
Fn1,0
Fn3k,5
Fn3krp,639
Fnbp1,17883
Fnbp1l,4894
Fnbp4,12333
Fnd3c2,0
Fndc1,1065
Fndc3a,14417
Fndc3b,0
Fndc3c1,0
Fndc4,5
Fndc5,0
Fndc7,113
Fndc8,20
Fndc9,517
Fnip1,8034
Fnip2,13
Fnta,5249
Fntb,1136
Focad,3501
Folh1,0
Folr1,7
Folr2,17
Fopnl,1456
Fos,73
Fosb,127
Fosl1,1
Fosl2,846
Foxa1,0
Foxa2,0
Foxa3,0
Foxb1,0
Foxb2,0
Foxc1,2
Foxc2,0
Foxd1,0
Foxd2,82
Foxd2os,437
Foxd3,0
Foxd4,0
Foxe1,0
Foxe3,0
Foxf1,6
Foxf2,0
Foxg1,0
Foxh1,13
Foxi1,0
Foxi2,0
Foxi3,0
Foxj1,41
Foxj2,1071
Foxj3,6943
Foxk1,6426
Foxk2,8370
Foxl1,0
Foxl2,0
Foxl2os,0
Foxm1,6033
Foxn1,7
Foxn2,5942
Foxn3,5290
Foxn4,0
Foxo1,5392
Foxo3,2665
Foxo4,1350
Foxo6,15
Foxo6os,0
Foxp1,10194
Foxp2,1
Foxp3,18
Foxp4,4481
Foxq1,0
Foxr1,25
Foxr2,0
Foxred1,2751
Foxred2,65
Foxs1,3
Fpgs,4026
Fpgt,1424
Fpr-rs3,0
Fpr-rs4,0
Fpr-rs5,0
Fpr-rs6,0
Fpr-rs7,0
Fpr1,0
Fpr2,0
Fpr3,0
Fra10ac1,1464
Fras1,15064
Frat1,238
Frat2,971
Frem1,0
Frem2,0
Frem3,0
Frg1,663
Frk,0
Frmd3,0
Frmd4a,0
Frmd4b,56
Frmd5,253
Frmd6,27
Frmd7,0
Frmd8,2650
Frmd8os,8
Frmpd1,0
Frmpd1os,0
Frmpd3,0
Frmpd4,3
Frrs1,1061
Frrs1l,0
Frs2,4880
Frs3,174
Frs3os,11
Fry,5
Fryl,10495
Frzb,0
Fsbp,67
Fscb,0
Fscn1,104
Fscn2,17
Fscn3,0
Fsd1,0
Fsd1l,18
Fsd2,115
Fshb,0
Fshr,0
Fsip1,60
Fsip2,0
Fst,0
Fstl1,210
Fstl3,2
Fstl4,0
Fstl5,0
Ftcd,0
Fth1,67788
Fthl17,0
Ftl1,22853
Ftl2,1177
Ftmt,0
Fto,6107
Ftsj1,1266
Ftsj2,872
Ftsj3,20709
Ftx,221
Fubp1,17570
Fubp3,7441
Fuca1,2696
Fuca2,2701
Fuk,793
Fundc1,2155
Fundc2,2243
Fuom,11
Furin,15938
Fus,38000
Fut1,241
Fut10,0
Fut11,409
Fut2,1
Fut4,0
Fut4-ps1,0
Fut7,50
Fut8,11409
Fut9,0
Fuz,932
Fv1,39
Fxn,1289
Fxr1,10143
Fxr2,8191
Fxyd1,15
Fxyd2,4
Fxyd3,0
Fxyd4,18
Fxyd5,1521
Fxyd6,4
Fxyd7,2
Fyb,2
Fyco1,1600
Fyn,13207
Fyttd1,16989
Fzd1,0
Fzd10,0
Fzd2,119
Fzd3,0
Fzd4,12
Fzd5,364
Fzd6,0
Fzd7,2688
Fzd8,0
Fzd9,0
Fzr1,3329
G0s2,16
G2e3,1573
G370120E05Rik,8
G3bp1,30991
G3bp2,23118
G430049J08Rik,0
G430095P16Rik,3
G530011O06Rik,116
G630016G05Rik,0
G630018N14Rik,0
G630025P09Rik,7
G630055G22Rik,0
G630064G18Rik,0
G630071F17Rik,0
G630090E17Rik,0
G630093K05Rik,0
G6b,0
G6bos,0
G6pc,4
G6pc2,0
G6pc3,1312
G6pd2,0
G6pdx,2325
G730013B05Rik,52
G930009F23Rik,0
Gaa,13189
Gab1,0
Gab2,732
Gab3,25
Gabarap,0
Gabarapl1,3227
Gabarapl2,725
Gabbr1,0
Gabbr2,34
Gabpa,12749
Gabpb1,4291
Gabpb2,10807
Gabra1,0
Gabra2,0
Gabra3,0
Gabra4,0
Gabra5,0
