gene_id,Satrom-mRNA-6hC_CGATGT_L003_001
Gm9395,0
Gm9396,2
Gm94,0
Gm9402,2
Gm9405,0
Gm9407,0
Gm9416,2
Gm9419,2
Gm9423,0
Gm9424,2
Gm9425,0
Gm9428,0
Gm9436,0
Gm9439,0
Gm9442,25
Gm9443,0
Gm9457,8
Gm9458,0
Gm9463,2
Gm9465,24
Gm9472,0
Gm9488,0
Gm9495,0
Gm9497,0
Gm9498,0
Gm9499,0
Gm9506,0
Gm9507,0
Gm9508,0
Gm9512,89
Gm9513,0
Gm9515,0
Gm9516,0
Gm9519,0
Gm9520,0
Gm9521,0
Gm9522,0
Gm9525,13
Gm9530,7
Gm9536,0
Gm9540,0
Gm9548,0
Gm9564,111
Gm9567,0
Gm9568,2
Gm9573,0
Gm9575,8
Gm9597,0
Gm960,30
Gm9602,0
Gm9603,0
Gm9604,0
Gm9614,0
Gm9615,0
Gm9616,4526
Gm9618,0
Gm9619,15
Gm9620,58
Gm9621,0
Gm9625,50
Gm9628,0
Gm9630,0
Gm9631,0
Gm9633,0
Gm9639,0
Gm9640,0
Gm9643,0
Gm9644,1
Gm9645,1
Gm9652,0
Gm9658,1
Gm9661,0
Gm9685,0
Gm9689,0
Gm9696,0
Gm9697,0
Gm9699,0
Gm9701,6
Gm9703,0
Gm9706,4
Gm9710,5
Gm9711,2
Gm9712,0
Gm9715,0
Gm9722,4
Gm9723,0
Gm9726,0
Gm973,5
Gm9731,0
Gm9733,0
Gm9734,0
Gm9736,0
Gm9755,11
Gm9758,0
Gm9763,1
Gm9767,0
Gm9769,918
Gm9774,24
Gm9776,125
Gm9777,7
Gm9780,0
Gm9788,2
Gm9789,0
Gm9794,42
Gm9795,17
Gm9797,18
Gm9801,0
Gm9803,0
Gm9816,39
Gm9824,5
Gm9825,297
Gm9826,6
Gm9830,3
Gm9833,0
Gm9835,2
Gm9839,0
Gm9840,4
Gm9843,1567
Gm9844,65
Gm9845,47
Gm9855,2
Gm9861,47
Gm9866,0
Gm9869,0
Gm9871,0
Gm9881,0
Gm9895,17
Gm9899,182
Gm9901,0
Gm9903,9
Gm9918,0
Gm9919,0
Gm9920,30
Gm9923,28
Gm9925,0
Gm9926,0
Gm9936,4
Gm9946,1
Gm9949,7
Gm9958,17
Gm996,347
Gm9961,0
Gm9962,0
Gm9991,0
Gm9992,1
Gm9994,0
Gm9999,0
Gmcl1,2093
Gmcl1l,0
Gmds,1810
Gmeb1,1907
Gmeb2,2060
Gmfb,18022
Gmfg,704
Gmip,4125
Gml,3
Gmnc,0
Gmnn,6525
Gmppa,2095
Gmppb,1062
Gmpr,4
Gmpr2,2555
Gmps,12963
Gna11,815
Gna12,1485
Gna13,6360
Gna14,2
Gna15,332
Gnai1,0
Gnai2,10488
Gnai3,12932
Gnal,36
Gnao1,969
Gnaq,3394
Gnas,41075
Gnat1,8
Gnat2,480
Gnat3,873
Gnaz,538
Gnb1,19080
Gnb1l,0
Gnb2,5619
Gnb2l1,11106
Gnb3,329
Gnb4,32
Gnb5,123
Gne,2267
Gng10,1785
Gng11,0
Gng12,4
Gng13,20
Gng2,1291
Gng3,119
Gng4,0
Gng5,3364
Gng7,264
Gng8,15
Gngt1,0
Gngt2,578
Gnl1,0
Gnl2,8715
Gnl3,29322
Gnl3l,7281
Gnmt,16
Gnpat,6482
Gnpda1,2561
Gnpda2,420
Gnpnat1,2383
Gnptab,9613
Gnptg,637
Gnrh1,33
Gnrhr,0
Gns,13483
Golga1,1342
Golga2,2405
Golga3,3898
Golga4,7826
Golga5,2371
Golga7,2585
Golga7b,0
Golgb1,12101
Golim4,2
Golm1,2646
Golph3,8271
Golph3l,2377
Golt1a,0
Golt1b,3920
Gon4l,3860
Gopc,4718
Gorab,476
Gorasp1,1332
Gorasp2,6510
Gosr1,2845
Gosr2,4926
Got1,11820
Got1l1,0
Got2,10538
Got2-ps1,40
Gp1ba,7
Gp1bb,0
Gp2,0
Gp49a,34
Gp5,3
Gp6,8
Gp9,1
Gpa33,0
Gpaa1,1616
Gpalpp1,5862
Gpam,3476
Gpank1,0
Gpat2,49
Gpatch1,1373
Gpatch11,708
Gpatch2,1844
Gpatch2l,866
Gpatch3,818
Gpatch4,7234
Gpatch8,4031
Gpbar1,0
Gpbp1,7769
Gpbp1l1,2182
Gpc1,29
Gpc2,0
Gpc3,0
Gpc4,0
Gpc5,0
Gpc6,0
Gpcpd1,2519
Gpd1,58
Gpd1l,2785
Gpd2,3656
Gper1,18
Gpha2,0
Gphb5,0
Gphn,4017
Gpi1,28180
Gpihbp1,0
Gpkow,2864
Gpld1,13
Gpm6a,8
Gpm6b,49
Gpn1,3402
Gpn2,752
Gpn3,2286
Gpnmb,7
Gpr1,2
Gpr101,0
Gpr107,2516
Gpr108,1267
Gpr110,0
Gpr111,4
Gpr112,0
Gpr113,115
Gpr114,197
Gpr115,0
Gpr116,0
Gpr119,0
Gpr12,0
Gpr123,0
Gpr124,735
Gpr125,0
Gpr126,2
Gpr128,0
Gpr132,3117
Gpr133,2
Gpr135,0
Gpr137,581
Gpr137b,326
Gpr137b-ps,355
Gpr137c,5
Gpr139,0
Gpr141,0
Gpr142,0
Gpr143,0
Gpr144-ps,0
Gpr146,2
Gpr149,0
Gpr15,370
Gpr150,0
Gpr151,12
Gpr152,0
Gpr153,3
Gpr155,904
Gpr156,5
Gpr157,98
Gpr158,0
Gpr160,34
Gpr161,102
Gpr162,419
Gpr165,0
Gpr17,0
Gpr171,1752
Gpr173,0
Gpr174,1664
Gpr176,10
Gpr179,28
Gpr18,887
Gpr180,1152
Gpr182,14
Gpr183,234
Gpr19,400
Gpr20,0
Gpr21,6
Gpr22,3
Gpr25,0
Gpr26,0
Gpr27,0
Gpr3,6
Gpr31a,18
Gpr31b,3
Gpr31c,126
Gpr33,0
Gpr34,823
Gpr35,134
Gpr37,0
Gpr37l1,2
Gpr39,0
Gpr4,253
Gpr45,0
Gpr50,0
Gpr52,15
Gpr55,1140
Gpr56,639
Gpr6,0
Gpr61,14
Gpr62,21
Gpr63,0
Gpr64,0
Gpr65,2918
Gpr68,38
Gpr75,8
Gpr82,6
Gpr83,0
Gpr84,18
Gpr85,0
Gpr87,0
Gpr88,0
Gpr89,1949
Gpr97,4
Gpr98,5
Gprasp1,992
Gprasp2,1
Gprc5a,1
Gprc5b,4
Gprc5c,12
Gprc5d,0
Gprc6a,0
Gprin1,0
Gprin2,7
Gprin3,33
Gps1,4516
Gps2,0
Gpsm1,1064
Gpsm2,375
Gpsm3,0
Gpt,108
Gpt2,1978
Gpx1,6011
Gpx2,0
Gpx2-ps1,6
Gpx3,67
Gpx4,4599
Gpx4-ps,2
Gpx5,0
Gpx6,0
Gpx7,0
Gpx8,0
Gramd1a,2753
Gramd1b,932
Gramd1c,290
Gramd2,6
Gramd3,6022
Gramd4,3063
Grap,11689
Grap2,142
Grasp,434
Grb10,502
Grb14,0
Grb2,9944
Grb7,549
Grcc10,1045
Greb1,0
Greb1l,16
Grem1,0
Grem2,0
Grhl1,48
Grhl2,2
Grhl3,4
Grhpr,1900
Gria1,0
Gria2,0
Gria3,29
Gria4,0
Grid1,0
Grid2,0
Grid2ip,18
Grifin,3
Grik1,3
Grik2,0
Grik3,0
Grik4,0
Grik5,127
Grin1,0
Grin1os,0
Grin2a,0
Grin2b,0
Grin2c,0
Grin2d,221
Grin3a,8
Grin3b,244
Grina,2334
Grip1,4
Grip1os1,0
Grip1os2,0
Grip2,26
Gripap1,1449
Grk1,2
Grk4,80
Grk5,897
Grk6,4684
Grm1,0
Grm2,2
Grm3,0
Grm4,0
Grm5,0
Grm6,33
Grm7,0
Grm8,0
Grn,9315
Grp,0
Grpel1,4547
Grpel2,2158
Grpr,0
Grrp1,0
Grsf1,7867
Grtp1,8
Grwd1,6180
Grxcr1,0
Grxcr2,0
Gsap,344
Gsc,0
Gsc2,0
Gsdma,2
Gsdma2,2
Gsdma3,1
Gsdmc,0
Gsdmc2,0
Gsdmc3,0
Gsdmc4,0
Gsdmcl-ps,0
Gsdmcl1,0
Gsdmcl2,0
Gsdmd,349
Gse1,3605
Gsg1,2
Gsg1l,1
Gsg2,316
Gsk3a,3872
Gsk3b,6622
Gskip,690
Gsn,1156
Gspt1,28865
Gspt2,0
Gsr,2887
Gss,591
Gsta1,0
Gsta2,0
Gsta3,0
Gsta4,21
Gstcd,3755
Gstk1,0
Gstm1,203
Gstm2,0
Gstm2-ps1,13
Gstm3,0
Gstm4,727
Gstm5,107
Gstm6,3
Gstm7,0
Gsto1,4182
Gsto2,8
Gstp1,0
Gstp2,0
Gstt1,2
Gstt2,1530
Gstt3,825
Gstt4,4
Gstz1,1260
Gsx1,0
Gsx2,0
Gt(pU21)140Imeg,1
Gt(ROSA)26Sor,753
Gtdc1,528
Gtf2a1,4509
Gtf2a1l,0
Gtf2a2,1826
Gtf2b,4571
Gtf2e1,2539
Gtf2e2,3134
Gtf2f1,8594
Gtf2f2,5427
Gtf2h1,11620
Gtf2h2,3552
Gtf2h3,3237
Gtf2h4,99
Gtf2h5,3066
Gtf2i,11798
Gtf2ird1,838
Gtf2ird2,926
Gtf3a,1026
Gtf3c1,8537
Gtf3c2,12827
Gtf3c3,2541
Gtf3c4,6603
Gtf3c5,2963
Gtf3c6,2960
Gtpbp1,3891
Gtpbp10,0
Gtpbp2,801
Gtpbp3,1139
Gtpbp4,13031
Gtpbp6,366
Gtpbp8,977
Gtse1,2592
Gtsf1,9
Gtsf1l,2
Guca1a,37
Guca1b,163
Guca2a,0
Guca2b,19
Gucd1,1018
Gucy1a2,2
Gucy1a3,0
Gucy1b2,4
Gucy1b3,0
Gucy2c,6
Gucy2d,1
Gucy2e,0
Gucy2f,1
Gucy2g,1
Guf1,1641
Guk1,2474
Gulo,0
Gulp1,0
Gusb,15197
Gvin1,0
Gxylt1,3887
Gxylt2,2
Gyg,1450
Gyk,3294
Gykl1,0
Gyltl1b,133
Gypa,0
Gypc,2054
Gys1,1677
Gys2,0
Gzf1,1153
Gzma,0
Gzmb,0
Gzmc,0
Gzmd,0
Gzme,0
Gzmf,0
Gzmg,0
Gzmk,0
Gzmm,35
Gzmn,0
H13,7439
H19,21
H1f0,334
H1fnt,0
H1foo,17
H1fx,55
H2-Aa,0
H2-Ab1,0
H2-Bl,2
H2-D1,0
H2-D4,0
H2-DMa,0
H2-DMb1,0
H2-DMb2,0
H2-Ea-ps,0
H2-Eb1,0
H2-Eb2,0
H2-K1,2
H2-K2,0
H2-Ke6,0
H2-M1,0
H2-M10.1,0
H2-M10.2,0
H2-M10.3,0
H2-M10.4,0
H2-M10.5,0
H2-M10.6,0
H2-M11,0
H2-M2,0
H2-M3,0
H2-M5,0
H2-M9,0
H2-Oa,0
H2-Ob,0
H2-Pb,0
H2-Q1,0
H2-Q10,0
H2-Q2,0
H2-Q4,70
H2-Q5,538
H2-Q6,1
H2-Q7,0
H2-Q8,0
H2-Q9,0
H2-T10,0
H2-T18,0
H2-T22,0
H2-T23,18
H2-T24,0
H2-T3,0
H2-t3-like,268
H2afb1,0
H2afb2,0
H2afb3,0
H2afj,1191
H2afv,1897
H2afx,2706
H2afy,9762
H2afy2,7
H2afy3,93
H2afz,46225
H2bfm,0
H3f3a,4962
H3f3a-ps1,213
H3f3a-ps2,6
H3f3b,33446
H3f3c,23
H60b,20
H60c,0
H6pd,743
Haao,709
Habp2,0
Habp4,238
Hace1,809
Hacl1,984
Hadh,1560
Hadha,8663
Hadhb,3018
Hagh,1587
Haghl,474
Haglr,36
Hal,2
Halr1,0
Hamp,0
Hamp2,12
Hand1,0
Hand2,0
Hao1,0
Hao2,0
Hap1,2
Hapln1,371
Hapln2,0
Hapln3,0
Hapln4,7
Harbi1,729
Hars,9783
Hars2,2032
Has1,0
Has2,0
Has2os,0
Has3,118
Hat1,8478
Haus1,1824
Haus2,2908
Haus3,3177
Haus4,6067
Haus5,2424
Haus6,4749
Haus7,1575
Haus8,1050
Havcr1,1
Havcr2,112
Hax1,4705
Hba-a1,3
Hba-a2,3
Hba-x,0
Hbb-b1,0
Hbb-b2,0
Hbb-bh1,3
Hbb-bh2,0
Hbb-bs,0
Hbb-bt,12
Hbb-y,0
Hbegf,21
Hbp1,1800
Hbq1a,0
Hbq1b,0
Hbs1l,4816
Hc,6
Hcar1,0
Hcar2,0
Hccs,2814
Hcfc1,24540
Hcfc1r1,362
Hcfc2,316
Hck,4
Hcls1,11803
Hcn1,0
Hcn2,356
Hcn3,341
Hcn4,2
Hcrt,1
Hcrtr1,0
Hcrtr2,39
Hcst,128
Hdac1,5103
Hdac10,1130
Hdac11,95
Hdac2,8561
Hdac3,5289
Hdac4,1515
Hdac5,3237
Hdac6,2423
Hdac7,2478
Hdac8,518
Hdac9,6
Hdc,53
Hddc2,959
Hddc3,183
Hdgf,29772
Hdgfl1,0
Hdgfrp2,4855
Hdgfrp3,6
Hdhd1a,0
Hdhd2,1807
Hdhd3,162
Hdlbp,33553
Hdx,0
Heatr1,17717
Heatr3,10996
Heatr5a,4476
Heatr5b,2628
Heatr6,3219
Heatr9,0
Hebp1,0
Hebp2,0
Heca,2122
Hectd1,17613
Hectd2,0
Hectd3,1329
Hecw1,0
Hecw2,6
Heg1,16084
Helb,1771
Hells,17291
Helq,1684
Helt,0
Helz,4090
Helz2,4216
Hemgn,2
Hemk1,624
Hemt1,0
Henmt1,34
Hepacam,10
Hepacam2,2363
Heph,0
Hephl1,0
Herc1,16839
Herc2,9792
Herc3,3105
Herc4,4392
Herc6,682
Herpud1,4867
Herpud2,1238
Hes1,0
Hes2,2
Hes3,34
Hes5,97
Hes6,2295
Hes7,0
Hesx1,19
Hexa,5625
Hexb,1660
Hexdc,311
Hexim1,4485
Hexim2,715
Hey1,0
Hey2,0
Heyl,0
Hfe,32
Hfe2,0
Hfm1,1
Hgd,0
Hgf,0
Hgfac,9
Hgh1,1912
Hgs,2926
Hgsnat,1188
Hhat,7
Hhatl,0
Hhex,2033
Hhip,0
Hhipl1,1
Hhipl2,27
Hhla1,0
Hiat1,5132
Hiatl1,4170
Hibadh,3324
Hibch,1015
Hic1,275
Hic2,1700
Hid1,19
Hif1a,8974
Hif1an,5309
Hif3a,42
Higd1a,1455
Higd1b,4
Higd1c,0
Higd2a,1008
Hilpda,362
Hils1,2
Hinfp,1842
Hint1,8942
Hint2,249
Hint3,260
Hip1,437
Hip1r,4551
Hipk1,1460
Hipk2,4632
Hipk3,9648
Hipk4,19
Hira,593
Hirip3,8526
Hist1h1a,4
Hist1h1b,6
Hist1h1c,88
Hist1h1d,6
Hist1h1e,5
Hist1h1t,0
Hist1h2aa,0
Hist1h2ab,10
Hist1h2ac,1
Hist1h2ad,0
Hist1h2ae,23
Hist1h2af,5
Hist1h2ag,17
Hist1h2ah,1
Hist1h2ai,9
Hist1h2ak,8
Hist1h2al,0
Hist1h2an,0
Hist1h2ao,0
Hist1h2ap,0
Hist1h2ba,0
Hist1h2bb,12
Hist1h2bc,497
Hist1h2be,6
Hist1h2bf,4
Hist1h2bg,9
Hist1h2bh,10
Hist1h2bj,6
Hist1h2bk,8
Hist1h2bl,1
Hist1h2bm,10
Hist1h2bn,5
Hist1h2bp,3
Hist1h2bq,0
Hist1h2br,0
Hist1h3a,13
Hist1h3b,1
Hist1h3c,60
Hist1h3d,3
Hist1h3e,15
Hist1h3f,1
Hist1h3g,9
Hist1h3h,6
Hist1h3i,6
Hist1h4a,0
Hist1h4b,7
Hist1h4c,2
Hist1h4d,20
Hist1h4f,0
Hist1h4h,0
Hist1h4i,43
Hist1h4j,1
Hist1h4k,5
Hist1h4m,0
Hist1h4n,1
Hist2h2aa1,0
Hist2h2aa2,0
Hist2h2ab,0
Hist2h2ac,0
Hist2h2bb,6
Hist2h2be,254
Hist2h3b,3
Hist2h3c1,0
Hist2h3c2,1
Hist2h4,0
Hist3h2a,56
Hist3h2ba,0
Hist3h2bb-ps,1
Hist4h4,0
Hivep1,9158
Hivep2,487
Hivep3,11654
Hjurp,6314
Hk1,2243
Hk1os,31
Hk2,5821
Hk3,6
Hkdc1,2
Hlcs,1024
Hlf,0
Hltf,2692
Hlx,0
Hmbox1,7408
Hmbs,1761
Hmces,0
Hmcn1,0
Hmcn2,148
Hmg20a,1661
Hmg20b,1128
Hmga1,5
Hmga1-rs1,9394
Hmga2,0
Hmga2-ps1,0
Hmgb1,23760
Hmgb1-ps1,12
Hmgb1-rs17,3
Hmgb1l,0
Hmgb2,29404
Hmgb3,977
Hmgb3-ps,0
Hmgb4,0
Hmgb4os,0
Hmgcl,1420
Hmgcll1,0
Hmgcr,20471
Hmgcs1,23621
Hmgcs2,0
Hmgn1,2
Hmgn2,11433
Hmgn2-ps1,491
Hmgn3,944
Hmgn5,3146
Hmgxb3,5235
Hmgxb4,2866
Hmha1,3150
Hmmr,11285
Hmox1,2081
Hmox2,2133
Hmx1,0
Hmx2,206
Hmx3,0
Hn1,5339
Hn1l,10408
Hnf1a,13
Hnf1aos1,0
Hnf1b,66
Hnf4a,0
Hnf4aos,0
Hnf4g,0
Hnmt,5
Hnrnpa0,16548
Hnrnpa1,57504
Hnrnpa1l2-ps,3
Hnrnpa2b1,106134
Hnrnpa3,45914
Hnrnpab,75187
Hnrnpc,40957
Hnrnpd,16498
Hnrnpdl,15286
Hnrnpf,11454
Hnrnph1,39384
Hnrnph2,4104
Hnrnph3,699
Hnrnpk,50689
Hnrnpl,22663
Hnrnpll,1455
Hnrnpm,37243
Hnrnpr,11411
Hnrnpu,97428
Hnrnpul1,14645
Hnrnpul2,16861
Hoga1,3
Homer1,2115
Homer2,2
Homer3,548
Homez,535
Hook1,9
Hook2,737
Hook3,3791
Hopx,86
Hopxos,5
Hormad1,2
Hormad2,1
Hotair,0
Hottip,0
Hoxa1,108
Hoxa10,1
Hoxa11,0
Hoxa11os,0
Hoxa13,0
Hoxa2,14
Hoxa3,26
Hoxa4,5
Hoxa5,170
Hoxa6,80
Hoxa7,39
Hoxa9,0
Hoxaas3,17
Hoxb1,0
Hoxb13,3
Hoxb2,0
Hoxb3,9
Hoxb4,176
Hoxb5,0
Hoxb5os,4
Hoxb6,14
Hoxb7,0
Hoxb8,0
Hoxb9,0
Hoxc10,53
Hoxc11,0
Hoxc12,0
Hoxc13,0
Hoxc4,3360
Hoxc5,92
Hoxc6,1411
Hoxc8,2
Hoxc9,70
Hoxd1,0
Hoxd10,0
Hoxd11,0
Hoxd12,0
Hoxd13,0
Hoxd3,164
Hoxd3os1,0
Hoxd4,662
Hoxd8,0
Hoxd9,0
Hp,0
Hp1bp3,11088
Hpca,1
Hpcal1,274
Hpcal4,0
Hpd,5
Hpdl,60
Hpgd,0
Hpgds,2761
Hpn,104
Hprt,10094
Hps1,1248
Hps3,1611
Hps4,1686
Hps5,1847
Hps6,485
Hpse,1719
Hpse2,0
Hpx,0
Hr,25
Hras,3006
Hrasls,0
Hrasls5,0
Hrc,100
Hrct1,0
Hrg,0
Hrh1,1
Hrh2,7
Hrh3,8
Hrh4,2
Hrk,0
Hrnr,0
Hrsp12,1750
Hs1bp3,1194
Hs2st1,4351
Hs3st1,0
Hs3st2,0
Hs3st3a1,0
Hs3st3b1,107
Hs3st4,0
Hs3st5,0
Hs3st6,7
Hs6st1,2927
Hs6st2,0
Hs6st3,0
Hsbp1,4172
Hsbp1l1,2
Hscb,1052
Hsd11b1,82
Hsd11b2,10
Hsd17b1,19
Hsd17b10,1969
Hsd17b11,1076
Hsd17b12,6875
Hsd17b13,4
Hsd17b14,74
Hsd17b2,0
Hsd17b3,0
Hsd17b4,3332
Hsd17b6,0
Hsd17b7,3411
Hsd3b1,0
Hsd3b2,0
Hsd3b3,0
Hsd3b4,0
Hsd3b5,0
Hsd3b6,0
Hsd3b7,189
Hsdl1,960
Hsdl2,963
Hsf1,3151
Hsf2,172
Hsf2bp,41
Hsf3,0
Hsf4,5
Hsf5,1
Hsfy2,0
Hsh2d,518
Hsp25-ps1,5
Hsp90aa1,105765
Hsp90ab1,414605
Hsp90b1,104008
Hspa12a,56
Hspa12b,354
Hspa13,3435
Hspa14,5582
Hspa1a,0
Hspa1b,0
Hspa1l,0
Hspa2,141
Hspa4,38174
Hspa4l,264
Hspa5,120760
Hspa8,259015
Hspa9,76916
Hspb1,1591
Hspb11,578
Hspb2,0
Hspb3,0
Hspb6,172
Hspb7,7
Hspb8,0
Hspb9,0
Hspbap1,1360
Hspbp1,3333
Hspd1,110670
Hspe1,12903
Hspg2,2749
Hsph1,27963
Htatip2,0
Htatsf1,4330
Htr1a,0
Htr1b,0
Htr1d,0
Htr1f,0
Htr2a,2
Htr2b,68
Htr2c,0
Htr3a,0
Htr3b,0
Htr4,1
Htr5a,0
Htr5b,0
Htr6,2
Htr7,0
Htra1,0
Htra2,4674
Htra3,0
Htra4,4
Htt,7716
Hunk,0
Hus1,4236
Hus1b,6
Huwe1,50671
Hvcn1,5796
Hyal1,13
Hyal2,1067
Hyal3,50
Hyal4,0
Hyal5,0
Hyal6,0
Hydin,44
Hyi,352
Hykk,71
Hyls1,552
Hyou1,21493
Hypk,3779
Hypm,0
I0C0044D17Rik,0
I730028E13Rik,0
I730030J21Rik,279
I830012O16Rik,0
I830077J02Rik,16
I830127L07Rik,0
Iah1,2728
Iapp,0
Iars,15556
Iars2,6433
Iba57,923
Ibsp,0
Ibtk,7418
Ica1,12
Ica1l,354
Icam1,5162
Icam2,649
Icam4,10
Icam5,105
Ice1,7457
Ice2,1940
Ick,516
Icmt,3317
Icos,0
Icosl,298
Ict1,1841
Id1,2
Id2,1899
Id3,872
Id4,0
Ide,17049
Idh1,1211
Idh2,2001
Idh3a,13151
Idh3b,7395
Idh3g,6297
Idi1,3326
Idi2,2
Idnk,484
Ido1,0
Ido2,2
Ids,1873
Idua,661
Ier2,917
Ier3,74
Ier3ip1,2109
Ier5,4626
Ier5l,10
Iffo1,544
Iffo2,150
Ifi202b,0
Ifi203,858
Ifi204,0
Ifi205,4
Ifi27,864
Ifi27l2a,174
Ifi27l2b,0
Ifi30,7866
Ifi35,1325
Ifi44,0
Ifi44l,0
Ifi47,27
Ifih1,12
Ifit1,4
Ifit2,239
Ifit3,2
Ifitm1,522
Ifitm10,1
Ifitm2,3723
Ifitm3,0
Ifitm5,7
Ifitm6,0
Ifitm7,0
Ifltd1,6
Ifna-ps1,0
Ifna1,0
Ifna11,0
Ifna12,0
Ifna13,0
Ifna14,0
Ifna15,0
Ifna16,0
Ifna2,0
Ifna4,0
Ifna5,0
Ifna6,0
Ifna7,0
Ifna9,0
Ifnab,0
Ifnar1,5936
Ifnar2,2979
Ifnb1,0
Ifne,0
Ifng,0
Ifngr1,1459
Ifngr2,6659
Ifnk,8
Ifnl2,0
Ifnl3,0
Ifnlr1,96
Ifnz,0
Ifrd1,5270
Ifrd2,3613
Ift122,855
Ift140,3696
Ift172,1120
Ift20,1582
Ift22,1421
Ift27,1219
Ift43,140
Ift46,1455
Ift52,2137
Ift57,854
Ift74,1305
Ift80,1327
Ift81,490
Ift88,1493
Igbp1,3597
Igbp1b,0
Igdcc3,299
Igdcc4,204
Igf1,1
Igf1os,0
Igf1r,174
Igf2,10
Igf2bp1,0
Igf2bp2,113
Igf2bp3,5570
Igf2os,0
Igf2r,2072
Igfals,252
Igfbp1,0
Igfbp2,762
Igfbp3,0
Igfbp4,6
Igfbp5,11
Igfbp6,6
Igfbp7,26
Igfbpl1,8
Igfl3,0
Igflr1,162
Igfn1,26
Ighmbp2,1115
Ighv3-7,0
Igip,318
Igj,25625
Igll1,0
Iglon5,1
Igsf1,0
Igsf10,0
Igsf11,0
Igsf21,2
Igsf23,7
Igsf3,0
Igsf5,0
Igsf6,41
Igsf8,2255
Igsf9,626
Igsf9b,73
Igtp,2
Ihh,2
Iigp1,0
Ik,9658
Ikbip,574
Ikbkap,9665
Ikbkb,3899
Ikbke,2064
Ikbkg,3031
Ikzf1,17251
Ikzf2,2
Ikzf3,14180
Ikzf4,293
Ikzf5,956
Il10,4370
Il10ra,468
Il10rb,3702
Il11,32
Il11ra1,50
Il11ra2,0
Il12a,97
Il12b,2
Il12rb1,468
Il12rb2,298
Il13,9
Il13ra1,9
Il13ra2,0
Il15,171
Il15ra,512
Il16,4180
Il17a,0
Il17b,0
Il17c,6
Il17d,54
Il17f,6
Il17ra,21
Il17rb,1083
Il17rc,0
Il17rd,0
Il17re,6
Il18,0
Il18bp,150
Il18r1,0
Il18rap,0
Il19,5
Il1a,2
Il1b,0
Il1bos,0
Il1f10,0
Il1f5,0
Il1f6,0
Il1f8,0
Il1f9,0
Il1r1,0
Il1r2,63
Il1rap,129
Il1rapl1,0
Il1rapl2,0
Il1rl1,0
Il1rl2,2
Il1rn,2
Il2,0
Il20,0
Il20ra,0
Il20rb,98
Il21,0
Il21r,11934
Il22,0
Il22ra1,5
Il22ra2,0
Il23a,12
Il23r,0
Il24,0
Il25,2
Il27,6
Il27ra,398
Il2ra,903
Il2rb,893
Il2rg,6704
Il3,5
Il31,0
Il31ra,2
Il33,0
Il34,0
Il3ra,108
Il4,30
Il4i1,41
Il4ra,2136
Il5,3
Il5ra,16645
Il6,3
Il6ra,862
Il6st,2417
Il7,0
Il7r,150
Il9,0
Il9r,1071
Ildr1,86
Ildr2,0
Ilf2,7714
Ilf3,9458
Ilk,2357
Ilkap,3862
Iltifb,0
Ilvbl,681
Immp1l,907
Immp2l,268
Immt,13782
Imp3,2892
Imp4,6077
Impa1,5117
Impa2,1341
Impact,3908
Impad1,8272
Impdh1,1048
Impdh2,12493
Impg1,0
Impg2,10
Ina,0
Inadl,0
Inafm1,310
Inafm2,844
Inca1,0
Incenp,12479
Inf2,10772
Ing1,4060
Ing2,874
Ing3,1591
Ing4,1202
Ing5,3045
Inha,0
Inhba,2
Inhbb,0
Inhbc,9
Inhbe,50
Inip,2769
Inmt,0
Ino80,3678
Ino80b,925
Ino80c,2323
Ino80d,5472
Ino80dos,80
Ino80e,3190
Inpp1,338
Inpp4a,884
Inpp4b,1620
Inpp5a,1335
Inpp5b,2150
Inpp5d,11778
Inpp5e,1113
Inpp5f,1658
Inpp5j,0
Inpp5k,1028
Inppl1,6143
Ins1,0
Ins2,0
Insc,0
Insig1,6282
Insig2,1098
Insl3,22
Insl5,0
Insl6,145
Insm1,0
Insm2,0
Insr,0
Insrr,120
Ints1,7710
Ints10,4311
Ints12,1943
Ints2,8199
Ints3,7435
Ints4,5492
Ints5,3406
Ints6,8054
Ints7,8031
Ints8,3493
Ints9,4298
Intu,0
Invs,694
Ip6k1,4007
Ip6k2,1477
Ip6k3,2467
Ipcef1,878
Ipmk,3802
Ipo11,2775
Ipo13,3882
Ipo4,9961
Ipo5,57305
Ipo7,34581
Ipo8,0
Ipo9,9950
Ipp,2472
Ippk,1343
Ipw,0
Iqca,69
Iqcb1,2476
Iqcc,575
Iqcd,29
Iqce,2125
Iqcf1,0
Iqcf3,29
Iqcf4,0
Iqcf5,44
Iqcf6,0
Iqcg,1038
Iqch,99
Iqcj,0
Iqck,14
Iqgap1,19627
Iqgap2,2
Iqgap3,2044
Iqsec1,4926
Iqsec2,522
Iqsec3,2
Iqub,0
Irak1,6547
Irak1bp1,1638
Irak2,1131
Irak3,95
Irak4,508
Ireb2,9286
Irf1,898
Irf2,3933
Irf2bp1,1030
Irf2bp2,3902
Irf2bpl,1201
Irf3,1460
Irf4,14251
Irf5,7693
Irf6,3
Irf7,421
Irf8,5420
Irf9,965
Irg1,12
Irgc1,2
Irgm1,1071
Irgm2,23
Irgq,3377
Irs1,0
Irs2,0
Irs3,0
Irs4,0
Irx1,0
Irx2,0
Irx3,0
Irx3os,0
Irx4,0
Irx5,0
Irx6,0
Isca1,951
Isca2,1090
Iscu,2064
Isg15,266
Isg20,96
Isg20l2,7034
Isl1,0
Isl2,33
Islr,181
