gene_id,Satrom-mRNA-3hC_GGCTAC_L003_001
Pdia2,3
Pdia3,30569
Pdia4,16906
Pdia5,0
Pdia6,25504
Pdik1l,1673
Pdilt,0
Pdk1,2792
Pdk2,2
Pdk3,5248
Pdk4,0
Pdlim1,25
Pdlim2,1441
Pdlim3,2
Pdlim4,13
Pdlim5,544
Pdlim7,1557
Pdp1,340
Pdp2,2018
Pdpk1,3554
Pdpn,0
Pdpr,4000
Pdrg1,1852
Pds5a,19507
Pds5b,6466
Pdss1,1008
Pdss2,906
Pdx1,0
Pdxdc1,5889
Pdxk,1805
Pdxk-ps,4
Pdxp,1458
Pdyn,0
Pdzd11,1018
Pdzd2,189
Pdzd3,0
Pdzd4,73
Pdzd7,3
Pdzd8,5882
Pdzd9,8
Pdzk1,385
Pdzk1ip1,6
Pdzph1,0
Pdzrn3,0
Pdzrn4,0
Pea15a,2387
Pea15b,0
Peak1,2718
Peak1os,5
Pear1,55
Pebp1,6873
Pebp4,2
Pecam1,70
Pecr,618
Pef1,0
Peg10,0
Peg12,2
Peg13,665
Peg3,0
Peg3os,0
Peli1,2731
Peli2,8
Peli3,6
Pelo,1359
Pelp1,0
Pemt,186
Penk,0
Peo1,2679
Pepd,1591
Per1,1365
Per2,868
Per3,25
Peril,0
Perm1,75
Perp,0
Pes1,11070
Pet100,307
Pet117,2
Pet2,0
Pex1,1054
Pex10,409
Pex11a,271
Pex11b,1180
Pex11g,101
Pex12,828
Pex13,3129
Pex14,209
Pex16,548
Pex19,2705
Pex2,2179
Pex26,348
Pex3,720
Pex5,2163
Pex5l,3
Pex6,1863
Pex7,839
Pf4,0
Pfas,9703
Pfdn1,2396
Pfdn2,2322
Pfdn4,1225
Pfdn5,5329
Pfdn6,0
Pfkfb1,180
Pfkfb2,1151
Pfkfb3,3723
Pfkfb4,355
Pfkl,4917
Pfkm,1084
Pfkp,5939
Pfn1,7
Pfn2,1073
Pfn3,0
Pfn4,0
Pfpl,2
Pga5,0
Pgam1,3796
Pgam1-ps1,6
Pgam1-ps2,8
Pgam2,76
Pgam5,3741
Pgap1,470
Pgap2,370
Pgap3,376
Pgbd1,26
Pgbd5,134
Pgc,2
Pgd,547
Pgf,20
Pggt1b,4115
Pgk1,7394
Pgk1-ps3,0
Pgk1-rs7,1
Pgk2,6
Pgls,2841
Pglyrp1,16
Pglyrp2,152
Pglyrp3,0
Pglyrp4,0
Pgm1,998
Pgm2,3139
Pgm2l1,1288
Pgm3,1783
Pgm5,1
Pgp,1914
Pgpep1,1920
Pgpep1l,11
Pgr,0
Pgr15l,0
Pgrmc1,7207
Pgrmc2,4570
Pgs1,1683
Phactr1,88
Phactr2,34
Phactr3,0
Phactr4,1777
Phax,5242
Phb,3100
Phb2,16774
Phc1,1117
Phc2,2184
Phc3,2791
Phex,16
Phf1,144
Phf10,10097
Phf11a,250
Phf11b,1022
Phf11c,398
Phf11d,22
Phf12,4632
Phf13,1189
Phf14,2640
Phf19,3115
Phf2,4999
Phf20,2631
Phf20l1,4058
Phf21a,1391
Phf21b,531
Phf23,1
Phf3,7427
Phf5a,3973
Phf6,5029
Phf7,774
Phf8,2436
Phgdh,15442
Phgr1,0
Phip,12170
Phka1,0
Phka2,731
Phkb,2683
Phkg1,6
Phkg2,749
Phlda1,617
Phlda2,0
Phlda3,53
Phldb1,1091
Phldb2,2
Phldb3,270
Phlpp1,12925
Phlpp2,2685
Phospho1,8
Phospho2,1137
Phox2a,0
Phox2b,0
Phpt1,2244
Phrf1,6847
Phtf1,0
Phtf1os,7
Phtf2,4427
Phxr4,0
Phyh,1202
Phyhd1,322
Phyhip,27
Phyhipl,0
Phykpl,831
Pi15,0
Pi16,3
Pi4k2a,3131
Pi4k2b,1089
Pi4ka,8044
Pi4kb,2443
Pianp,2
Pias1,1827
Pias2,4402
Pias3,851
Pias4,944
Pibf1,1186
Picalm,6372
Pick1,831
Pid1,0
Pidd1,1528
Piezo1,5587
Piezo2,0
Pif1,354
Pifo,160
Piga,1125
Pigb,367
Pigc,791
Pigf,387
Pigg,1028
Pigh,423
Pigk,2012
Pigl,405
Pigm,4691
Pign,2399
Pigo,1385
Pigp,702
Pigq,2853
Pigr,14
Pigs,2824
Pigt,3818
Pigu,1952
Pigv,178
Pigw,519
Pigx,756
Pigyl,312
Pigz,2285
Pih1d1,906
Pih1d2,28
Pih1d3,2
Pik3ap1,7543
Pik3c2a,3947
Pik3c2b,4831
Pik3c2g,0
Pik3c3,2101
Pik3ca,4398
Pik3cb,2
Pik3cd,387
Pik3cg,3742
Pik3ip1,320
Pik3r1,1997
Pik3r2,1932
Pik3r3,474
Pik3r4,2248
Pik3r5,1282
Pik3r6,4346
Pikfyve,5663
Pilra,4
Pilrb1,0
Pilrb2,0
Pim1,5496
Pim2,5693
Pim3,1849
Pin1,3262
Pin1rt1,0
Pin4,168
Pinc,0
Pink1,1123
Pinlyp,290
Pinx1,1687
Pip,0
Pip4k2a,3882
Pip4k2b,6077
Pip4k2c,2667
Pip5k1a,3108
Pip5k1b,1253
Pip5k1c,8269
Pip5kl1,4
Pipox,42
Pir,0
Pira1,28
Pira2,39
Pira6,0
Pirb,222
Pirt,0
Pisd,2075
Pisd-ps1,106
Pisd-ps2,62
Pisd-ps3,1107
Pithd1,3262
Pitpna,6487
Pitpnb,6053
Pitpnc1,916
Pitpnm1,0
Pitpnm2,3063
Pitpnm2os1,0
Pitpnm3,36
Pitrm1,5216
Pitx1,0
Pitx2,2
Pitx3,0
Piwil1,0
Piwil2,254
Piwil4,2
Pja1,3598
Pja2,2788
Pkd1,3935
Pkd1l1,0
Pkd1l2,5
Pkd1l3,1166
Pkd2,0
Pkd2l1,2
Pkd2l2,23
Pkdcc,304
Pkdrej,0
Pkhd1,0
Pkhd1l1,0
Pkia,0
Pkib,0
Pkig,5809
Pklr,4
Pkm,51206
Pkmyt1,1646
Pkn1,4292
Pkn2,7145
Pkn3,159
Pknox1,2148
Pknox2,2
Pkp1,4
Pkp2,541
Pkp3,461
Pkp4,0
Pla1a,414
Pla2g10,0
Pla2g10os,0
Pla2g12a,1281
Pla2g12b,0
Pla2g15,568
Pla2g16,241
Pla2g1b,0
Pla2g2a,0
Pla2g2c,0
Pla2g2d,0
Pla2g2e,0
Pla2g2f,0
Pla2g3,0
Pla2g4a,1
Pla2g4b,3
Pla2g4c,91
Pla2g4d,0
Pla2g4e,0
Pla2g4f,12
Pla2g5,0
Pla2g6,696
Pla2g7,0
Pla2r1,0
Plaa,8465
Plac1,0
Plac8,2426
Plac8l1,0
Plac9a,0
Plac9b,0
Plag1,27
Plagl1,171
Plagl2,8162
Plat,0
Plau,1522
Plaur,319
Plb1,15
Plbd1,4
Plbd2,2758
Plcb1,0
Plcb2,2377
Plcb3,1404
Plcb4,0
Plcd1,10
Plcd3,81
Plcd4,5
Plce1,2
Plcg1,2704
Plcg2,14555
Plch1,81
Plch2,3
Plcl1,0
Plcl2,4112
Plcxd1,33
Plcxd2,0
Plcxd3,0
Plcz1,0
Pld1,0
Pld2,3
Pld3,903
Pld4,5299
Pld5,0
Pld6,2
Pldi,0
Plec,6535
Plek,64532
Plek2,0
Plekha1,0
Plekha2,8155
Plekha3,1892
Plekha4,39
Plekha5,11
Plekha6,4
Plekha7,6
Plekha8,1503
Plekhb1,2
Plekhb2,1260
Plekhd1,4
Plekhd1os,0
Plekhf1,38
Plekhf2,2645
Plekhg1,29
Plekhg2,598
Plekhg3,3
Plekhg4,13
Plekhg5,568
Plekhg6,0
Plekhh1,239
Plekhh2,0
Plekhh3,237
Plekhj1,2081
Plekhm1,1286
Plekhm2,2236
Plekhm3,968
Plekhn1,120
Plekho1,1172
Plekho2,2715
Plekhs1,0
Plet1,0
Plet1os,0
Plg,0
Plgrkt,570
Plin1,2
Plin2,1508
Plin3,747
Plin4,10
Plin5,1
Plk-ps1,45
Plk1,1725
Plk2,3962
Plk3,1273
Plk4,3276
Plk5,1
Pllp,299
Pln,0
Plod1,167
Plod2,0
Plod3,1439
Plp1,40
Plp2,3767
Plrg1,3224
Pls1,6
Pls3,0
Plscr1,2131
Plscr2,12
Plscr3,415
Plscr4,1
Plscr5,0
Pltp,2
Plvap,19
Plxdc1,1
Plxdc2,0
Plxna1,9485
Plxna2,0
Plxna3,734
Plxna4,27
Plxna4os1,2
Plxnb1,11
Plxnb2,8011
Plxnb3,41
Plxnc1,6447
Plxnd1,3823
Pm20d1,17
Pm20d2,0
Pmaip1,3852
Pmch,4
Pmel,2427
Pmepa1,0
Pmf1,2171
Pmfbp1,0
Pmis2,0
Pml,1674
Pmm1,2170
Pmm2,2044
Pmp2,2
Pmp22,0
Pmpca,6951
Pmpcb,2524
Pms1,1049
Pms2,2354
Pmvk,899
Pnck,0
Pnisr,4501
Pnkd,6864
Pnkp,761
Pnldc1,16
Pnlip,0
Pnliprp1,0
Pnliprp2,0
Pnma1,37
Pnma2,0
Pnma3,0
Pnma5,0
Pnmal1,5
Pnmal2,53
Pnmt,0
Pnn,16103
Pno1,4554
Pnoc,4
Pnp,4128
Pnp2,8
Pnpla1,0
Pnpla2,1251
Pnpla3,17
Pnpla5,0
Pnpla6,890
Pnpla7,2227
Pnpla8,3637
Pnpo,999
Pnpt1,4262
Pnrc1,1403
Pnrc2,1906
Poc1a,800
Poc1b,1316
Poc5,950
Podn,0
Podnl1,15
Podxl,0
Podxl2,1
Pof1b,12
Pofut1,2507
Pofut2,1046
Pogk,3697
Poglut1,2190
Pogz,3709
Pola1,4378
Pola2,4426
Polb,1217
Pold1,3160
Pold2,6233
Pold3,5475
Pold4,0
Poldip2,4335
Poldip3,6296
Pole,6488
Pole2,1389
Pole3,2038
Pole4,3263
Polg,4666
Polg2,325
Polh,2499
Poli,426
Polk,585
Poll,942
Polm,124
Poln,22
Polq,2804
Polr1a,14297
Polr1b,8465
Polr1c,6713
Polr1d,4614
Polr1e,1856
Polr2a,31647
Polr2b,9661
Polr2c,2684
Polr2d,3027
Polr2e,5189
Polr2f,2809
Polr2g,1871
Polr2h,1713
Polr2i,652
Polr2j,1713
Polr2k,1051
Polr2l,448
Polr2m,12358
Polr3a,3969
Polr3b,2905
Polr3c,3178
Polr3d,2925
Polr3e,4163
Polr3f,2557
Polr3g,3572
Polr3gl,654
Polr3h,2382
Polr3k,1736
Polrmt,1926
Pom121,11836
Pom121l12,0
Pom121l2,0
Pomc,42
Pomgnt1,2405
Pomgnt2,1
Pomk,886
Pomp,3310
Pomt1,813
Pomt2,1496
Pon1,0
Pon2,1002
Pon3,266
Pop1,4019
Pop4,1951
Pop5,1773
Pop7,990
Popdc2,2
Popdc3,0
Por,3338
Porcn,0
Postn,1
Pot1a,1137
Pot1b,0
Poteg,0
Pou1f1,0
Pou2af1,8512
Pou2f1,2923
Pou2f2,2949
Pou2f3,171
Pou2f3-rs1,0
Pou3f1,2
Pou3f2,0
Pou3f3,0
Pou3f4,0
Pou4f1,3
Pou4f2,0
Pou4f3,0
Pou5f1,1
Pou5f2,2
Pou6f1,2543
Pou6f2,0
Pp2d1,1
Ppa1,5648
Ppa2,1667
Ppan,10472
Ppap2a,1065
Ppap2b,2
Ppap2c,396
Ppapdc1a,0
Ppapdc1b,1066
Ppapdc2,391
Ppapdc3,11
Ppara,2
Ppard,0
Pparg,0
Ppargc1a,0
Ppargc1b,2242
Ppat,11902
Ppbp,0
Ppcdc,1103
Ppcs,775
Ppdpf,813
Ppef1,0
Ppef2,298
Ppfia1,4427
Ppfia2,116
Ppfia3,96
Ppfia4,106
Ppfibp1,1195
Ppfibp2,3521
Pphln1,4987
Ppia,48241
Ppib,3948
Ppic,0
Ppid,8586
Ppie,1940
Ppif,4881
Ppifos,205
Ppig,11145
Ppih,2066
Ppil1,2774
Ppil2,2818
Ppil3,1049
Ppil4,3595
Ppil6,6
Ppip5k1,659
Ppip5k2,4977
Ppl,2
Ppm1a,6126
Ppm1b,3438
Ppm1d,1521
Ppm1e,0
Ppm1f,5006
Ppm1g,17332
Ppm1h,5
Ppm1j,15
Ppm1k,424
Ppm1l,8
Ppm1m,2105
Ppm1n,0
Ppme1,2439
Ppox,1027
Ppp1ca,0
Ppp1cb,13560
Ppp1cc,4681
Ppp1r10,270
Ppp1r11,2
Ppp1r12a,5554
Ppp1r12b,432
Ppp1r12c,2192
Ppp1r13b,1038
Ppp1r13l,132
Ppp1r14a,5
Ppp1r14b,2551
Ppp1r14c,0
Ppp1r14d,0
Ppp1r15a,894
Ppp1r15b,9502
Ppp1r16a,1038
Ppp1r16b,10094
Ppp1r17,0
Ppp1r18,162
Ppp1r1a,4
Ppp1r1b,0
Ppp1r1c,2
Ppp1r2,3280
Ppp1r2-ps2,0
Ppp1r2-ps3,0
Ppp1r2-ps7,0
Ppp1r2-ps9,0
Ppp1r21,842
Ppp1r26,0
Ppp1r27,0
Ppp1r32,6
Ppp1r35,198
Ppp1r36,2
Ppp1r37,1414
Ppp1r3a,0
Ppp1r3b,1150
Ppp1r3c,0
Ppp1r3d,0
Ppp1r3e,437
Ppp1r3f,30
Ppp1r3fos,44
Ppp1r3g,0
Ppp1r42,2
Ppp1r7,5091
Ppp1r8,5149
Ppp1r9a,0
Ppp1r9b,3397
Ppp2ca,19643
Ppp2cb,3122
Ppp2r1a,7500
Ppp2r1b,5386
Ppp2r2a,9678
Ppp2r2b,80
Ppp2r2c,0
Ppp2r2cos,0
Ppp2r2d,2565
Ppp2r3a,230
Ppp2r3c,949
Ppp2r3d,57
Ppp2r4,7456
Ppp2r5a,4074
Ppp2r5b,207
Ppp2r5c,3446
Ppp2r5d,5076
Ppp2r5e,2628
Ppp3ca,22950
Ppp3cb,5353
Ppp3cc,1573
Ppp3r1,12118
Ppp3r2,0
Ppp4c,4358
Ppp4r1,5513
Ppp4r1l-ps,114
Ppp4r2,10232
Ppp4r4,0
Ppp5c,6910
Ppp6c,2851
Ppp6r1,9533
Ppp6r2,861
Ppp6r3,8019
Pprc1,10978
Ppt1,2335
Ppt2,0
Pptc7,3598
Ppwd1,1279
Ppy,0
Pqbp1,2437
Pqlc1,756
Pqlc2,380
Pqlc3,1043
Pradc1,670
Praf2,805
Pram1,33
Prame,0
Pramef12,0
Pramef17,0
Pramef25,0
Pramef6,0
Pramef8,0
Pramel,0
Pramel1,0
Pramel3,0
Pramel4,0
Pramel5,0
Pramel6,0
Pramel7,0
Prap1,0
Prb1,0
Prc1,2608
Prcc,4224
Prcp,1173
Prdm1,1155
Prdm10,1174
Prdm11,123
Prdm12,0
Prdm13,0
Prdm14,0
Prdm15,1577
Prdm16,0
Prdm2,4930
Prdm4,3130
Prdm5,0
Prdm6,0
Prdm8,3
Prdm9,121
Prdx1,17441
Prdx2,3961
Prdx2-rs3,0
Prdx3,4125
Prdx4,1924
Prdx5,1551
Prdx6,10376
Prdx6-ps2,1
Prdx6b,0
Preb,4803
Prelid1,4199
Prelid2,0
Prelp,2
Prep,6624
Prepl,1706
Prex1,2408
Prex2,0
Prf1,510
Prg2,76
Prg3,10
Prg4,7
Prh1,0
Prickle1,2707
Prickle2,0
Prickle3,11
Prickle4,6
Prim1,3273
Prim2,1613
Prima1,0
Primpol,506
Prkaa1,6229
Prkaa2,0
Prkab1,1675
Prkab2,337
Prkaca,2067
Prkaca-ps1,0
Prkacb,6980
Prkag1,1224
Prkag2,663
Prkag2os1,7
Prkag3,6
Prkar1a,12559
Prkar1b,2
Prkar2a,7613
Prkar2b,1092
Prkca,6617
Prkcb,29228
Prkcd,12253
Prkcdbp,0
Prkce,2055
Prkcg,0
Prkch,5
Prkci,4051
Prkcq,0
Prkcsh,8108
Prkcz,7
Prkd1,0
Prkd2,923
Prkd3,2
Prkdc,4326
Prkg1,0
Prkg2,0
Prkra,24
Prkrip1,1335
Prkrir,11622
Prkx,1019
Prl,0
Prl2a1,0
Prl2b1,0
Prl2c1,0
Prl2c2,0
Prl2c3,0
Prl2c5,0
Prl3a1,0
Prl3b1,0
Prl3c1,0
Prl3d1,0
Prl3d2,0
Prl3d3,0
Prl4a1,0
Prl5a1,0
Prl6a1,0
Prl7a1,0
Prl7a2,0
Prl7b1,1
Prl7c1,0
Prl7d1,0
Prl8a1,0
Prl8a2,0
Prl8a6,0
Prl8a8,47
Prl8a9,0
Prlh,2
Prlhr,0
Prlr,0
Prm1,10
Prm2,0
Prm3,0
Prmt1,12712
Prmt10,885
Prmt2,356
Prmt3,2097
Prmt5,11990
Prmt6,2869
Prmt7,3203
Prmt8,0
Prn,0
Prnd,0
Prnp,140
Prob1,293
Proc,0
Proca1,3
Procr,4
Prodh,1
Prodh2,0
Prok1,0
Prok2,0
Prokr1,4
Prokr2,0
Prol1,0
Prom1,2
Prom2,0
Prop1,0
Prorsd1,757
Pros1,14
Prosc,906
Proser1,2842
Proser2,2
Proser3,171
Prox1,301
Prox2,219
Proz,116
Prp2,0
Prpf18,1825
Prpf19,11732
Prpf3,5325
Prpf31,4876
Prpf38a,3118
Prpf38b,11605
Prpf39,3997
Prpf4,5934
Prpf40a,17231
Prpf40b,976
Prpf4b,12536
Prpf6,4425
Prpf8,48828
Prph,2
Prph2,0
Prpmp5,0
Prps1,4828
Prps1l1,0
Prps1l3,7100
Prps2,3643
Prpsap1,3567
Prpsap2,1777
Prr11,0
Prr12,4368
Prr13,2948
Prr14,914
Prr14l,3970
Prr15,0
Prr15l,0
Prr16,0
Prr18,0
Prr19,0
Prr22,35
Prr23a,0
Prr27,0
Prr3,3
Prr30,0
Prr32,0
Prr33,272
Prr36,48
Prr5,2859
Prr5l,0
Prr7,61
Prr9,0
Prrc1,2590
Prrc2a,0
Prrc2b,21191
Prrc2c,36430
Prrg1,0
Prrg2,212
Prrg3,0
Prrg4,594
Prrt1,0
Prrt2,221
Prrt3,1
Prrt4,2
Prrx1,0
Prrx2,2
Prrxl1,0
Prss1,0
Prss12,0
Prss16,11
Prss2,0
Prss21,0
Prss22,0
Prss23,688
Prss27,0
Prss28,0
Prss29,0
Prss3,0
Prss30,4
Prss32,0
Prss33,2
Prss34,0
Prss35,0
Prss36,291
Prss37,0
Prss38,0
Prss39,3
Prss40,0
Prss41,0
Prss42,16
Prss43,2
Prss44,0
Prss45,0
Prss46,0
Prss47,0
Prss48,0
Prss50,0
Prss51,3
Prss52,0
Prss53,11
Prss54,0
Prss55,3
Prss56,0
Prss57,3
Prss58,0
Prss8,0
Prtg,0
Prtn3,12
Prune,965
Prune2,24
Prx,357
Ps-modr4,28
Psap,14833
Psapl1,0
Psat1,19915
Psca,2
Psd,585
Psd2,90
Psd3,495
Psd4,4850
Psen1,4008
Psen2,1778
Psenen,892
Psg-ps1,0
Psg16,2
Psg17,0
Psg18,0
Psg19,0
Psg20,0
Psg21,0
Psg22,0
Psg23,0
Psg25,0
Psg26,0
Psg27,0
Psg28,0
Psg29,0
Psip1,15083
Pskh1,1232
Psma1,7899
Psma2,5224
Psma3,6331
Psma4,4721
Psma5,4715
Psma6,9992
Psma7,7134
Psma8,0
Psmb1,5879
Psmb10,1547
Psmb11,6
Psmb2,4266
Psmb3,3134
Psmb4,8092
Psmb5,3820
Psmb5-ps,0
Psmb6,0
Psmb6-ps2,1
Psmb7,7424
Psmb7-ps2,2
Psmb8,1
Psmb9,0
Psmc1,9310
Psmc2,5983
Psmc3,7867
Psmc3ip,1175
Psmc4,5926
Psmc5,5846
Psmc6,8798
Psmd1,10511
Psmd10,1448
Psmd11,9033
Psmd12,7569
Psmd13,3451
Psmd14,6073
Psmd2,17414
Psmd3,6992
Psmd4,5535
Psmd5,4870
Psmd6,5397
Psmd7,11378
Psmd8,7876
Psmd9,2203
Psme1,8731
Psme2,8656
Psme2b,86
Psme3,15951
Psme4,7947
Psmf1,1818
Psmg1,0
Psmg2,1797
Psmg3,1123
Psmg4,682
Psors1c2,0
Pspc1,8250
Psph,4158
Pspn,16
Psrc1,283
Pstk,546
Pstpip1,538
Pstpip2,1075
Ptafr,27
Ptar1,976
Ptbp1,29514
Ptbp2,2962
Ptbp3,16654
Ptcd1,866
Ptcd2,2189
Ptcd3,4130
Ptch1,5461
Ptch2,4
Ptchd1,0
Ptchd2,0
Ptchd3,0
Ptchd4,0
Ptcra,10
Ptdss1,3735
Ptdss2,1459
Pten,7005
Pter,1435
Ptf1a,0
Ptgdr,0
Ptgdr2,8
Ptgds,10
Ptger1,1824
Ptger2,0
Ptger3,6
Ptger4,652
Ptges,4
Ptges2,789
Ptges3,10977
Ptges3l,58
Ptgfr,0
Ptgfrn,0
Ptgir,5367
Ptgis,440
Ptgr1,0
Ptgr2,2332
Ptgs1,385
Ptgs2,0
Ptgs2os,0
Ptgs2os2,0
Pth,0
Pth1r,67
Pth2,0
Pth2r,0
Pthlh,0
Ptk2,2743
Ptk2b,1371
Ptk6,4
Ptk7,1954
Ptma,59603
Ptms,2345
Ptn,0
Ptov1,1460
Ptp4a1,1505
Ptp4a2,3325
Ptp4a3,2713
Ptpdc1,0
Ptpla,128
Ptplad1,4786
Ptplad2,14
Ptplb,1635
Ptpmt1,2633
Ptpn1,5769
Ptpn11,13731
Ptpn12,5306
Ptpn13,2
Ptpn14,16
Ptpn18,886
Ptpn2,3954
Ptpn20,0
Ptpn21,526
Ptpn22,752
Ptpn23,4982
Ptpn3,0
Ptpn4,5068
Ptpn5,237
Ptpn6,9549
Ptpn7,4181
Ptpn9,3666
Ptpra,3167
Ptprb,0
Ptprc,14170
Ptprcap,0
Ptprd,0
Ptpre,192
Ptprf,36
Ptprg,0
Ptprh,0
Ptprj,2333
Ptprk,0
Ptprm,0
Ptprn,12
Ptprn2,0
Ptpro,0
Ptprq,0
Ptprr,0
Ptprs,8074
Ptprt,2
Ptprtos,0
Ptpru,12
Ptprv,210
Ptprz1,0
Ptrf,11
Ptrh1,123
Ptrh2,1908
Ptrhd1,158
Pts,798
Pttg1,1644
Pttg1ip,2253
Ptx3,0
Ptx4,0
Puf60,7987
Pum1,1
Pum2,17053
Pura,5006
Purb,26374
Purg,350
Pus1,3445
Pus10,6989
Pus3,1570
Pus7,8283
Pus7l,1337
Pusl1,743
Pvalb,29
Pvr,1148
Pvrl1,4158
Pvrl2,899
Pvrl3,0
Pvrl4,6
Pvt1,2016
Pwp1,6057
Pwp2,5319
Pwwp2a,3130
Pwwp2b,29
Pxdc1,0
Pxdn,0
Pxk,1373
Pxmp2,184
Pxmp4,298
Pxn,3554
Pxt1,0
Pxylp1,1584
Pycard,936
Pycr1,3057
Pycr2,2788
Pycrl,1892
Pydc3,2
Pydc4,0
Pygb,4073
Pygl,48
Pygm,80
Pygo1,0
Pygo2,2438
Pyhin1,30
Pyroxd1,286
Pyroxd2,3
Pyurf,636
Pyy,0
Pzp,2
Qars,6408
Qdpr,2606
Qk,11519
Qpct,0
Qpctl,596
Qprt,28
Qrfp,0
Qrfpr,0
Qrich1,7347
Qrich2,2
Qrsl1,1689
Qser1,6727
Qsox1,598
Qsox2,1285
Qtrt1,1440
Qtrtd1,3663
R3hcc1,3425
R3hcc1l,1195
R3hdm1,7682
R3hdm2,1896
R3hdm4,2058
R3hdml,0
R74862,85
Rab1,10032
Rab10,12699
Rab10os,539
Rab11a,3737
Rab11b,212
Rab11b-ps1,0
Rab11b-ps2,216
Rab11fip1,2288
Rab11fip2,498
Rab11fip3,1460
Rab11fip4,3340
Rab11fip4os1,30
Rab11fip4os2,2
Rab11fip5,24
Rab12,1305
Rab13,31
Rab14,6177
Rab15,2
Rab17,344
Rab18,2945
Rab19,12
Rab1b,2924
Rab20,841
Rab21,2462
Rab22a,949
Rab23,1138
Rab24,2343
Rab25,71
Rab26,0
Rab26os,307
Rab27a,1212
Rab27b,0
Rab28,2092
Rab29,394
Rab2a,3528
Rab2b,744
Rab30,2829
Rab31,983
Rab32,0
Rab33a,4
Rab33b,610
Rab34,9
Rab35,4566
Rab36,54
Rab37,120
Rab38,0
Rab39,87
Rab39b,1
Rab3a,59
Rab3b,33
Rab3c,0
Rab3d,127
Rab3gap1,2634
Rab3gap2,1752
Rab3il1,18
Rab3ip,849
Rab40b,0
Rab40c,943
Rab42,0
Rab43,1703
Rab44,0
Rab4a,6
Rab4b,1668
Rab5a,2564
Rab5b,1111
Rab5c,3110
Rab6a,5473
Rab6b,95
Rab7,10953
Rab7-ps1,42
Rab8a,3723
Rab8b,4396
Rab9,1614
Rab9b,1
Rab9b-ps1,3
Rabac1,1698
Rabep1,300
Rabep2,2121
Rabepk,739
Rabgap1,3156
Rabgap1l,4290
Rabgef1,2455
Rabggta,859
Rabggtb,6480
Rabif,1852
Rabl2,360
Rabl3,1107
Rabl6,5869
Rac1,10587
Rac2,10893
Rac3,62
Racgap1,4611
Rad1,1454
Rad17,1855
Rad18,1716
Rad21,20753
Rad21l,0
Rad23a,2454
Rad23b,20900
Rad50,2307
Rad51,3906
Rad51ap1,2180
Rad51ap2,0
Rad51b,767
Rad51c,11
Rad51d,860
Rad52,373
Rad54b,602
Rad54l,2382
Rad54l2,7014
Rad9a,0
Rad9b,636
Radil,0
Rae1,4622
Raet1d,108
Raet1e,9
Raf1,5496
Rag1,0
Rag2,0
Rai1,6236
Rai14,109
Rai2,0
Rala,987
Ralb,1009
Ralbp1,3839
Ralgapa1,5293
Ralgapa2,2162
Ralgapb,3912
Ralgds,1578
Ralgps1,110
Ralgps2,5279
Raly,11111
Ralyl,3
Ramp1,0
Ramp2,99
Ramp3,14
Ran,27823
Ranbp1,2
Ranbp10,1883
Ranbp17,0
Ranbp2,28438
Ranbp3,6697
Ranbp3l,1
Ranbp6,1217
Ranbp9,3106
Rangap1,9877
Rangrf,536
Rap1a,3435
Rap1b,10865
Rap1gap,597
Rap1gap2,5136
Rap1gapos,1
Rap1gds1,3522
Rap2a,480
Rap2b,0
Rap2c,2408
Rapgef1,17535
Rapgef2,745
Rapgef3,144
Rapgef4,0
Rapgef5,0
Rapgef6,3898
Rapgefl1,62
Raph1,2820
Rapsn,6
Rara,1512
Rarb,4
Rarg,282
Rarres1,3
Rarres2,0
Rars,10699
Rars2,1702
Rasa1,3634
Rasa2,2543
Rasa3,336
Rasa4,50
Rasal1,1057
Rasal2,2974
Rasal3,1984
Rasd1,15
Rasd2,0
Rasef,111
Rasgef1a,10
Rasgef1b,49
Rasgef1c,0
Rasgrf1,4
Rasgrf2,350
Rasgrp1,0
Rasgrp2,877
Rasgrp3,19722
Rasgrp4,420
Rasip1,63
Rasl10a,191
Rasl10b,48
Rasl11a,0
Rasl11b,116
Rasl12,34
Rasl2-9,20
Rassf1,1362
Rassf10,0
Rassf2,5149
Rassf3,2974
Rassf4,8135
Rassf5,3426
Rassf6,478
Rassf7,359
Rassf8,55
Rassf9,0
Raver1,3329
Raver1-fdx1l,1
Raver2,0
Rax,0
Rb1,3959
Rb1cc1,2787
Rbak,791
Rbakdn,3
Rbbp4,2878
Rbbp5,3746
Rbbp6,13458
Rbbp7,26505
Rbbp8,1895
Rbbp8nl,0
Rbbp9,15
Rbck1,4319
Rbfa,1720
Rbfox1,4
Rbfox2,0
Rbfox3,0
Rbks,161
Rbl1,1818
Rbl2,778
Rbm10,4450
Rbm11,0
Rbm12,5017
Rbm12b1,673
Rbm12b2,714
Rbm14,2960
Rbm14-rbm4,0
Rbm15,2383
Rbm15b,2477
Rbm17,11421
Rbm18,1188
Rbm19,4183
Rbm20,9
Rbm22,4549
Rbm24,0
Rbm25,20534
Rbm26,11009
Rbm27,9456
Rbm28,5399
Rbm3,13750
Rbm31y,0
Rbm33,4599
Rbm34,3146
Rbm38,6292
Rbm39,19237
Rbm3os,39
Rbm4,89
Rbm41,1114
Rbm42,3480
Rbm43,659
Rbm44,3
Rbm45,4597
Rbm46,0
Rbm46os,0
Rbm47,2340
Rbm48,578
Rbm4b,911
Rbm5,5095
Rbm6,5921
Rbm6-ps1,32
Rbm7,5481
Rbm8a,6106
Rbms1,1918
