gene_id,Satrom-mRNA-30mT_CGATGT_L004_001
LOC100048884,0
LOC100125594,0
LOC100417665,0
LOC100418081,0
LOC100502580,1
LOC100502592,0
LOC100502777,262
LOC100502896,0
LOC100503002,11
LOC100503047,0
LOC100503048,0
LOC100503142,0
LOC100503280,0
LOC100503338,3
LOC100503496,1
LOC100503594,0
LOC100503676,31
LOC100503733,0
LOC100503831,2
LOC100503923,71
LOC100503973,0
LOC100504039,0
LOC100504066,0
LOC100504180,0
LOC100504535,0
LOC100504923,0
LOC100505025,0
LOC100534336,1
LOC100534385,39
LOC100534386,0
LOC100534390,6
LOC100861615,0
LOC100861618,0
LOC100861627,0
LOC100861651,7
LOC100861655,0
LOC100861691,0
LOC100861727,0
LOC100861738,25
LOC100861749,175
LOC100861763,1
LOC100861770,0
LOC100861784,0
LOC100861814,0
LOC100861913,24
LOC100861933,0
LOC100861969,0
LOC100861978,0
LOC100862015,0
LOC100862043,0
LOC100862097,0
LOC100862106,0
LOC100862115,0
LOC100862122,0
LOC100862150,0
LOC100862151,0
LOC100862166,0
LOC100862179,0
LOC100862180,0
LOC100862192,0
LOC100862202,0
LOC100862203,577
LOC100862204,0
LOC100862220,0
LOC100862242,9
LOC100862245,0
LOC100862249,0
LOC100862268,0
LOC100862271,0
LOC100862324,0
LOC100862372,0
LOC100862374,0
LOC100862408,0
LOC100862413,0
LOC100862414,0
LOC100862415,0
LOC100862416,0
LOC100862420,0
LOC100862425,0
LOC100862426,0
LOC100862431,1038
LOC100862432,0
LOC100862433,3
LOC100862434,0
LOC100862436,0
LOC100862438,0
LOC100862441,1
LOC100862442,0
LOC100862443,0
LOC100862444,1
LOC100862446,5
LOC100862448,0
LOC100862449,0
LOC100862450,0
LOC100862454,0
LOC100862455,0
LOC100862456,0
LOC100862460,0
LOC100862464,0
LOC100862465,0
LOC100862466,0
LOC100862468,1
LOC100862470,0
LOC100862471,0
LOC100862473,0
LOC100862474,0
LOC100862545,2
LOC101055630,0
LOC101055651,2
LOC101055656,0
LOC101055663,47
LOC101055671,0
LOC101055672,798
LOC101055673,1
LOC101055676,0
LOC101055688,0
LOC101055696,37
LOC101055703,0
LOC101055708,0
LOC101055721,0
LOC101055724,0
LOC101055727,9
LOC101055736,0
LOC101055737,9
LOC101055748,0
LOC101055749,0
LOC101055752,0
LOC101055754,0
LOC101055758,231
LOC101055782,0
LOC101055790,0
LOC101055792,109
LOC101055793,0
LOC101055797,0
LOC101055805,0
LOC101055806,0
LOC101055836,0
LOC101055837,2
LOC101055843,0
LOC101055863,0
LOC101055864,0
LOC101055879,0
LOC101055888,2
LOC101055892,0
LOC101055894,14
LOC101055898,0
LOC101055899,2
LOC101055905,0
LOC101055907,294
LOC101055909,5
LOC101055912,0
LOC101055913,0
LOC101055915,1
LOC101055923,0
LOC101055939,7
LOC101055944,4
LOC101055951,0
LOC101055953,0
LOC101055959,0
LOC101055960,0
LOC101055968,0
LOC101055979,0
LOC101055980,2
LOC101055992,0
LOC101055995,2
LOC101056001,0
LOC101056014,1003
LOC101056029,14
LOC101056032,0
LOC101056035,0
LOC101056046,0
LOC101056056,0
LOC101056073,0
LOC101056074,0
LOC101056075,0
LOC101056100,0
LOC101056106,91
LOC101056115,1
LOC101056120,0
LOC101056144,0
LOC101056159,1
LOC101056163,0
LOC101056169,0
LOC101056219,0
LOC101056221,3
LOC101056233,2
LOC101056240,0
LOC101056256,0
LOC101056259,0
LOC101056296,0
LOC101056300,0
LOC101056302,0
LOC101056303,0
LOC101056304,0
LOC101056305,0
LOC101056306,0
LOC101056308,0
LOC102238517,4
LOC102238518,2
LOC102238520,0
LOC102238523,0
LOC102238526,0
LOC102392594,0
LOC102631518,0
LOC102631527,4
LOC102631547,40
LOC102631555,0
LOC102631585,1
LOC102631612,0
LOC102631641,0
LOC102631653,10
LOC102631670,0
LOC102631676,0
LOC102631679,0
LOC102631691,0
LOC102631716,25
LOC102631726,0
LOC102631730,1
LOC102631735,0
LOC102631749,3
LOC102631757,2
LOC102631767,0
LOC102631780,0
LOC102631805,2
LOC102631806,1
LOC102631893,0
LOC102631912,2312
LOC102631924,4
LOC102631930,10
LOC102631940,0
LOC102631943,0
LOC102631952,7
LOC102631971,0
LOC102631977,1
LOC102631979,24
LOC102631982,0
LOC102631983,0
LOC102631992,0
LOC102631993,1
LOC102631995,0
LOC102632006,3
LOC102632016,0
LOC102632031,18
LOC102632050,0
LOC102632053,0
LOC102632063,0
LOC102632079,11
LOC102632096,5
LOC102632102,0
LOC102632113,0
LOC102632142,2
LOC102632156,0
LOC102632180,0
LOC102632213,2
LOC102632224,4
LOC102632231,0
LOC102632256,0
LOC102632278,0
LOC102632285,1
LOC102632291,3
LOC102632292,4
LOC102632302,3
LOC102632305,0
LOC102632319,0
LOC102632357,0
LOC102632367,0
LOC102632382,0
LOC102632383,0
LOC102632388,8
LOC102632402,0
LOC102632415,0
LOC102632416,45
LOC102632442,0
LOC102632463,0
LOC102632465,33
LOC102632476,3
LOC102632493,0
LOC102632504,0
LOC102632538,0
LOC102632541,31
LOC102632560,0
LOC102632594,0
LOC102632599,0
LOC102632622,0
LOC102632636,0
LOC102632661,0
LOC102632664,0
LOC102632678,0
LOC102632682,0
LOC102632690,0
LOC102632711,0
LOC102632714,0
LOC102632739,111
LOC102632761,0
LOC102632770,26
LOC102632778,41
LOC102632821,22
LOC102632883,0
LOC102632885,29
LOC102632901,43
LOC102632907,1
LOC102632931,0
LOC102632952,0
LOC102632957,0
LOC102632990,0
LOC102633000,4
LOC102633008,0
LOC102633032,0
LOC102633047,19
LOC102633050,0
LOC102633054,0
LOC102633076,0
LOC102633086,8
LOC102633149,0
LOC102633151,0
LOC102633156,0
LOC102633165,0
LOC102633176,4
LOC102633187,0
LOC102633190,48
LOC102633201,3
LOC102633210,24
LOC102633225,0
LOC102633230,0
LOC102633232,0
LOC102633239,0
LOC102633254,0
LOC102633266,0
LOC102633274,2
LOC102633277,2
LOC102633308,0
LOC102633312,0
LOC102633321,0
LOC102633322,0
LOC102633332,10
LOC102633345,8
LOC102633357,0
LOC102633363,0
LOC102633366,2
LOC102633425,0
LOC102633452,0
LOC102633456,0
LOC102633469,2
LOC102633472,15
LOC102633493,3
LOC102633497,0
LOC102633523,0
LOC102633541,0
LOC102633548,180
LOC102633553,0
LOC102633576,0
LOC102633584,0
LOC102633588,0
LOC102633596,10
LOC102633605,0
LOC102633627,4
LOC102633643,0
LOC102633655,0
LOC102633666,82
LOC102633671,0
LOC102633673,56
LOC102633677,0
LOC102633705,0
LOC102633724,0
LOC102633746,4
LOC102633753,0
LOC102633777,0
LOC102633783,7
LOC102633784,4
LOC102633786,63
LOC102633794,2
LOC102633800,0
LOC102633809,0
LOC102633813,1
LOC102633817,22
LOC102633833,0
LOC102633880,4
LOC102633881,0
LOC102633883,13
LOC102633890,0
LOC102633893,0
LOC102633907,0
LOC102633930,9
LOC102633938,0
LOC102633954,0
LOC102633973,17
LOC102634010,0
LOC102634018,0
LOC102634026,0
LOC102634042,1
LOC102634048,0
LOC102634058,0
LOC102634065,0
LOC102634072,1
LOC102634078,88
LOC102634082,0
LOC102634085,0
LOC102634090,0
LOC102634097,13
LOC102634098,0
LOC102634100,12
LOC102634128,2
LOC102634132,0
LOC102634135,0
LOC102634154,18
LOC102634168,0
LOC102634217,0
LOC102634226,0
LOC102634233,0
LOC102634259,0
LOC102634268,0
LOC102634284,0
LOC102634296,0
LOC102634300,12
LOC102634304,0
LOC102634312,0
LOC102634314,0
LOC102634324,0
LOC102634333,268
LOC102634340,4
LOC102634348,0
LOC102634349,0
LOC102634350,0
LOC102634388,0
LOC102634389,0
LOC102634401,0
LOC102634429,0
LOC102634439,0
LOC102634459,0
LOC102634462,5
LOC102634481,0
LOC102634483,7
LOC102634486,3
LOC102634495,0
LOC102634499,0
LOC102634502,0
LOC102634525,0
LOC102634529,0
LOC102634532,0
LOC102634533,21
LOC102634581,188
LOC102634584,0
LOC102634585,14
LOC102634683,284
LOC102634703,0
LOC102634709,32
LOC102634716,25
LOC102634730,0
LOC102634733,0
LOC102634745,0
LOC102634805,13
LOC102634812,0
LOC102634827,0
LOC102634835,11
LOC102634841,42
LOC102634852,0
LOC102634854,2
LOC102634861,0
LOC102634872,0
LOC102634873,1
LOC102634887,0
LOC102634900,0
LOC102634904,10
LOC102634918,0
LOC102634924,0
LOC102634956,57
LOC102634968,0
LOC102634999,6
LOC102635036,0
LOC102635048,24
LOC102635067,0
LOC102635075,7
LOC102635089,0
LOC102635122,3
LOC102635127,128
LOC102635133,15
LOC102635138,53
LOC102635150,0
LOC102635154,34
LOC102635161,0
LOC102635164,0
LOC102635165,0
LOC102635169,0
LOC102635198,2
LOC102635200,0
LOC102635219,0
LOC102635245,0
LOC102635252,0
LOC102635261,0
LOC102635273,0
LOC102635282,25
LOC102635322,0
LOC102635339,0
LOC102635341,39
LOC102635349,0
LOC102635386,9
LOC102635389,0
LOC102635394,51
LOC102635398,0
LOC102635400,4
LOC102635409,0
LOC102635410,3
LOC102635411,0
LOC102635423,0
LOC102635430,0
LOC102635439,0
LOC102635450,0
LOC102635467,2
LOC102635469,3
LOC102635492,0
LOC102635502,0
LOC102635514,0
LOC102635521,26
LOC102635527,2
LOC102635529,0
LOC102635554,0
LOC102635566,2
LOC102635572,0
LOC102635638,14
LOC102635658,0
LOC102635659,0
LOC102635660,0
LOC102635661,4
LOC102635682,1
LOC102635705,0
LOC102635707,0
LOC102635713,0
LOC102635714,9
LOC102635720,0
LOC102635732,0
LOC102635760,0
LOC102635781,17
LOC102635783,0
LOC102635786,5
LOC102635801,0
LOC102635833,0
LOC102635844,32
LOC102635863,0
LOC102635871,0
LOC102635879,0
LOC102635893,3
LOC102635903,0
LOC102635912,4
LOC102635931,1
LOC102635948,95
LOC102635960,0
LOC102635990,14
LOC102635992,0
LOC102635997,0
LOC102636011,7
LOC102636016,0
LOC102636024,0
LOC102636026,0
LOC102636028,0
LOC102636037,16
LOC102636041,0
LOC102636048,62
LOC102636055,16
LOC102636060,0
LOC102636101,62
LOC102636110,0
LOC102636124,0
LOC102636129,0
LOC102636142,0
LOC102636156,0
LOC102636158,11
LOC102636160,0
LOC102636183,0
LOC102636203,0
LOC102636231,0
LOC102636233,0
LOC102636254,0
LOC102636255,13
LOC102636261,4
LOC102636284,0
LOC102636299,9
LOC102636300,0
LOC102636309,22
LOC102636313,0
LOC102636317,8
LOC102636338,22
LOC102636340,0
LOC102636349,0
LOC102636352,0
LOC102636357,0
LOC102636360,0
LOC102636367,2
LOC102636379,0
LOC102636380,0
LOC102636393,3
LOC102636406,0
LOC102636414,0
LOC102636417,84
LOC102636462,17
LOC102636463,28
LOC102636478,6
LOC102636514,12
LOC102636530,0
LOC102636551,1
LOC102636558,17
LOC102636563,0
LOC102636566,0
LOC102636581,0
LOC102636584,0
LOC102636590,0
LOC102636631,0
LOC102636664,0
LOC102636666,0
LOC102636700,7
LOC102636707,0
LOC102636733,6
LOC102636734,58
LOC102636741,0
LOC102636776,0
LOC102636777,0
LOC102636784,4
LOC102636792,0
LOC102636795,3
LOC102636808,0
LOC102636815,20
LOC102636828,0
LOC102636841,0
LOC102636852,0
LOC102636873,4
LOC102636894,67
LOC102636896,0
LOC102636900,2
LOC102636907,8
LOC102636908,0
LOC102636948,0
LOC102636949,0
LOC102636988,0
LOC102636989,0
LOC102637001,0
LOC102637012,0
LOC102637021,5
LOC102637048,0
LOC102637049,6
LOC102637070,0
LOC102637094,0
LOC102637097,1
LOC102637099,0
LOC102637129,12
LOC102637163,0
LOC102637181,14
LOC102637192,0
LOC102637200,0
LOC102637219,26
LOC102637234,0
LOC102637269,2
LOC102637278,0
LOC102637283,3
LOC102637286,0
LOC102637288,0
LOC102637312,0
LOC102637316,0
LOC102637322,1
LOC102637336,0
LOC102637354,7
LOC102637366,0
LOC102637390,4
LOC102637393,0
LOC102637409,2
LOC102637411,0
LOC102637412,0
LOC102637417,0
LOC102637418,0
LOC102637419,0
LOC102637469,0
LOC102637483,0
LOC102637484,0
LOC102637488,7
LOC102637491,2
LOC102637495,0
LOC102637515,0
LOC102637532,10
LOC102637542,0
LOC102637566,4
LOC102637572,33
LOC102637577,0
LOC102637578,0
LOC102637606,0
LOC102637615,0
LOC102637637,0
LOC102637646,1
LOC102637691,0
LOC102637711,0
LOC102637719,9
LOC102637720,4
LOC102637742,0
LOC102637743,0
LOC102637749,0
LOC102637755,0
LOC102637763,5
LOC102637775,18
LOC102637781,599
LOC102637792,25
LOC102637806,0
LOC102637808,2
LOC102637811,0
LOC102637814,0
LOC102637815,3
LOC102637827,0
LOC102637838,0
LOC102637839,0
LOC102637854,0
LOC102637863,0
LOC102637873,1
LOC102637878,92
LOC102637882,0
LOC102637912,0
LOC102637921,0
LOC102637947,0
LOC102637953,16
LOC102637959,0
LOC102637966,77
LOC102637985,9
LOC102638002,0
LOC102638003,25
LOC102638008,0
LOC102638047,985
LOC102638055,4
LOC102638083,1
LOC102638085,0
LOC102638089,0
LOC102638110,0
LOC102638116,0
LOC102638150,96
LOC102638167,12
LOC102638183,0
LOC102638184,2
LOC102638190,0
LOC102638195,1
LOC102638199,0
LOC102638201,0
LOC102638254,0
LOC102638255,16
LOC102638263,0
LOC102638268,2
LOC102638276,0
LOC102638295,1
LOC102638322,38
LOC102638335,0
LOC102638344,4
LOC102638359,12
LOC102638361,18
LOC102638388,0
LOC102638389,10
LOC102638412,13
LOC102638435,43
LOC102638439,0
LOC102638442,0
LOC102638448,39
LOC102638454,0
LOC102638465,0
LOC102638466,0
LOC102638515,1
LOC102638521,9
LOC102638555,25
LOC102638590,0
LOC102638599,0
LOC102638624,0
LOC102638662,0
LOC102638670,0
LOC102638671,0
LOC102638674,2
LOC102638694,6
LOC102638700,0
LOC102638745,0
LOC102638754,58
LOC102638761,0
LOC102638773,0
LOC102638775,0
LOC102638785,0
LOC102638797,0
LOC102638848,3
LOC102638850,51
LOC102638878,0
LOC102638884,0
LOC102638885,0
LOC102638888,28
LOC102638890,0
LOC102638891,11
LOC102638903,0
LOC102638905,0
LOC102638913,0
LOC102638935,56
LOC102638940,130
LOC102638945,0
LOC102638962,27
LOC102638974,0
LOC102638985,0
LOC102638993,0
LOC102638999,0
LOC102639013,0
LOC102639021,0
LOC102639025,0
LOC102639037,0
LOC102639040,0
LOC102639044,30
LOC102639054,0
LOC102639067,3
LOC102639076,2
LOC102639091,0
LOC102639104,0
LOC102639109,20
LOC102639117,0
LOC102639127,74
LOC102639143,4
LOC102639145,0
LOC102639147,0
LOC102639163,0
LOC102639170,352
LOC102639172,0
LOC102639173,10
LOC102639182,565
LOC102639184,0
LOC102639187,0
LOC102639191,0
LOC102639204,0
LOC102639208,0
LOC102639245,0
LOC102639266,0
LOC102639315,0
LOC102639321,21
LOC102639337,0
LOC102639356,0
LOC102639376,0
LOC102639385,1
LOC102639412,171
LOC102639428,20
LOC102639429,0
LOC102639433,0
LOC102639451,0
LOC102639452,0
LOC102639453,0
LOC102639456,0
LOC102639470,0
LOC102639505,0
LOC102639511,1139
LOC102639518,6
LOC102639543,0
LOC102639549,24
LOC102639567,0
LOC102639568,2
LOC102639584,0
LOC102639598,4
LOC102639603,0
LOC102639621,0
LOC102639645,0
LOC102639653,0
LOC102639672,0
LOC102639683,38
LOC102639688,11
LOC102639699,0
LOC102639700,0
LOC102639713,18
LOC102639719,0
LOC102639731,0
LOC102639758,0
LOC102639762,0
LOC102639794,0
LOC102639798,6
LOC102639811,0
LOC102639814,0
LOC102639847,2
LOC102639870,0
LOC102639882,0
LOC102639888,2
LOC102639894,0
LOC102639912,16
LOC102639915,0
LOC102639950,0
LOC102639958,0
LOC102639974,2
LOC102639979,22
LOC102639982,37
LOC102639987,0
LOC102640007,14
LOC102640024,3
LOC102640027,0
LOC102640035,0
LOC102640040,3
LOC102640042,2
LOC102640059,2
LOC102640067,2
LOC102640098,0
LOC102640103,7
LOC102640121,1
LOC102640133,365
LOC102640139,0
LOC102640140,4
LOC102640169,0
LOC102640171,40
LOC102640172,4
LOC102640199,39
LOC102640218,0
LOC102640226,81
LOC102640241,3
LOC102640250,2
LOC102640277,1
LOC102640292,0
LOC102640295,0
LOC102640301,55
LOC102640308,0
LOC102640315,153
LOC102640325,19
LOC102640327,0
LOC102640328,0
LOC102640344,0
LOC102640359,10
LOC102640391,0
LOC102640399,0
LOC102640437,1
LOC102640451,10
LOC102640468,0
LOC102640469,4
LOC102640480,0
LOC102640490,19
LOC102640500,0
LOC102640520,20
LOC102640526,18
LOC102640562,0
LOC102640573,0
LOC102640575,0
LOC102640586,0
LOC102640619,0
LOC102640624,32
LOC102640673,492
LOC102640679,0
LOC102640693,0
LOC102640696,0
LOC102640715,67
LOC102640738,0
LOC102640754,0
LOC102640771,9
LOC102640772,103
LOC102640775,1
LOC102640779,0
LOC102640786,0
LOC102640811,12
LOC102640838,0
LOC102640864,0
LOC102640882,0
LOC102640919,0
LOC102640921,3
LOC102640923,0
LOC102640933,0
LOC102640946,2
LOC102640955,0
LOC102640957,0
LOC102640977,3
LOC102640985,0
LOC102641004,0
LOC102641006,0
LOC102641007,0
LOC102641008,0
LOC102641009,0
LOC102641016,0
LOC102641018,283
LOC102641026,0
LOC102641027,0
LOC102641028,0
LOC102641029,0
LOC102641031,2
LOC102641033,0
LOC102641034,0
LOC102641036,0
LOC102641037,0
LOC102641038,0
LOC102641039,0
LOC102641047,0
LOC102641048,0
LOC102641050,0
LOC102641052,0
LOC102641053,0
LOC102641054,0
LOC102641055,1
LOC102641057,0
LOC102641062,0
LOC102641063,0
LOC102641064,5
LOC102641065,0
LOC102641066,0
LOC102641067,0
LOC102641068,7
LOC102641069,0
LOC102641070,0
LOC102641074,2
LOC102641077,0
LOC102641078,0
LOC102641079,0
LOC102641081,0
LOC102641083,2
LOC102641086,0
LOC102641089,0
LOC102641091,0
LOC102641092,0
LOC102641095,0
LOC102641098,0
LOC102641100,0
LOC102641101,0
LOC102641102,0
LOC102641103,0
LOC102641104,0
LOC102641105,0
LOC102641118,0
LOC102641120,0
LOC102641146,0
LOC102641152,26
LOC102641157,0
LOC102641163,0
LOC102641173,0
LOC102641179,0
LOC102641188,2
LOC102641202,0
LOC102641233,0
LOC102641236,0
LOC102641244,0
LOC102641247,0
LOC102641256,0
LOC102641270,0
LOC102641286,0
LOC102641287,5
LOC102641305,1
LOC102641308,0
LOC102641335,0
LOC102641346,0
LOC102641351,0
LOC102641355,4
LOC102641363,0
LOC102641369,1
LOC102641372,9
LOC102641385,0
LOC102641396,18
LOC102641406,132
LOC102641408,0
LOC102641430,0
LOC102641432,0
LOC102641463,0
LOC102641467,0
LOC102641476,353
LOC102641483,2
LOC102641498,0
LOC102641509,0
LOC102641516,69
LOC102641523,3
LOC102641529,0
LOC102641539,0
LOC102641552,0
LOC102641557,0
LOC102641609,22
LOC102641610,0
LOC102641617,0
LOC102641621,0
LOC102641625,0
LOC102641637,0
LOC102641642,0
LOC102641661,4
LOC102641700,0
LOC102641704,0
LOC102641725,0
LOC102641740,0
LOC102641749,0
LOC102641752,3
LOC102641779,2
LOC102641783,0
LOC102641800,0
LOC102641825,0
LOC102641829,0
LOC102641836,0
LOC102641841,0
LOC102641855,0
LOC102641859,14
LOC102641860,0
LOC102641876,0
LOC102641901,0
LOC102641929,0
LOC102641931,0
LOC102641941,0
LOC102641964,0
LOC102641966,8
LOC102641989,0
LOC102641995,0
LOC102642011,46
LOC102642034,0
LOC102642038,0
LOC102642041,0
LOC102642065,17
LOC102642066,0
LOC102642067,0
LOC102642146,0
LOC102642160,5
LOC102642162,0
LOC102642194,0
LOC102642196,1
LOC102642202,0
LOC102642210,0
LOC102642215,0
LOC102642244,4
LOC102642281,0
LOC102642297,0
LOC102642321,3
LOC102642339,0
LOC102642358,0
LOC102642374,0
LOC102642381,0
LOC102642386,2
LOC102642389,5
LOC102642392,0
LOC102642414,0
LOC102642435,8
LOC102642443,0
LOC102642451,19
LOC102642459,0
LOC102642489,0
LOC102642508,2
LOC102642544,0
LOC102642556,75
LOC102642578,6
LOC102642581,0
LOC102642605,15
LOC102642612,16
LOC102642616,0
LOC102642625,0
LOC102642633,0
LOC102642641,0
LOC102642644,2
LOC102642652,0
LOC102642675,2
LOC102642677,0
LOC102642702,0
LOC102642720,0
LOC102642726,1
LOC102642737,0
LOC102642755,2
LOC102642770,0
LOC102642773,0
LOC102642778,214
LOC102642783,0
LOC102642791,20
LOC102642793,0
LOC102642800,0
LOC102642815,37
LOC102642832,40
LOC102642841,0
LOC102642842,90
LOC102642845,0
LOC102642877,16
LOC102642880,0
LOC102642900,0
LOC102642924,0
LOC102642952,0
LOC102642962,0
LOC102642976,0
LOC102642986,0
LOC102642990,6
LOC102643016,41
LOC102643040,0
LOC102643046,53
LOC102643051,2
LOC102643069,0
LOC102643076,3
LOC102643088,0
LOC102643091,0
LOC102643121,0
LOC102643127,0
LOC102643128,0
LOC102643147,0
LOC102643175,2
LOC102643187,0
LOC102643210,17
LOC102643244,2
LOC102643247,370
LOC102643289,0
LOC103752591,0
LOC105242387,6
LOC105242388,29
LOC105242389,31
LOC105242390,4
LOC105242391,30
LOC105242392,0
LOC105242393,0
LOC105242394,0
LOC105242395,0
LOC105242396,0
LOC105242397,0
LOC105242398,0
LOC105242399,0
LOC105242400,0
LOC105242401,0
LOC105242402,0
LOC105242403,0
LOC105242404,18
LOC105242405,0
LOC105242406,0
LOC105242407,0
LOC105242408,0
LOC105242409,0
LOC105242410,0
LOC105242411,0
LOC105242412,0
LOC105242413,0
LOC105242414,4
LOC105242415,0
LOC105242416,4
LOC105242417,23
LOC105242418,0
LOC105242419,0
LOC105242420,0
LOC105242421,0
LOC105242422,0
LOC105242423,0
LOC105242424,0
LOC105242425,0
LOC105242426,0
LOC105242427,0
LOC105242428,0
LOC105242429,4
LOC105242430,0
LOC105242431,5
LOC105242432,4
LOC105242433,0
LOC105242434,0
LOC105242435,0
LOC105242436,45
LOC105242437,0
LOC105242438,0
LOC105242439,0
LOC105242440,0
LOC105242441,0
LOC105242442,0
LOC105242443,0
LOC105242444,0
LOC105242445,0
LOC105242446,0
LOC105242447,0
LOC105242448,0
LOC105242449,0
LOC105242450,0
LOC105242451,0
LOC105242452,0
LOC105242453,37
LOC105242454,0
LOC105242455,0
LOC105242467,0
LOC105242506,0
LOC105242517,0
LOC105242528,4
LOC105242530,0
LOC105242531,0
LOC105242534,0
LOC105242535,5
LOC105242537,0
LOC105242538,23
LOC105242540,0
LOC105242541,0
LOC105242542,0
LOC105242543,21
LOC105242544,0
LOC105242545,0
LOC105242546,2
LOC105242547,0
LOC105242548,0
LOC105242549,0
LOC105242550,0
LOC105242552,1
LOC105242553,7
LOC105242554,16
LOC105242555,0
LOC105242556,0
LOC105242557,21
LOC105242558,0
LOC105242559,0
LOC105242560,8
LOC105242561,0
LOC105242562,0
LOC105242563,0
LOC105242564,10
LOC105242566,0
LOC105242567,0
LOC105242569,0
LOC105242570,0
LOC105242571,0
LOC105242572,87
LOC105242573,0
LOC105242574,0
LOC105242575,0
LOC105242576,0
LOC105242577,0
LOC105242578,48
LOC105242580,2
LOC105242581,1
LOC105242582,0
LOC105242583,0
LOC105242584,0
LOC105242585,0
LOC105242586,0
LOC105242587,557
LOC105242589,0
LOC105242590,0
LOC105242591,0
LOC105242592,0
LOC105242593,0
LOC105242594,0
LOC105242595,0
LOC105242596,20
LOC105242597,0
LOC105242598,0
LOC105242599,0
LOC105242600,0
LOC105242601,6
LOC105242602,6
LOC105242603,0
LOC105242604,0
LOC105242605,8
LOC105242606,1
LOC105242607,0
LOC105242608,0
LOC105242609,1
LOC105242610,0
LOC105242611,0
LOC105242612,0
LOC105242613,0
LOC105242615,0
LOC105242616,0
LOC105242618,0
LOC105242619,8
LOC105242620,4
LOC105242621,0
LOC105242622,0
LOC105242623,0
LOC105242624,4
LOC105242625,0
LOC105242626,5
LOC105242627,0
LOC105242628,0
LOC105242629,0
LOC105242630,0
LOC105242631,0
LOC105242632,0
LOC105242633,2
LOC105242634,0
LOC105242635,3
LOC105242636,0
LOC105242637,0
LOC105242638,0
LOC105242639,0
LOC105242640,0
LOC105242642,2
LOC105242643,0
LOC105242644,0
LOC105242646,0
LOC105242647,2
LOC105242648,34
LOC105242649,0
LOC105242651,0
LOC105242652,0
LOC105242653,0
LOC105242654,3
LOC105242655,0
LOC105242656,0
LOC105242657,7
LOC105242658,89
LOC105242659,0
LOC105242660,0
LOC105242661,0
LOC105242662,0
LOC105242663,0
LOC105242664,0
LOC105242665,0
LOC105242666,0
LOC105242667,0
LOC105242668,2
LOC105242670,0
LOC105242671,0
LOC105242673,0
LOC105242674,0
LOC105242675,0
LOC105242676,2
LOC105242677,0
LOC105242678,0
LOC105242679,0
LOC105242680,38
LOC105242681,0
LOC105242682,0
LOC105242683,0
LOC105242685,17
LOC105242686,0
LOC105242687,0
LOC105242688,0
LOC105242690,0
LOC105242691,0
LOC105242692,0
LOC105242693,0
LOC105242694,0
LOC105242696,0
LOC105242698,2
LOC105242699,0
LOC105242700,2
LOC105242701,0
LOC105242703,0
LOC105242704,17
LOC105242705,0
LOC105242706,13
LOC105242708,4
LOC105242709,23
LOC105242710,19
LOC105242711,32
LOC105242712,0
LOC105242713,0
LOC105242714,2
LOC105242715,10
LOC105242716,14
LOC105242717,0
LOC105242719,0
LOC105242720,0
LOC105242721,0
LOC105242722,0
LOC105242725,1
LOC105242726,0
LOC105242727,0
LOC105242728,11
LOC105242729,100
LOC105242731,0
LOC105242732,0
LOC105242735,7
LOC105242736,7
LOC105242737,0
LOC105242738,41
LOC105242740,24
LOC105242741,0
LOC105242742,0
LOC105242743,0
LOC105242744,0
LOC105242745,0
LOC105242748,0
LOC105242749,6
LOC105242750,109
LOC105242751,0
LOC105242752,0
LOC105242753,9
LOC105242754,0
LOC105242755,0
LOC105242756,24
LOC105242758,0
LOC105242759,0
LOC105242760,0
LOC105242761,0
LOC105242762,0
LOC105242763,2
LOC105242765,4
LOC105242766,10
LOC105242768,0
LOC105242769,7
LOC105242770,0
LOC105242771,0
LOC105242773,0
LOC105242774,0
LOC105242776,0
LOC105242778,0
LOC105242780,0
LOC105242781,0
LOC105242784,2
LOC105242785,8
LOC105242790,0
LOC105242792,0
LOC105242793,0
LOC105242794,12
LOC105242795,5
LOC105242797,1
LOC105242798,6
LOC105242799,0
LOC105242801,0
LOC105242802,0
LOC105242803,0
LOC105242804,0
LOC105242805,0
LOC105242806,15
LOC105242808,0
LOC105242809,0
LOC105242810,0
LOC105242811,0
LOC105242812,0
LOC105242813,0
LOC105242814,0
LOC105242815,5
LOC105242816,0
LOC105242817,0
LOC105242818,0
LOC105242821,12
LOC105242822,1
LOC105242823,0
LOC105242825,0
LOC105242826,0
LOC105242828,0
LOC105242829,0
LOC105242830,0
LOC105242831,0
LOC105242833,0
LOC105242836,72
LOC105242837,12
LOC105242838,0
LOC105242840,0
LOC105242841,42
LOC105242842,3
LOC105242843,1
LOC105242844,0
LOC105242845,0
LOC105242846,4
LOC105242847,0
LOC105242848,0
LOC105242850,2
LOC105242851,0
LOC105242854,11
LOC105242855,0
LOC105242856,0
LOC105242858,1
LOC105242860,0
LOC105242861,0
LOC105242862,19
LOC105242863,0
LOC105242864,0
LOC105242865,0
LOC105242868,0
LOC105242869,5
LOC105242870,4
LOC105242871,0
LOC105242873,0
LOC105242874,0
LOC105242875,8
LOC105242876,1
LOC105242877,13
LOC105242878,0
LOC105242879,0
LOC105242880,0
LOC105242881,1
LOC105242884,0
LOC105242885,21
LOC105242886,3
LOC105242887,1
LOC105242888,2
LOC105242889,70
LOC105242890,33
LOC105242891,8
LOC105242892,0
LOC105242893,0
LOC105242894,0
LOC105242895,0
LOC105242896,2
LOC105242897,0
