gene_id,Satrom-mRNA-24hT_ATCACG_L002_001
Hrc,573
Hrct1,0
Hrg,0
Hrh1,0
Hrh2,7
Hrh3,0
Hrh4,4
Hrk,2
Hrnr,0
Hrsp12,1935
Hs1bp3,772
Hs2st1,4771
Hs3st1,0
Hs3st2,0
Hs3st3a1,0
Hs3st3b1,139
Hs3st4,0
Hs3st5,3
Hs3st6,1
Hs6st1,2320
Hs6st2,0
Hs6st3,0
Hsbp1,3242
Hsbp1l1,1
Hscb,687
Hsd11b1,13
Hsd11b2,4
Hsd17b1,4
Hsd17b10,2114
Hsd17b11,1325
Hsd17b12,8549
Hsd17b13,4
Hsd17b14,35
Hsd17b2,2
Hsd17b3,0
Hsd17b4,2922
Hsd17b6,0
Hsd17b7,4428
Hsd3b1,0
Hsd3b2,0
Hsd3b3,0
Hsd3b4,0
Hsd3b5,0
Hsd3b6,0
Hsd3b7,73
Hsdl1,611
Hsdl2,1009
Hsf1,3313
Hsf2,168
Hsf2bp,26
Hsf3,0
Hsf4,2
Hsf5,0
Hsfy2,0
Hsh2d,286
Hsp25-ps1,1
Hsp90aa1,66128
Hsp90ab1,301432
Hsp90b1,73968
Hspa12a,73
Hspa12b,195
Hspa13,3404
Hspa14,5068
Hspa1a,0
Hspa1b,0
Hspa1l,0
Hspa2,44
Hspa4,39997
Hspa4l,61
Hspa5,77239
Hspa8,116613
Hspa9,73382
Hspb1,644
Hspb11,538
Hspb2,0
Hspb3,0
Hspb6,103
Hspb7,8
Hspb8,0
Hspb9,19
Hspbap1,1313
Hspbp1,3695
Hspd1,103383
Hspe1,11672
Hspg2,6281
Hsph1,9297
Htatip2,0
Htatsf1,3562
Htr1a,0
Htr1b,0
Htr1d,0
Htr1f,0
Htr2a,0
Htr2b,35
Htr2c,0
Htr3a,0
Htr3b,0
Htr4,0
Htr5a,0
Htr5b,0
Htr6,0
Htr7,0
Htra1,0
Htra2,4178
Htra3,0
Htra4,4
Htt,7523
Hunk,0
Hus1,4058
Hus1b,30
Huwe1,48704
Hvcn1,9148
Hyal1,7
Hyal2,964
Hyal3,18
Hyal4,0
Hyal5,0
Hyal6,0
Hydin,10
Hyi,220
Hykk,40
Hyls1,571
Hyou1,17056
Hypk,4020
Hypm,0
I0C0044D17Rik,0
I730028E13Rik,0
I730030J21Rik,195
I830012O16Rik,0
I830077J02Rik,15
I830127L07Rik,4
Iah1,1259
Iapp,0
Iars,15445
Iars2,6664
Iba57,1095
Ibsp,0
Ibtk,6340
Ica1,2
Ica1l,103
Icam1,8520
Icam2,734
Icam4,6
Icam5,80
Ice1,7063
Ice2,1395
Ick,367
Icmt,3073
Icos,0
Icosl,1862
Ict1,1508
Id1,2
Id2,3665
Id3,1003
Id4,0
Ide,11857
Idh1,1518
Idh2,2271
Idh3a,15684
Idh3b,8168
Idh3g,7185
Idi1,7459
Idi2,5
Idnk,483
Ido1,25
Ido2,117
Ids,1079
Idua,370
Ier2,1305
Ier3,139
Ier3ip1,2504
Ier5,6054
Ier5l,6
Iffo1,331
Iffo2,208
Ifi202b,0
Ifi203,662
Ifi204,0
Ifi205,3
Ifi27,482
Ifi27l2a,99
Ifi27l2b,0
Ifi30,15293
Ifi35,1101
Ifi44,0
Ifi44l,0
Ifi47,8
Ifih1,20
Ifit1,0
Ifit2,141
Ifit3,1
Ifitm1,1132
Ifitm10,0
Ifitm2,3196
Ifitm3,2
Ifitm5,12
Ifitm6,0
Ifitm7,0
Ifltd1,0
Ifna-ps1,0
Ifna1,0
Ifna11,0
Ifna12,0
Ifna13,0
Ifna14,0
Ifna15,0
Ifna16,0
Ifna2,0
Ifna4,0
Ifna5,0
Ifna6,0
Ifna7,0
Ifna9,0
Ifnab,0
Ifnar1,6334
Ifnar2,2281
Ifnb1,1
Ifne,0
Ifng,0
Ifngr1,1660
Ifngr2,16494
Ifnk,4
Ifnl2,0
Ifnl3,0
Ifnlr1,514
Ifnz,0
Ifrd1,12588
Ifrd2,4148
Ift122,454
Ift140,4323
Ift172,627
Ift20,1455
Ift22,841
Ift27,1400
Ift43,132
Ift46,1672
Ift52,1714
Ift57,540
Ift74,920
Ift80,1263
Ift81,230
Ift88,1259
Igbp1,3402
Igbp1b,0
Igdcc3,284
Igdcc4,120
Igf1,0
Igf1os,0
Igf1r,312
Igf2,3
Igf2bp1,0
Igf2bp2,62
Igf2bp3,7398
Igf2os,0
Igf2r,1302
Igfals,109
Igfbp1,0
Igfbp2,236
Igfbp3,0
Igfbp4,6
Igfbp5,4
Igfbp6,0
Igfbp7,6
Igfbpl1,1
Igfl3,0
Igflr1,80
Igfn1,5
Ighmbp2,930
Ighv3-7,0
Igip,284
Igj,22630
Igll1,2
Iglon5,2
Igsf1,0
Igsf10,0
Igsf11,0
Igsf21,0
Igsf23,6
Igsf3,0
Igsf5,0
Igsf6,21
Igsf8,1881
Igsf9,706
Igsf9b,47
Igtp,1
Ihh,3
Iigp1,0
Ik,8184
Ikbip,409
Ikbkap,10847
Ikbkb,3972
Ikbke,1495
Ikbkg,2230
Ikzf1,13621
Ikzf2,0
Ikzf3,15510
Ikzf4,120
Ikzf5,1176
Il10,906
Il10ra,154
Il10rb,2799
Il11,16
Il11ra1,18
Il11ra2,0
Il12a,41
Il12b,0
Il12rb1,231
Il12rb2,764
Il13,13
Il13ra1,16
Il13ra2,0
Il15,92
Il15ra,276
Il16,3801
Il17a,0
Il17b,0
Il17c,8
Il17d,23
Il17f,0
Il17ra,24
Il17rb,602
Il17rc,0
Il17rd,0
Il17re,1
Il18,2
Il18bp,74
Il18r1,0
Il18rap,0
Il19,7
Il1a,2
Il1b,17
Il1bos,4
Il1f10,0
Il1f5,0
Il1f6,0
Il1f8,0
Il1f9,1
Il1r1,2
Il1r2,444
Il1rap,40
Il1rapl1,0
Il1rapl2,0
Il1rl1,0
Il1rl2,0
Il1rn,8
Il2,0
Il20,0
Il20ra,0
Il20rb,134
Il21,0
Il21r,14232
Il22,0
Il22ra1,0
Il22ra2,0
Il23a,3
Il23r,0
Il24,0
Il25,0
Il27,4
Il27ra,838
Il2ra,636
Il2rb,610
Il2rg,7034
Il3,2
Il31,0
Il31ra,2
Il33,0
Il34,0
Il3ra,65
Il4,11
Il4i1,96
Il4ra,2001
Il5,0
Il5ra,12076
Il6,3
Il6ra,1169
Il6st,1225
Il7,0
Il7r,66
Il9,0
Il9r,8421
Ildr1,74
Ildr2,0
Ilf2,9279
Ilf3,10876
Ilk,2837
Ilkap,3777
Iltifb,0
Ilvbl,424
Immp1l,1007
Immp2l,130
Immt,14984
Imp3,2807
Imp4,6543
Impa1,4250
Impa2,1625
Impact,2585
Impad1,7831
Impdh1,786
Impdh2,14003
Impg1,10
Impg2,3
Ina,0
Inadl,0
Inafm1,160
Inafm2,623
Inca1,0
Incenp,11947
Inf2,10078
Ing1,7084
Ing2,888
Ing3,1400
Ing4,1033
Ing5,2455
Inha,0
Inhba,0
Inhbb,0
Inhbc,2
Inhbe,40
Inip,2932
Inmt,0
Ino80,3910
Ino80b,702
Ino80c,2061
Ino80d,4046
Ino80dos,35
Ino80e,3122
Inpp1,289
Inpp4a,520
Inpp4b,2549
Inpp5a,1400
Inpp5b,1771
Inpp5d,11498
Inpp5e,744
Inpp5f,1677
Inpp5j,0
Inpp5k,726
Inppl1,3984
Ins1,0
Ins2,0
Insc,0
Insig1,10260
Insig2,1158
Insl3,3
Insl5,0
Insl6,72
Insm1,0
Insm2,0
Insr,0
Insrr,87
Ints1,7202
Ints10,4075
Ints12,1638
Ints2,6127
Ints3,5414
Ints4,17162
Ints5,2812
Ints6,6121
Ints7,8561
Ints8,3903
Ints9,4677
Intu,0
Invs,431
Ip6k1,3167
Ip6k2,782
Ip6k3,2430
Ipcef1,1066
Ipmk,4413
Ipo11,3370
Ipo13,3239
Ipo4,9789
Ipo5,63855
Ipo7,33408
Ipo8,0
Ipo9,8098
Ipp,1437
Ippk,1537
Ipw,0
Iqca,33
Iqcb1,2574
Iqcc,339
Iqcd,11
Iqce,1048
Iqcf1,0
Iqcf3,2
Iqcf4,0
Iqcf5,26
Iqcf6,0
Iqcg,978
Iqch,102
Iqcj,0
Iqck,1
Iqgap1,22796
Iqgap2,0
Iqgap3,1729
Iqsec1,3598
Iqsec2,270
Iqsec3,0
Iqub,2
Irak1,5122
Irak1bp1,2875
Irak2,736
Irak3,59
Irak4,436
Ireb2,9189
Irf1,676
Irf2,2879
Irf2bp1,613
Irf2bp2,5340
Irf2bpl,670
Irf3,941
Irf4,19803
Irf5,8607
Irf6,22
Irf7,248
Irf8,4817
Irf9,483
Irg1,6
Irgc1,0
Irgm1,398
Irgm2,11
Irgq,1398
Irs1,0
Irs2,0
Irs3,0
Irs4,0
Irx1,0
Irx2,0
Irx3,0
Irx3os,0
Irx4,0
Irx5,0
Irx6,0
Isca1,798
Isca2,875
Iscu,1411
Isg15,145
Isg20,31
Isg20l2,6649
Isl1,0
Isl2,15
Islr,46
Islr2,6
Ism1,0
Ism2,3
Isoc1,3910
Isoc2a,796
Isoc2b,62
Ispd,2
Ist1,2827
Isx,0
Isy1,5815
Isyna1,7006
Itch,5417
Itfg1,2267
Itfg2,1323
Itfg3,631
Itga1,0
Itga10,88
Itga11,84
Itga2,0
Itga2b,20
Itga3,349
Itga4,5360
Itga5,4
Itga6,4588
Itga7,8
Itga8,541
Itga9,29
Itgad,0
Itgae,5
Itgal,15405
Itgam,2
Itgav,2437
Itgax,13
Itgb1,15712
Itgb1bp1,1673
Itgb1bp2,25
Itgb2,2421
Itgb2l,0
Itgb3,475
Itgb3bp,735
Itgb4,107
Itgb5,115
Itgb6,0
Itgb7,87
Itgb8,0
Itgbl1,2
Itih1,2
Itih2,0
Itih3,2
Itih4,2
Itih5,0
Itih5l-ps,4
Itk,21
Itln1,18
Itm2a,0
Itm2b,6889
Itm2c,3223
Itpa,4492
Itpa-ps1,17
Itpa-ps2,0
Itpk1,1094
Itpka,61
Itpkb,5690
Itpkc,376
Itpr1,15093
Itpr2,88
Itpr3,958
Itprip,470
Itpripl1,1093
Itpripl2,1
Itsn1,9869
Itsn2,6908
Ivd,3131
Ivl,0
Ivns1abp,14553
Iws1,5808
Iyd,0
Izumo1,5
Izumo1r,0
Izumo2,0
Izumo3,0
Izumo4,96
Jade1,2029
Jade2,11816
Jade3,3597
Jag1,0
Jag2,818
Jagn1,2264
Jak1,7083
Jak2,4000
Jak3,1872
Jakmip1,41
Jakmip2,0
Jakmip3,0
Jam2,15
Jam3,27
Jarid2,2462
Jazf1,0
Jdp2,4870
Jkamp,357
Jmjd1c,15620
Jmjd4,2351
Jmjd6,3406
Jmjd7,7
Jmjd8,350
Jmy,1795
Josd1,5252
Josd2,625
Jph1,845
Jph2,2
Jph3,16
Jph4,13
Jpx,114
Jrk,554
Jrkl,384
Jsrp1,23
Jtb,1647
Jun,188
Junb,5743
Jund,8146
Junos,6
Jup,204
K230010J24Rik,7
Kalrn,2
Kank1,16
Kank2,359
Kank3,0
Kank4,0
Kank4os,0
Kansl1,2495
Kansl1l,273
Kansl2,2536
Kansl3,3145
Kantr,282
Kap,0
Kars,19964
Kars-ps1,0
Kat2a,6532
Kat2b,304
Kat2b-ps,0
Kat5,2189
Kat6a,6002
Kat6b,1248
Kat7,6491
Kat8,826
Katna1,2131
Katnal1,363
Katnal2,153
Katnb1,1066
Katnbl1,3053
Kazald1,19
Kazn,1007
Kbtbd11,0
Kbtbd12,0
Kbtbd13,2
Kbtbd2,2828
Kbtbd3,85
Kbtbd4,1311
Kbtbd6,4
Kbtbd7,634
Kbtbd8,657
Kcmf1,5032
Kcna1,0
Kcna10,0
Kcna2,0
Kcna3,2
Kcna4,0
Kcna5,0
Kcna6,0
Kcna7,11
Kcnab1,25
Kcnab2,6304
Kcnab3,24
Kcnb1,1312
Kcnb2,0
Kcnc1,1
Kcnc2,0
Kcnc3,1085
Kcnc4,0
Kcnd1,65
Kcnd2,0
Kcnd3,1
Kcnd3os,0
Kcne1,7
Kcne1l,0
Kcne2,2
Kcne3,0
Kcne4,0
Kcnf1,0
Kcng1,6
Kcng2,2
Kcng3,0
Kcng4,0
Kcnh1,0
Kcnh2,187
Kcnh3,0
Kcnh4,547
Kcnh5,0
Kcnh6,64
Kcnh7,0
Kcnh8,0
Kcnip1,2
Kcnip2,0
Kcnip3,4
Kcnip4,25
Kcnj1,142
Kcnj10,3
Kcnj11,0
Kcnj12,2
Kcnj13,18
Kcnj14,64
Kcnj15,0
Kcnj16,0
Kcnj2,0
Kcnj3,0
Kcnj4,0
Kcnj5,0
Kcnj6,0
Kcnj8,0
Kcnj9,0
Kcnk1,0
Kcnk10,907
Kcnk12,0
Kcnk13,48
Kcnk15,0
Kcnk16,0
Kcnk18,0
Kcnk2,0
Kcnk3,20
Kcnk4,12
Kcnk5,788
Kcnk6,3489
Kcnk7,0
Kcnk9,0
Kcnma1,0
Kcnmb1,8
Kcnmb2,0
Kcnmb3,80
Kcnmb4,11
Kcnmb4os1,0
Kcnmb4os2,4
Kcnn1,2
Kcnn2,0
Kcnn3,2
Kcnn4,1167
Kcnq1,0
Kcnq1ot1,620
Kcnq2,2
Kcnq3,0
Kcnq4,0
Kcnq5,1244
Kcnrg,7
Kcns1,18
Kcns2,0
Kcns3,7
Kcnt1,10
Kcnt2,0
Kcnu1,6
Kcnv1,0
Kcnv2,0
Kcp,7
Kctd1,153
Kctd10,2522
Kctd11,231
Kctd12,2543
Kctd12b,1
Kctd13,894
Kctd14,117
Kctd15,2400
Kctd16,0
Kctd17,0
Kctd18,323
Kctd19,4
Kctd2,292
Kctd20,383
Kctd21,42
Kctd3,2229
Kctd4,2
Kctd5,2844
Kctd6,228
Kctd7,188
Kctd8,0
Kctd9,3253
Kdelc1,0
Kdelc2,0
Kdelr1,3034
Kdelr2,3564
Kdelr3,34
Kdf1,0
Kdm1a,8051
Kdm1b,1750
Kdm2a,5778
Kdm2b,11724
Kdm3a,4814
Kdm3b,5251
Kdm4a,4837
Kdm4b,2167
Kdm4c,1300
Kdm4d,35
Kdm5a,822
Kdm5b,286
Kdm5c,9041
Kdm5d,0
Kdm6a,3445
Kdm6b,1128
Kdm7a,937
Kdm8,698
Kdr,0
Kdsr,1386
Keap1,2004
Keg1,0
Kel,0
Kera,0
Khdc1a,0
Khdc1b,0
Khdc1c,0
Khdc3,7
Khdrbs1,2083
Khdrbs2,1
Khdrbs3,0
Khk,254
Khnyn,2805
Khsrp,16435
Kidins220,5681
Kif11,14803
Kif12,0
Kif13a,1
Kif13b,3922
Kif14,2964
Kif15,8589
Kif16b,2594
Kif16bos,2
Kif17,136
Kif18a,2425
Kif18b,2468
Kif19a,3
Kif1a,166
Kif1b,596
Kif1c,259
Kif20a,5694
Kif20b,6035
Kif21a,0
Kif21b,5274
Kif22,5510
Kif22-ps,0
Kif23,4148
Kif24,1214
Kif26a,2
Kif26b,4
Kif27,0
Kif2a,5023
Kif2b,9
Kif2c,3854
Kif3a,1034
Kif3b,2587
Kif3c,399
Kif4,5775
Kif4-ps,0
Kif5a,20
Kif5b,18553
Kif5c,25
Kif6,0
Kif7,1268
Kif9,79
Kifap3,0
Kifc1,0
Kifc2,5
Kifc3,1317
Kifc5b,771
Kifc5c-ps,2
Kin,1412
Kir3dl1,0
Kir3dl2,0
Kirrel,0
Kirrel2,33
Kirrel3,2
Kirrel3os,123
Kis2,0
Kiss1,0
Kiss1r,24
Kit,0
Kitl,0
Kiz,521
Kl,0
Klb,1
Klc1,4664
Klc2,715
Klc3,0
Klc4,517
Klf1,13
Klf10,369
Klf11,317
Klf12,510
Klf13,607
Klf14,0
Klf15,0
Klf16,2490
Klf17,0
Klf2,2
Klf3,2
Klf4,8
Klf5,2
Klf6,2592
Klf7,145
Klf8,0
Klf9,0
Klhdc1,111
Klhdc10,3864
Klhdc2,7868
Klhdc3,4818
Klhdc4,3102
Klhdc7a,2
Klhdc7b,0
Klhdc8a,0
Klhdc8b,39
Klhdc9,441
Klhl1,0
Klhl10,30
Klhl11,1666
Klhl12,2048
Klhl13,15
Klhl14,558
Klhl15,751
Klhl17,811
Klhl18,938
Klhl2,1282
Klhl20,1123
Klhl21,2269
Klhl22,0
Klhl23,0
Klhl24,2453
Klhl25,902
Klhl26,737
Klhl28,898
Klhl29,0
Klhl3,0
Klhl30,38
Klhl31,0
Klhl32,39
Klhl33,0
Klhl34,0
Klhl35,1
Klhl36,114
Klhl38,29
Klhl4,0
Klhl40,0
Klhl41,13
Klhl42,313
Klhl5,2823
Klhl6,979
Klhl7,3889
Klhl8,1239
Klhl9,4428
Klk1,2
Klk10,0
Klk11,0
Klk12,0
Klk13,0
Klk14,1
Klk15,0
Klk1b1,0
Klk1b11,2
Klk1b16,0
Klk1b21,0
Klk1b22,0
Klk1b24,0
Klk1b26,0
Klk1b27,0
Klk1b3,0
Klk1b4,0
Klk1b5,0
Klk1b7-ps,0
Klk1b8,0
Klk1b9,0
Klk4,4
Klk5,0
Klk6,0
Klk7,15
Klk8,36
Klk9,2
Klkb1,0
Klra1,0
Klra10,0
Klra12,0
Klra13-ps,0
Klra14-ps,0
Klra16,0
Klra17,0
Klra2,1
Klra21,0
Klra23,0
Klra3,0
Klra4,0
Klra5,0
Klra6,0
Klra7,0
Klra8,0
Klra9,0
Klrb1,5
Klrb1-ps1,0
Klrb1a,0
Klrb1b,0
Klrb1c,6
Klrb1f,63
Klrc1,0
Klrc2,0
Klrc3,0
Klrd1,0
Klre1,0
Klrg1,310
Klrg2,15
Klri1,0
Klri2,0
Klrk1,0
Kmo,1209
Kmt2a,8938
Kmt2b,4938
Kmt2c,5713
Kmt2d,7282
Kmt2e,5490
Kncn,0
Kndc1,218
Kng1,0
Kng2,0
Knop1,8599
Knstrn,2920
Kntc1,3149
Kpna1,9407
Kpna2,16485
Kpna2-ps,203
Kpna3,14865
Kpna4,7974
Kpna6,725
Kpna7,0
Kpnb1,65900
Kprp,0
Kptn,912
Kras,2178
Krba1,899
Krcc1,1184
Kremen1,1819
Kremen2,285
Kri1,2071
Krit1,2624
Krr1,5082
Krt1,0
Krt10,76
Krt12,0
Krt13,0
Krt14,0
Krt15,0
Krt16,0
Krt17,2
Krt18,0
Krt19,0
Krt2,0
Krt20,0
Krt222,2103
Krt23,0
Krt24,27
Krt25,4
Krt26,0
Krt27,0
Krt28,5
Krt31,0
Krt32,0
Krt33a,0
Krt33b,0
Krt34,0
Krt35,0
Krt36,0
Krt39,0
Krt4,0
Krt40,0
Krt42,0
Krt5,0
Krt6a,0
Krt6b,0
Krt7,26
Krt71,0
Krt72,0
Krt73,0
Krt74,0
Krt75,0
Krt76,0
Krt77,0
Krt78,0
Krt79,0
Krt8,1
Krt8-ps,0
Krt80,0
Krt81,0
Krt82,0
Krt83,0
Krt84,0
Krt86,0
Krt9,1
Krtap1-3,0
Krtap1-4,0
Krtap1-5,0
Krtap10-10,0
Krtap10-4,0
Krtap11-1,0
Krtap12-1,0
Krtap13,0
Krtap13-1,0
Krtap14,0
Krtap15,0
Krtap16-1,0
Krtap16-3,0
Krtap17-1,0
Krtap19-1,0
Krtap19-2,0
Krtap19-3,0
Krtap19-4,0
Krtap19-5,0
Krtap19-9b,0
Krtap2-4,0
Krtap20-2,0
Krtap21-1,0
Krtap22-2,0
Krtap24-1,0
Krtap26-1,0
Krtap27-1,0
Krtap28-13,0
Krtap3-1,0
Krtap3-2,0
Krtap3-3,0
Krtap31-1,0
Krtap31-2,0
Krtap4-1,0
Krtap4-13,0
Krtap4-16,0
Krtap4-2,0
Krtap4-6,0
Krtap4-7,0
Krtap4-8,0
Krtap4-9,0
Krtap5-1,0
Krtap5-2,0
Krtap5-3,0
Krtap5-4,0
Krtap5-5,0
Krtap6-1,0
Krtap6-2,0
Krtap6-5,0
Krtap7-1,0
Krtap8-1,0
Krtap9-1,0
Krtap9-3,0
Krtap9-5,0
Krtcap2,2002
Krtcap3,133
Krtdap,0
Ksr1,6941
Ksr2,2248
Kti12,2716
Ktn1,13285
Kxd1,1321
Ky,23
Kynu,4235
L1cam,22
L1td1,0
L2hgdh,2431
L3hypdh,0
L3mbtl1,0
L3mbtl2,3218
L3mbtl3,803
L3mbtl4,0
l7Rn6,1530
Lacc1,2098
Lace1,191
Lactb,1467
Lactb2,2489
Lactbl1,5
Lad1,152
Lag3,367
Lage3,1006
Lair1,222
Lalba,2
Lama1,0
Lama2,0
Lama3,0
Lama4,0
Lama5,71
Lamb1,8
Lamb2,5
Lamb3,108
Lamc1,3080
Lamc2,35
Lamc3,1
Lamp1,8035
Lamp2,9160
Lamp3,1
Lamp5,0
Lamtor1,1878
Lamtor2,981
Lamtor3,3611
Lamtor4,602
Lamtor5,2048
Lancl1,146
Lancl2,1518
Lancl3,1
Lao1,0
Lap3,7279
Laptm4a,4160
Laptm4b,23
Laptm5,1
Large,0
Larp1,32402
Larp1b,1029
Larp4,25121
Larp4b,10737
Larp6,0
Larp7,3787
Lars,12264
Lars2,11271
Las1l,6484
Lasp1,3047
Lat,76
Lat2,2354
Lats1,6309
Lats2,705
Lax1,456
Layn,0
Lbh,1719
Lbhd1,0
Lbp,5
Lbr,7001
Lbx1,0
Lbx2,7
Lca5,193
Lca5l,0
Lcat,19
Lce1a1,0
Lce1a2,0
Lce1b,0
Lce1c,0
Lce1d,0
Lce1e,0
Lce1f,0
Lce1g,0
Lce1h,0
Lce1i,0
Lce1j,0
Lce1k,0
Lce1l,0
Lce1m,0
Lce3a,0
Lce3b,0
Lce3c,0
Lce3d,0
Lce3e,0
Lce3f,0
Lce6a,0
Lck,513
Lclat1,1778
Lcmt1,1183
Lcmt2,0
Lcn10,48
Lcn11,0
Lcn12,0
Lcn2,0
Lcn3,0
Lcn4,0
Lcn5,0
Lcn6,18
Lcn8,0
Lcn9,0
Lcor,4066
Lcorl,771
Lcp1,68403
Lcp2,2446
Lct,8
Lctl,0
Ldb1,5520
Ldb2,0
Ldb3,2
Ldha,102315
Ldha-ps,0
Ldha-ps2,71
Ldha-ps3,0
Ldhal6b,20
Ldhb,3
Ldhc,0
Ldhd,0
Ldlr,10222
Ldlrad1,2
Ldlrad2,2
Ldlrad3,0
Ldlrad4,2084
Ldlrap1,413
Ldoc1,0
Ldoc1l,0
Leap2,5
Lect1,5
Lect2,1
Lef1,628
Lefty1,0
Lefty2,0
Lekr1,104
Lelp1,0
Lemd1,0
Lemd2,900
Lemd3,1696
Lenep,48
Leng1,649
Leng8,2854
Leng9,46
Leo1,5124
Lep,0
Lepr,4
Leprot,652
Leprotl1,595
Letm1,4996
Letm2,46
Letmd1,2695
Leutx,0
Lfng,0
Lgals1,1157
Lgals12,0
Lgals2,0
Lgals3,0
Lgals3bp,10512
Lgals4,48
Lgals7,0
Lgals8,908
Lgals9,1242
Lgalsl,2403
Lgi1,0
Lgi2,0
Lgi3,0
Lgi4,19
Lgmn,5125
Lgr4,1417
Lgr5,0
Lgr6,22
Lgsn,11
Lhb,3
Lhcgr,0
Lhfp,0
Lhfpl1,0
Lhfpl2,4
Lhfpl3,0
Lhfpl4,948
Lhfpl5,0
Lhpp,597
Lhx1,0
Lhx1os,0
Lhx2,61
Lhx3,0
Lhx4,0
Lhx5,0
Lhx6,99
Lhx8,0
Lhx9,19
Lias,2740
Lif,27
Lifr,0
Lig1,13633
Lig3,6833
Lig4,476
Lilra5,0
Lilra6,15
Lilrb4,306
Lim2,0
Lima1,2327
Limch1,0
Limd1,7804
Limd2,10800
Lime1,830
Limk1,1461
Limk2,2895
Lims1,15791
Lims2,7
Lin28a,0
Lin28b,0
Lin37,296
Lin52,497
Lin54,1441
Lin7a,0
Lin7b,30
Lin7c,11785
Lin9,2006
Lincenc1,19
Lincpint,2
Lincred1,0
Lincred2,0
Lingo1,0
Lingo2,0
Lingo3,0
Lingo4,1
Lins,1068
Lipa,1545
Lipc,82
Lipe,135
Lipf,0
Lipg,2376
Liph,2
Lipi,0
Lipk,0
Lipm,0
Lipn,0
Lipo1,707
Lipo4,0
Lipt1,240
Lipt2,291
Litaf,7879
Lix1,0
Lix1l,477
Lkaaear1,0
Llgl1,1874
Llgl2,146
Llph,1064
Llph-ps1,233
Llph-ps2,29
Lman1,8875
Lman1l,3
Lman2,11024
Lman2l,865
Lmbr1,0
Lmbr1l,488
Lmbrd1,598
Lmbrd2,4060
Lmcd1,0
Lmf1,697
Lmf2,3444
Lmln,364
Lmna,2057
Lmnb1,22552
Lmnb2,2516
Lmntd2,34
Lmo1,0
Lmo2,1413
Lmo3,2
Lmo4,970
Lmo7,323
Lmod1,0
Lmod2,0
Lmod3,2
Lmtk2,1303
Lmtk3,41
Lmx1a,0
Lmx1b,2
Lnp,3661
Lnp1,0
Lnpep,7918
Lnx1,4
Lnx2,1931
LOC100034661,1
LOC100038947,0
LOC100038987,3
LOC100038995,0
LOC100039010,0
LOC100039029,4
LOC100040974,24
LOC100041034,249
LOC100041057,1079
LOC100041483,0
LOC100041504,0
LOC100041516,0
LOC100041536,0
LOC100041593,0
LOC100041599,0
LOC100041672,0
LOC100041708,200
LOC100041712,0
LOC100041806,0
LOC100041877,65
LOC100041903,0
LOC100042019,104
LOC100043315,0
LOC100043918,0
LOC100043921,0
LOC100044068,0
LOC100044082,0
LOC100044627,0
LOC100044633,0
LOC100048798,11
LOC100048813,0
LOC100048823,0
LOC100048884,0
LOC100125594,0
LOC100417665,0
LOC100418081,2
LOC100502580,2
LOC100502592,0
LOC100502777,88
LOC100502896,0
LOC100503002,9
LOC100503047,1
LOC100503048,0
LOC100503142,0
LOC100503280,0
LOC100503338,5
LOC100503496,0
LOC100503594,0
LOC100503676,21
LOC100503733,0
LOC100503831,2
LOC100503923,15
LOC100503973,0
LOC100504039,0
LOC100504066,0
LOC100504180,0
LOC100504535,0
LOC100504923,0
LOC100505025,0
LOC100534336,0
LOC100534385,38
LOC100534386,1
LOC100534390,6
LOC100861615,0
LOC100861618,0
LOC100861627,0
LOC100861651,3
LOC100861655,0
LOC100861691,0
LOC100861727,0
LOC100861738,21
LOC100861749,112
LOC100861763,0
LOC100861770,0
LOC100861784,0
LOC100861814,0
LOC100861913,31
LOC100861933,0
LOC100861969,0
LOC100861978,0
LOC100862015,0
LOC100862043,0
LOC100862097,0
LOC100862106,0
LOC100862115,0
LOC100862122,0
LOC100862150,0
LOC100862151,0
LOC100862166,0
LOC100862179,0
LOC100862180,0
LOC100862192,0
LOC100862202,0
LOC100862203,669
LOC100862204,0
LOC100862220,0
LOC100862242,1
LOC100862245,0
LOC100862249,0
LOC100862268,0
LOC100862271,0
LOC100862324,0
LOC100862372,0
LOC100862374,0
LOC100862408,0
LOC100862413,0
LOC100862414,0
LOC100862415,0
LOC100862416,0
LOC100862420,0
LOC100862425,0
LOC100862426,0
LOC100862431,758
LOC100862432,0
LOC100862433,3
LOC100862434,0
LOC100862436,0
LOC100862438,0
LOC100862441,0
LOC100862442,0
LOC100862443,0
LOC100862444,3
LOC100862446,5
LOC100862448,0
LOC100862449,0
LOC100862450,0
LOC100862454,0
LOC100862455,0
LOC100862456,0
LOC100862460,0
LOC100862464,0
LOC100862465,0
LOC100862466,0
LOC100862468,4
LOC100862470,0
LOC100862471,0
LOC100862473,0
LOC100862474,0
LOC100862545,2
LOC101055630,0
LOC101055651,0
LOC101055656,0
LOC101055663,22
LOC101055671,0
LOC101055672,484
LOC101055673,1
LOC101055676,0
LOC101055688,0
LOC101055696,26
LOC101055703,0
LOC101055708,0
LOC101055721,0
LOC101055724,0
LOC101055727,5
LOC101055736,0
LOC101055737,1
LOC101055748,0
LOC101055749,0
LOC101055752,0
LOC101055754,0
LOC101055758,36
LOC101055782,0
LOC101055790,0
LOC101055792,95
LOC101055793,0
LOC101055797,0
LOC101055805,0
LOC101055806,0
LOC101055836,0
LOC101055837,0
LOC101055843,0
LOC101055863,0
LOC101055864,0
